timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
66701359,66701032,3670026,3670026,-2.2259771e-06,-1.6441649e-05,-0.00020761203,0.002882237,-0.0018968554,-0.049518514,5010,5010,0
66706316,66705971,3670026,3670026,-0.00018986751,-0.00014919137,-0.00010243099,0.0006157777,0.00024464377,-0.04910322,4939,4939,0
67203006,67202638,3670026,3670026,-0.0004453275,-0.0011102848,-0.00028907065,-0.002155716,0.002165594,-0.05064618,4967,4967,0
67704641,67704288,3670026,3670026,-0.00064678077,0.00043025013,-0.00017937821,1.5938404e-05,0.0016354441,-0.041636094,4966,4966,0
68206450,68206083,3670026,3670026,-0.0009717721,-0.00091840693,0.00014863577,0.005560979,0.0061038295,-0.04871357,4983,4983,0
68708022,68707653,3670026,3670026,-0.002605255,5.1844047e-05,-0.0007557534,0.0088539645,-0.004818594,-0.052743427,4982,4982,0
69204600,69204273,3670026,3670026,0.0005854767,-0.0017574029,-0.0008902369,0.007799377,-0.0027345498,-0.046374552,4964,4964,0
69706304,69705926,3670026,3670026,0.00025219895,-0.0008089439,-0.0005572942,0.0068492624,-0.001305913,-0.049091615,4970,4970,0
70203027,70202607,3670026,3670026,0.00024659815,0.00039590878,0.00019046794,-0.00017589758,0.0015887597,-0.052970514,4967,4967,0
70704648,70704258,3670026,3670026,-0.0017004049,0.00051398197,0.0011841097,-0.009055092,-0.0018850047,-0.05488447,4968,4968,0
71206260,71205909,3670026,3670026,0.0013241562,-0.00022616074,-0.0007344647,6.991003e-06,-0.006067493,-0.056042522,4968,4968,0
71708167,71707793,3670026,3670026,0.0013932511,-0.00026228582,-0.0008860015,0.009893555,-0.0012322408,-0.044764925,5059,5059,0
72204566,72204243,3670026,3670026,-0.0015110299,0.00042198398,0.0001341044,-0.0008385255,-0.008784791,-0.047401633,4967,4967,0
72706231,72705894,3670026,3670026,-0.00094080385,0.0001174195,0.0009134277,-0.00625545,0.0034090693,-0.05644631,4968,4968,0
73207872,73207545,3670026,3670026,0.0005345027,-3.3649998e-05,2.3507944e-05,-0.0007986012,-0.011953827,-0.053827245,4967,4967,0
73704639,73704231,3670026,3670026,-0.0008620421,0.00021181058,0.00028527973,-0.004301817,-0.008405086,-0.051960755,4968,4968,0
74206281,74205880,3670026,3670026,0.0033154874,-0.0001364249,-0.0006249177,0.011082262,-0.0039501237,-0.04255413,4967,4967,0
74702907,74702564,3670026,3670026,-0.0035536566,0.00016124768,0.0005787238,-0.0024562571,0.003952459,-0.045392837,4967,4967,0
75204765,75204394,3670026,3670026,0.00013865803,0.00017435974,0.0009050811,-0.009331239,0.0017303814,-0.04473803,4998,4998,0
75706242,75705869,3670026,3670026,-0.0007415683,0.00058935606,0.00083645846,-0.0010937254,0.006700367,-0.045651406,4962,4962,0
76207876,76207517,3670026,3670026,0.0026300463,-0.00018978937,-0.00036379023,0.001548718,-0.012441342,-0.042426758,4967,4967,0
76704616,76704232,3670026,3670026,-0.0023704644,-4.6669393e-05,-0.00039558712,0.0027059864,-0.009556235,-0.04963552,4994,4994,0
77206228,77205853,3670026,3670026,0.0007334311,-1.4575057e-05,-0.00092442444,0.008529346,0.003073489,-0.049571253,4966,4966,0
77702863,77702537,3670026,3670026,-0.0018839305,0.00050394185,0.00027118213,-0.0008082651,-0.0028838085,-0.054046858,4967,4967,0
78204539,78204198,3670026,3670026,-0.00034174183,0.000100919046,0.0004708334,0.0047742757,-0.0026831927,-0.055725835,4976,4976,0
78706400,78706031,3670026,3670026,0.00024388911,-1.755191e-05,9.913259e-05,0.010427778,0.0026958995,-0.042684533,4981,4981,0
79207954,79207620,3670026,3670026,-0.0003631561,-0.00018150167,3.7614165e-05,-0.0047222255,-0.0072007645,-0.047525782,5033,5033,0
79704581,79704177,3670026,3670026,-0.00035325973,0.0006871947,-0.00010703056,-0.002225357,-0.011705116,-0.04453362,4968,4968,0
80206204,80205830,3670026,3670026,0.00016351655,1.7168759e-05,-0.0002754022,-0.0015229711,-0.018074328,-0.043450233,4966,4966,0
80702888,80702513,3670026,3670026,-0.00051718845,0.00027781806,0.0004368329,-0.003711042,0.0045223255,-0.055666365,4966,4966,0
81204567,81204164,3670026,3670026,0.00041315722,-0.00025765772,-0.0007008716,0.009257286,-0.004675647,-0.044282146,4964,4964,0
81706163,81705817,3670026,3670026,-4.8924656e-05,3.201068e-05,-2.9030691e-06,0.0005769743,-0.007732623,-0.055136226,4957,4957,0
82207833,82207481,3670026,3670026,0.0007067463,-0.00013798264,-0.00069683057,0.0071351016,-0.005120422,-0.043815732,4789,4789,0
82704603,82704238,3670026,3670026,-0.00044135196,1.7063267e-05,0.00060674327,-0.0013284648,0.004182761,-0.04829779,4991,4991,0
83206240,83205805,3670026,3670026,0.00033862176,7.691725e-05,-3.860304e-05,0.00064976554,0.0024815965,-0.05614947,4967,4967,0
83702854,83702485,3670026,3670026,-3.5428523e-06,-5.3893367e-05,-3.7082253e-05,0.00058463897,0.0018361029,-0.04418505,4939,4939,0
84204552,84204142,3670026,3670026,-0.0010539887,-0.0032695467,0.0007708888,0.0021224718,-0.0010510377,-0.054799862,4967,4967,0
84706166,84705795,3670026,3670026,-0.0015612538,0.0034067177,0.00023366074,-0.0068994206,0.00045669175,-0.056652434,4968,4968,0
85202872,85202479,3670026,3670026,0.0013266415,0.004101484,-0.0006366929,0.005593711,-0.002269302,-0.045300912,4913,4913,0
85704473,85704131,3670026,3670026,-0.0014088403,-0.0027516945,0.00022020841,-0.005696265,-0.00028506396,-0.051934138,4775,4775,0
86206153,86205826,3670026,3670026,0.00045338957,0.0028431332,6.381371e-06,-0.009936205,-0.010833157,-0.049657617,4977,4977,0
86707762,86707435,3670026,3670026,-1.4980637e-05,-0.0017642035,-0.00037500402,-0.006405683,-0.014678692,-0.051002238,4966,4966,0
87209463,87209088,3670026,3670026,-0.0005769005,-0.00013151338,0.0009369265,-0.0031330113,0.012108064,-0.05258362,4967,4967,0
87706113,87705791,3670026,3670026,-0.00092146447,-0.0019933851,0.00070722366,-0.011115185,0.0027023503,-0.05100999,4983,4983,0
88202866,88202460,3670026,3670026,-7.291931e-05,-0.00059003575,0.00015918553,0.0042901826,5.2487874e-05,-0.046621896,4967,4967,0
91202797,91202441,3670026,3670026,0.001704924,0.0001986147,0.0007349658,-0.0028402915,-1.9788113e-05,-0.054141544,4968,4968,0
91704471,91704093,3670026,3670026,0.00038292166,-7.5193355e-05,-0.0002886865,0.0012187636,-0.004704564,-0.055160377,4966,4966,0
92206091,92205745,3670026,3670026,0.0016902414,0.002699141,-0.00061003154,0.0058006807,-0.00368523,-0.042290334,4966,4966,0
92707747,92707400,3670026,3670026,-0.00076803204,-0.00021705734,0.0006497186,-0.012159939,0.003539152,-0.058560316,4969,4969,0
93204522,93204151,3670026,3670026,-0.0007091446,-0.00286783,-0.0005630335,0.0016802114,-0.016704464,-0.043731455,4941,4941,0
