timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
66696022,3670026,0.002485892,-0.0016810017,0.00080037414,3670026,0.041587226,0.0,-0.06311817,396809,0.0,0.0,0.0
66705971,3670026,0.0024859793,-0.0016810608,0.00080040225,3670026,0.041588686,0.0,-0.06312039,396809,0.0,0.0,0.0
67699322,3670026,0.002462107,-0.0016936141,0.0007261475,3670026,0.04143,0.0,-0.062560976,396809,0.0,0.0,0.0
68707653,3670026,0.0024558976,-0.0017114469,0.0006492721,3670026,0.041506484,-3.6648615e-08,-0.06258113,396809,0.0,0.0,0.0
69700956,3670026,0.0024488578,-0.0017088244,0.0005828353,3670026,0.041392595,-1.1435241e-05,-0.062133566,396809,0.0,0.0,0.0
70699290,3670026,0.0024554322,-0.0017142476,0.0005739395,3670026,0.04158129,-0.00018710528,-0.062172003,396809,0.0,0.0,0.0
71697745,3670026,0.0024516769,-0.00171292,0.00057250605,3670026,0.041816067,-0.0017603961,-0.062246565,396809,0.0,0.0,0.0
72700926,3670026,0.0024478044,-0.0017141715,0.000549165,3670026,0.04293891,-0.0051571997,-0.06221991,396809,0.0,0.0,0.0
73699263,3670026,0.0024484848,-0.0017222797,0.0005185446,3670026,0.046732955,-0.008299763,-0.062378872,396809,0.0,0.0,0.0
74702564,3670026,0.0024375718,-0.0017232411,0.00051454816,3670026,0.051215462,-0.016288266,-0.062442824,396809,0.0,0.0,0.0
75700907,3670026,0.002439472,-0.0017343345,0.0005180601,3670026,0.05755954,-0.02524453,-0.062890336,396809,0.0,0.0,0.0
76704232,3670026,0.0024454168,-0.0017347595,0.0005194421,3670026,0.07434434,-0.015146619,-0.06220183,396809,0.0,0.0,0.0
77697570,3670026,0.0024470105,-0.0017306855,0.0005163376,3670026,0.08096322,-0.02215747,-0.06072385,396809,0.0,0.0,0.0
78706031,3670026,0.002436807,-0.0017281739,0.00051519496,3670026,0.06298972,-0.008854167,-0.06102379,396809,0.0,0.0,0.0
79699209,3670026,0.0024266825,-0.001711776,0.00051022007,3670026,0.05415154,-0.026567869,-0.060357023,396809,0.0,0.0,0.0
80702513,3670026,0.0024340106,-0.0016978566,0.0005098188,3670026,0.053294614,-0.014214039,-0.05859598,396809,0.0,0.0,0.0
81700860,3670026,0.0024608157,-0.0016932302,0.0005079234,3670026,0.05494546,-0.0048684403,-0.05748089,396809,0.0,0.0,0.0
82699247,3670026,0.002438184,-0.0016667908,0.0005059961,3670026,0.055364095,-0.008376829,-0.057233647,396809,0.0,0.0,0.0
83697546,3670026,0.0024392742,-0.0016557558,0.00050520664,3670026,0.058299556,-0.008562116,-0.057758965,396809,0.0,0.0,0.0
84700827,3670026,0.0023099657,-0.0015673018,0.0005078748,3670026,0.06032312,-0.008671641,-0.05643693,396809,0.0,0.0,0.0
85699356,3670026,0.0024164785,-0.0015588982,0.0005352581,3670026,0.06179394,-0.0077668605,-0.055834424,396809,0.0,0.0,0.0
86707435,3670026,0.0025065234,-0.0015280321,0.00053191214,3670026,0.06568441,-0.008793096,-0.05602254,396809,0.0,0.0,0.0
87700808,3670026,0.0025439172,-0.0015551742,0.000552156,3670026,0.06487763,-0.01004826,-0.05668992,396809,0.0,0.0,0.0
91699127,3670026,0.0023835145,-0.0015190451,0.0008842183,3670026,0.06883315,-0.004042862,-0.05786465,396809,0.0,0.0,0.0
92702431,3670026,0.0022386822,-0.0015282102,0.000988631,3670026,0.06947269,0.0008508585,-0.058156963,396809,0.0,0.0,0.0
93700775,3670026,0.0021362687,-0.001635765,0.001037142,3670026,0.066730425,0.0047601215,-0.058554206,396809,0.0,0.0,0.0
