timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
66701032,-0.00044430682,-0.0032817663,-0.041439526,5010,0,0.5752968,-0.37861386,-9.883935,5010,0
66705971,-0.0384425,-0.030206798,-0.020739216,4939,0,0.12467659,0.049533058,-9.941936,4939,0
66710922,0.009452351,0.03168849,0.055299647,4951,0,-0.15275477,0.11795736,-9.556941,4951,0
66715888,0.031350847,0.02218356,-0.008510329,4966,0,0.24679443,-0.0684811,-9.583215,4966,0
66720858,-0.01491411,-0.05842535,-0.04885793,4970,0,0.38868183,-0.13411932,-9.808658,4970,0
66725822,-0.0017234666,-0.0044099675,0.07616089,4964,0,-0.3288701,-0.13555594,-9.902654,4964,0
66730797,0.026254432,0.0063703773,0.012765789,4975,0,0.3261021,-0.4189648,-10.20046,4975,0
66735755,-0.008724703,0.026239002,-0.020901123,4958,0,-0.10369294,-0.12489274,-9.949411,4958,0
66740722,0.0007445575,0.02988987,0.061025463,4967,0,0.05632845,-0.41021773,-9.722828,4967,0
66745689,0.0017860705,-0.028547667,0.04019196,4967,0,0.4634414,-0.61948323,-9.856739,4967,0
66750656,-0.008236457,-0.026990196,-0.038653813,4967,0,0.12703303,-0.30196553,-10.022862,4967,0
66755623,-0.0076323044,0.03814277,0.022498649,4967,0,0.059851643,-0.11465273,-9.731526,4967,0
66760589,-0.013192833,0.00060490484,0.0400602,4966,0,0.25380516,-0.27518162,-9.760282,4966,0
66765558,0.0006689223,-0.027874023,0.024664097,4969,0,0.1876084,-0.30185294,-9.709824,4969,0
66770523,-0.009000465,-0.014450685,-0.0052897315,4965,0,-0.071786866,0.0059000337,-9.876565,4965,0
66775490,-0.029275093,0.005322102,0.01136991,4967,0,0.116199866,0.2145582,-9.883057,4967,0
66780457,0.0031545036,-0.009663851,0.015499858,4967,0,0.0220525,0.23835295,-9.981546,4967,0
66785424,0.037530318,-0.022939261,0.0064448817,4967,0,0.108530335,-0.016267363,-10.00846,4967,0
66790391,0.044580076,0.005840041,-0.026778482,4967,0,-0.30457616,-0.1464337,-10.021676,4967,0
66795357,0.03360778,0.02064072,-0.0497792,4966,0,0.19232966,-0.49833578,-9.900138,4966,0
66800324,0.017206887,-0.04868833,-0.07383633,4967,0,0.40961677,-0.68648756,-9.9837675,4967,0
66805291,-0.0068319375,-0.046017982,-0.051070172,4967,0,0.27658245,-0.66275865,-10.153578,4967,0
66810258,-0.04267295,-0.014728416,-0.051382896,4967,0,0.21853209,-0.4943018,-10.039816,4967,0
66815221,-0.06538614,0.026501581,-0.022762477,4963,0,0.15009554,0.055202894,-9.523683,4963,0
66820198,-0.052254785,0.002177708,0.007431634,4977,0,0.07808165,0.4582284,-9.155707,4977,0
66825192,-0.01397815,-0.017191678,0.020266788,4994,0,-0.27552652,0.63767195,-9.254197,4994,0
66830175,0.03164187,-0.027766751,0.0074110995,4983,0,-0.32464823,0.38207725,-9.7794695,4983,0
66835181,0.07528931,-0.000273298,0.020580597,5006,0,-0.16273987,-0.23069896,-10.217103,5006,0
66840170,0.074886575,-0.025708068,-0.008237923,4989,0,0.44320503,-0.9421554,-10.686189,4989,0
66845158,0.02720564,-0.019145485,-0.023993088,4988,0,0.5144173,-1.1365709,-10.798505,4988,0
66850138,-0.03468043,0.006085373,-0.00013556475,4980,0,0.40650547,-0.9378784,-10.266153,4980,0
66855124,-0.06777274,0.04887995,0.0434561,4986,0,-0.03970042,-0.42388442,-9.376554,4986,0
66860085,-0.074792944,0.037135787,0.043055695,4961,0,-0.34690493,0.25029436,-8.633764,4961,0
66865049,-0.04004355,0.010332574,0.01689149,4964,0,-0.5900899,0.7648676,-8.615091,4964,0
66870043,0.033127327,-0.026430072,-0.0077706617,4994,0,-0.42615083,0.7589787,-9.371385,4994,0
66874827,0.09213636,-0.061855108,-0.02367485,4784,0,0.40052795,0.018353118,-10.593779,4784,0
66879794,0.05446434,-0.058919083,-0.013717818,4967,0,0.9549614,-0.62746227,-11.497331,4967,0
66884762,-0.015260487,0.01020075,0.030972099,4968,0,0.8666397,-0.8194939,-11.2814,4968,0
66889727,-0.029440878,0.08936574,0.068254024,4965,0,0.3383362,-0.66981494,-10.108104,4965,0
66894694,-0.002798235,0.060484186,0.03118314,4967,0,-0.13260202,-0.38375166,-8.695128,4967,0
66899662,-0.0076892436,0.002015595,-0.0064089145,4968,0,-0.8893059,-0.11052936,-8.155502,4968,0
66904627,-0.032381754,-0.08261072,-0.07993475,4965,0,-0.38932562,0.11140319,-8.860772,4965,0
66909594,-0.020360054,-0.0995089,-0.10937667,4967,0,-0.058148198,0.24754469,-10.246911,4967,0
66914561,-0.00033673886,-0.02415871,-0.038494106,4967,0,0.60917133,0.2161483,-11.369211,4967,0
66919528,0.0004910706,0.043471415,0.039848242,4967,0,0.5536557,-0.087394655,-11.365106,4967,0
66924495,0.034512985,0.103952244,0.085265465,4967,0,0.28699026,-0.26300722,-10.232365,4967,0
66929462,0.073438354,0.038231667,0.03548433,4967,0,-0.020870501,-0.60876936,-8.759201,4967,0
66934428,0.045985688,-0.052038874,-0.060872067,4966,0,0.040639278,-0.6585621,-8.4154005,4966,0
66939397,-0.03431096,-0.14220227,-0.13048063,4969,0,0.20221604,-0.57187057,-9.104806,4969,0
66944366,-0.10533809,-0.04267583,-0.03365292,4969,0,-0.29832155,-0.0015741679,-10.503476,4969,0
66949329,-0.08612369,0.040462382,0.042795774,4963,0,-0.2699422,0.4500256,-11.1694145,4963,0
66954297,0.025646957,0.09987799,0.08666148,4968,0,-0.42111236,0.47226924,-10.720605,4968,0
66959263,0.14198974,0.050228614,0.06906186,4966,0,0.19135405,-0.12009794,-9.402288,4966,0
66964230,0.11284135,-0.031917468,-0.036611553,4967,0,0.82064164,-0.6557464,-8.704392,4967,0
66969201,-0.009258819,-0.07910027,-0.08989448,4971,0,0.8239711,-0.79566544,-8.93062,4971,0
66974163,-0.12901321,-0.03222062,-0.0070307227,4962,0,0.1464437,-0.37711793,-10.096473,4962,0
66979130,-0.10241978,-0.00018495235,0.053938966,4967,0,-0.5270929,0.09062889,-11.02639,4967,0
66984097,0.013953678,0.05388605,0.08727012,4967,0,-0.8189749,0.22139758,-10.959329,4967,0
66989064,0.10820235,0.04439999,0.010817804,4967,0,-0.16789274,-0.18031515,-9.877507,4967,0
66994067,0.07201134,0.0054842294,-0.07335887,5003,0,0.63663065,-0.13930778,-8.8281,5003,0
66998996,-0.018863067,-0.03216731,-0.06593746,4929,0,0.82482594,-0.3005156,-8.615005,4929,0
67003965,-0.09668725,-0.03736799,0.028726712,4969,0,0.35629645,0.057558205,-9.5809145,4969,0
67008931,-0.048802793,-0.016460981,0.047762047,4966,0,-0.4684478,-0.18549623,-10.792106,4966,0
67013898,0.05074893,0.030052464,0.069668904,4967,0,-0.66287625,-0.19828254,-11.05462,4967,0
67018866,0.093259975,0.012491492,-0.026568953,4968,0,0.18525255,-0.6775939,-10.270662,4968,0
67023832,0.032659773,0.00042087815,-0.08519898,4966,0,0.6443145,-0.23973337,-9.15621,4966,0
67028799,-0.05610172,0.015531136,-0.06221979,4967,0,0.45854244,-0.14494678,-8.828923,4967,0
67033767,-0.096124835,-0.0051906477,0.023696069,4968,0,0.013625858,0.4676768,-9.578839,4968,0
67038741,-0.019450285,-0.044328846,0.049882375,4974,0,-0.5149921,0.090707034,-10.637583,4974,0
67043699,0.09908013,-0.016981265,0.056900933,4958,0,-0.29348162,-0.27741313,-10.798477,4958,0
67048667,0.10447553,-0.0077171377,-0.05878923,4968,0,0.6182501,-0.64533144,-9.831516,4968,0
67053634,0.022726662,0.043043904,-0.06282779,4967,0,0.6380155,-0.3152999,-8.764594,4967,0
