timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
66634737,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67137972,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67646969,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68154010,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68661069,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69169020,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69676973,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70185066,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70691972,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71198991,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71705973,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72213471,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72722166,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73228816,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73736008,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74243982,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74751058,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75258232,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75767160,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76276028,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76617982,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77118109,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77626064,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78134112,1462984,305070127,304152591,305070095,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78642009,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79150179,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79657093,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80167123,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80674976,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81183972,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81691002,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82199361,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82708005,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83217072,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83727004,78642005,305070127,304152591,305070095,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83937879,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84444973,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84945043,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85445367,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85948425,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86451475,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86953031,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87460992,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87968365,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91015986,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91524120,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92032063,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92540971,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93047978,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93558060,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94065130,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94571973,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95081107,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95587980,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96095342,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96603124,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97110095,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97619014,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98126010,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98635182,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99145349,83937874,305070127,304152591,305070095,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
