timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
66631913,0.123685844,0.006853523,0.0
294488499,0.12850644,0.01728281,0.0
294493501,0.22286078,0.0392131,0.0
294692119,0.094869405,0.009635925,0.0
294890859,0.11612615,0.0057722684,0.0
295089558,0.09393538,0.0048886472,0.0
295288236,0.12059606,0.0057322737,0.0
