timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
66566956,0.042095553,0.015347017,0.008361277,0
66765558,0.042095553,0.015347017,0.008361277,1
66969201,0.042095553,0.015347017,0.008361277,1
67172836,0.042095553,0.015347017,0.008361277,1
67371534,0.042095553,0.015347017,0.008361277,1
67570185,0.042095553,0.015347017,0.008361277,1
67778790,0.042095553,0.015347017,0.008361277,1
67972497,0.042095553,0.015347017,0.008361277,1
68171174,0.042095553,0.015347017,0.008361277,1
68369844,0.042095553,0.015347017,0.008361277,1
68578451,0.042095553,0.015347017,0.008361277,1
294572500,0.042095553,0.015347017,0.008361277,1
294771178,0.042095553,0.015347017,0.008361277,1
294974822,0.042095553,0.015347017,0.008361277,1
295173501,0.042095553,0.015347017,0.008361277,1
295372177,0.042095553,0.015347017,0.008361277,1
