timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
271167320,0.29418,0.481699,0.105601,5005,0,3.10784,4.48195,-13.3781,5005,0
271172329,0.125181,0.0444034,0.0194671,5009,0,9.19571,1.0572,-10.7774,5009,0
271177327,0.498362,-0.297433,-0.202782,4998,0,5.73737,-3.18175,-7.34375,4998,0
271182330,0.343977,-0.420751,-0.192024,5003,0,-3.42849,-4.13941,-5.02034,5003,0
271187336,-0.671998,-0.150114,0.0107682,5006,0,-10.2172,-2.56293,-9.26386,5006,0
271192338,-0.419611,0.333405,0.101532,5002,0,-6.93013,0.524321,-13.5136,5002,0
271197344,0.248124,0.524114,0.120049,5006,0,2.97175,4.6564,-14.267,5006,0
271202346,0.097175,0.108665,0.0841183,5002,0,9.52482,2.0366,-11.8913,5002,0
271207352,0.471282,-0.330319,-0.178786,5006,0,5.93512,-3.25879,-7.69418,5006,0
271212355,0.446337,-0.45524,-0.260274,5003,0,-3.95335,-4.76438,-4.6238,5003,0
271217357,-0.648444,-0.175641,-0.0541114,5002,0,-10.7318,-2.35897,-8.375,5002,0
271222361,-0.539814,0.359898,0.0966329,5004,0,-6.65747,0.681836,-13.6041,5004,0
271227365,0.26056,0.525087,0.151477,5004,0,3.71842,4.99877,-14.4314,5004,0
271232372,0.0998725,0.0810252,0.120866,5007,0,10.0076,2.17076,-12.18,5007,0
271237373,0.417054,-0.355868,-0.154449,5001,0,5.6337,-3.52812,-7.54173,5001,0
271242377,0.440172,-0.46972,-0.282507,5004,0,-5.04777,-5.06018,-4.1804,5004,0
271247381,-0.636903,-0.177785,-0.0573565,5004,0,-11.3038,-2.17671,-8.47956,5004,0
271252397,-0.574361,0.416373,0.113564,5016,0,-6.07104,0.772856,-14.2583,5016,0
271257409,0.305071,0.501723,0.162276,5012,0,4.90179,4.78673,-14.5855,5012,0
271262398,0.0885122,0.014789,0.107657,4989,0,10.5837,1.77508,-12.097,4989,0
271267396,0.376987,-0.3836,-0.167622,4998,0,4.88165,-3.64476,-7.10452,4998,0
271272401,0.363296,-0.46477,-0.297721,5005,0,-6.58681,-4.40856,-3.47486,5005,0
271277404,-0.666042,-0.16351,-0.0438223,5003,0,-11.7468,-1.46933,-8.70787,5003,0
271282408,-0.469645,0.475413,0.139,5004,0,-4.75225,1.32016,-14.7076,5004,0
271287412,0.347541,0.459657,0.199809,5004,0,6.3568,4.01597,-14.7002,5004,0
271292418,0.0661825,-0.047148,0.0916021,5006,0,10.5588,0.271458,-11.9996,5006,0
271297420,0.343261,-0.413666,-0.217035,5002,0,3.06458,-4.40266,-6.54698,5002,0
271302423,0.191239,-0.445875,-0.308646,5003,0,-8.59725,-3.47892,-3.72121,5003,0
271307438,-0.70201,-0.0243931,-0.0173873,5015,0,-10.8804,-0.410708,-9.79514,5015,0
271312431,-0.246278,0.459458,0.164629,4993,0,-1.5808,2.88724,-14.3841,4993,0
271317435,0.276825,0.32133,0.226101,5004,0,7.96483,3.54382,-15.1429,5004,0
271322439,0.101363,-0.166359,0.0141004,5004,0,8.39212,-1.58618,-11.3811,5004,0
271327446,0.427684,-0.383187,-0.261563,5007,0,-0.592488,-5.04278,-6.26288,5007,0
271332447,-0.183757,-0.269356,-0.198099,5001,0,-9.58333,-3.15239,-5.05481,5001,0
271337451,-0.747906,0.196291,0.046706,5004,0,-8.21635,1.37901,-9.94001,5004,0
271342454,0.0838107,0.279674,0.199039,5003,0,2.16687,4.11343,-12.7345,5003,0
271347466,0.305028,0.102292,0.166305,5012,0,8.99137,0.994747,-14.8728,5012,0
271352462,0.0863001,-0.20648,-0.110699,4996,0,4.11992,-4.30937,-10.8093,4996,0
271357466,0.00543471,-0.216013,-0.282866,5004,0,-6.28186,-3.69019,-6.35459,5004,0
271362477,-0.410445,0.00679126,-0.0511535,5011,0,-8.28231,1.46351,-6.92164,5011,0
271367474,-0.0445466,0.113667,0.173193,4997,0,-0.10334,2.89589,-9.38679,4997,0
271372478,0.271481,0.171834,0.173885,5004,0,6.16033,-0.116614,-13.1589,5004,0
271377482,-0.125994,-0.0370737,-0.0744552,5004,0,2.57684,-3.66984,-13.0317,5004,0
271382486,-0.299822,-0.120452,-0.210968,5004,0,-4.82105,-1.74796,-10.2157,5004,0
271387490,0.0170466,0.016511,-0.0184085,5004,0,-4.76654,2.67028,-7.4291,5004,0
271392493,0.273165,0.083102,0.141027,5003,0,1.79889,1.54656,-8.44804,5003,0
271397504,0.100889,0.0904732,0.0418991,5011,0,4.04703,-2.36319,-10.0719,5011,0
271402504,-0.39264,-0.0392123,-0.156742,5000,0,-1.76071,-3.7524,-11.9155,5000,0
271407505,-0.37569,-0.0365024,-0.0999139,5001,0,-5.09868,1.33345,-12.2715,5001,0
271412509,0.311724,-0.00980749,0.0817692,5004,0,-0.147561,3.59179,-9.69879,5004,0
271417513,0.385879,0.121898,0.0829271,5004,0,4.16558,-0.7587,-9.79365,5004,0
271422517,-0.154961,0.077304,-0.0486576,5004,0,0.426479,-4.57717,-9.40929,5004,0
271427523,-0.615793,-0.0134283,-0.138278,5006,0,-5.47036,-2.39383,-9.02312,5006,0
271432535,-0.0565116,-0.0958249,-0.0499877,5012,0,-2.52308,2.19369,-8.1783,5012,0
271437529,0.389616,0.0247648,0.0440232,4994,0,3.95955,1.56222,-11.9124,4994,0
271442536,0.0166365,0.130054,0.0742116,5007,0,3.21132,-1.39323,-12.9208,5007,0
271447536,-0.615818,0.139114,-0.0513903,5000,0,-3.9763,-3.06544,-10.8106,5000,0
271452543,-0.126261,-0.0787362,-0.0970713,5007,0,-4.94019,-0.0233885,-6.01177,5007,0
271457544,0.37098,-0.0898241,-0.0702159,5001,0,1.27147,1.03034,-8.51105,5001,0
271462550,-0.00755569,0.0859004,0.0305496,5006,0,4.13014,0.0196545,-12.0603,5006,0
271467567,-0.642949,0.225003,0.074875,5017,0,-0.768607,-2.27467,-13.7451,5017,0
271472556,-0.150193,-0.0190531,-0.0326672,4989,0,-4.01964,-0.557271,-8.45657,4989,0
271477560,0.255123,-0.12724,-0.127366,5004,0,-0.813578,0.188603,-7.47723,5004,0
271482564,0.0263014,-0.000951004,-0.0559124,5004,0,1.93058,0.953514,-10.1105,5004,0
271487568,-0.526836,0.256657,0.115272,5004,0,-0.538522,-0.979765,-14.6067,5004,0
271492571,-0.18034,0.117487,0.0883609,5003,0,-2.05787,-1.63084,-9.42953,5003,0
271497575,0.222386,-0.0700961,-0.144982,5004,0,-0.0733145,-1.55069,-6.24682,5004,0
271502579,-0.0574313,-0.100614,-0.17854,5004,0,1.21432,1.78733,-7.55986,5004,0
271507583,-0.546224,0.0278933,0.138984,5004,0,-0.925694,1.8113,-15.2603,5004,0
271512587,-0.111514,0.0959512,0.246074,5004,0,-1.80287,-1.5379,-12.9391,5004,0
