timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
61795949,1630028549400057,340337064,1087637607,441420,413517,0.321,0.6998648,0.79700005,1.718,0.72999996,1.17,85,4,0.008,-0.0050000004,0.006,-0.08400001,4.041117,0,nan,0.0,3,1,14
61994986,1630028549600057,340337062,1087637607,441437,413533,0.294,0.6998763,0.79600006,1.7160001,0.72999996,1.17,85,4,0.008,0.008,-0.001,-0.037,4.041117,0,nan,0.0,3,1,14
62792982,1630028550400058,340337050,1087637599,441625,413721,0.30900002,0.6999231,0.791,1.7080001,1.01,1.6999999,85,4,0.033,0.0,-0.033,-0.09200001,4.041117,0,nan,0.0,3,1,13
63798944,1630028551400058,340337033,1087637586,441943,414040,0.323,0.6999849,0.78700006,1.7030001,1.01,1.6999999,85,4,0.063,-0.036000002,-0.052,-0.16900001,4.041117,0,nan,0.0,3,1,13
64795997,1630028552400058,340337015,1087637571,442441,414537,0.312,0.7000465,0.78400004,1.6990001,1.01,1.6999999,85,4,0.034,-0.004,-0.034,-0.097,4.041117,0,nan,0.0,3,1,13
65807939,1630028553400059,340336997,1087637555,443074,415171,0.277,0.7000988,0.78200006,1.6940001,1.01,1.6999999,86,5,0.020000001,0.017,-0.011000001,-0.048,4.041117,0,nan,0.0,3,1,13
66800133,1630028554400059,340336975,1087637544,443519,415615,0.324,0.7001491,0.781,1.695,1.01,1.6999999,86,8,0.026,-0.022000002,-0.014,-0.074,4.041117,0,nan,0.0,3,1,13
67802019,1630028555400060,340336953,1087637547,443718,415815,0.224,0.70019186,0.78000003,1.7030001,1.01,1.6999999,91,8,0.040000003,-0.038000003,-0.012,-0.0050000004,4.041117,0,nan,0.0,3,1,13
68798942,1630028556400060,340336941,1087637551,443689,415786,0.186,0.700232,0.78000003,1.72,1.01,1.6999999,91,8,0.052,0.046000004,-0.025,0.007,4.041117,0,nan,0.0,3,1,13
69800185,1630028557400060,340336928,1087637570,443628,415725,0.277,0.7002763,0.77900004,1.7310001,1.2099999,2.22,92,4,0.16000001,-0.10700001,0.11800001,-0.21900001,4.041117,0,nan,0.0,3,1,12
