timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
61872913,0.0,0.0,-2.48339,0.0,0.32319266,0.0,0.0,-0.94633317,0.0,0.0,-0.0,0,0,0,0,0
61877877,0.0,0.0,-2.483332,0.0,0.3232202,0.0,0.0,-0.94632375,0.0,0.0,-0.0,0,0,0,0,0
61977245,0.0,0.0,-2.4843957,0.0,0.3227168,0.0,0.0,-0.9464956,0.0,0.0,-0.0,0,0,0,0,0
62076755,0.0,0.0,-2.4840856,0.0,0.32286358,0.0,0.0,-0.9464455,0.0,0.0,-0.0,0,0,0,0,0
62175903,0.0,0.0,-2.4833877,0.0,0.3231938,0.0,0.0,-0.9463328,0.0,0.0,-0.0,0,0,0,0,0
62275206,0.0,0.0,-2.483783,0.0,0.32300675,0.0,0.0,-0.94639665,0.0,0.0,-0.0,0,0,0,0,0
62374651,0.0,0.0,-2.482821,0.0,0.32346195,0.0,0.0,-0.9462412,0.0,0.0,-0.0,0,0,0,0,0
62478902,0.0,0.0,-2.48236,0.0,0.32368007,0.0,0.0,-0.94616663,0.0,0.0,-0.0,0,0,0,0,0
62578273,0.0,0.0,-2.4826756,0.0,0.32353073,0.0,0.0,-0.94621766,0.0,0.0,-0.0,0,0,0,0,0
62677634,0.0,0.0,-2.4830706,0.0,0.32334384,0.0,0.0,-0.94628155,0.0,0.0,-0.0,0,0,0,0,0
62776807,0.0,0.0,-2.4824307,0.0,0.32364658,0.0,0.0,-0.946178,0.0,0.0,-0.0,0,0,0,0,0
62876506,0.0,0.0,-2.481644,0.0,0.32401878,0.0,0.0,-0.94605064,0.0,0.0,-0.0,0,0,0,0,0
62975510,0.0,0.0,-2.481317,0.0,0.3241734,0.0,0.0,-0.9459977,0.0,0.0,-0.0,0,0,0,0,0
63074865,0.0,0.0,-2.4808736,0.0,0.32438314,0.0,0.0,-0.9459258,0.0,0.0,-0.0,0,0,0,0,0
63179289,0.0,0.0,-2.4806707,0.0,0.3244791,0.0,0.0,-0.9458929,0.0,0.0,-0.0,0,0,0,0,0
63273554,0.0,0.0,-2.4811258,0.0,0.32426384,0.0,0.0,-0.9459667,0.0,0.0,-0.0,0,0,0,0,0
63377861,0.0,0.0,-2.4804664,0.0,0.32457572,0.0,0.0,-0.94585973,0.0,0.0,-0.0,0,0,0,0,0
63477240,0.0,0.0,-2.480181,0.0,0.3247107,0.0,0.0,-0.94581336,0.0,0.0,-0.0,0,0,0,0,0
63576582,0.0,0.0,-2.4798858,0.0,0.3248503,0.0,0.0,-0.94576544,0.0,0.0,-0.0,0,0,0,0,0
63676020,0.0,0.0,-2.479087,0.0,0.32522795,0.0,0.0,-0.9456356,0.0,0.0,-0.02052071,0,0,0,0,0
63775291,0.0,0.0,-2.478865,0.0,0.325333,0.0,0.0,-0.9455995,0.0,0.0,-0.026556212,0,0,0,0,0
63879566,0.0,0.0,-2.4787366,0.0,0.32539365,0.0,0.0,-0.94557863,0.0,0.0,-0.035005916,0,0,0,0,0
63973933,0.0,0.0,-2.4783702,0.0,0.3255669,0.0,0.0,-0.94551903,0.0,0.0,-0.035005916,0,0,0,0,0
64078309,0.0,0.0,-2.478733,0.0,0.32539535,0.0,0.0,-0.9455781,0.0,0.0,-0.033798818,0,0,0,0,0
64177492,0.0,0.0,-2.4786348,0.0,0.32544178,0.0,0.0,-0.9455621,0.0,0.0,-0.036213018,0,0,0,0,0
64276982,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.17261538,0,0,0,0,0
64376216,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.21230769,0,0,0,0,0
64475729,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.21332544,0,0,0,0,0
64579957,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.20925443,0,0,0,0,0
64674148,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.20925443,0,0,0,0,0
64778581,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.20925443,0,0,0,0,0
64877936,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.20925443,0,0,0,0,0
64977148,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.20925443,0,0,0,0,0
65076595,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.20925443,0,0,0,0,0
65175867,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.20925443,0,0,0,0,0
65280416,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.2102722,0,0,0,0,0
65374729,0.0,0.0,-2.4776409,0.0,0.32591167,0.0,0.0,-0.94540024,0.0,0.0,-0.21128994,0,0,0,0,0
65478834,0.019135538,-0.0,-2.4776409,0.0,0.32589674,0.0031182,-0.009045233,-0.94535697,0.0,0.0,-0.21128994,0,0,0,0,0
65573466,0.054462686,-0.0,-2.4776409,0.0,0.32579085,0.008873915,-0.025741337,-0.94504976,0.0,0.0,-0.21128994,0,0,0,0,0
65677578,0.089789815,-0.0,-2.4776409,0.0,0.32558328,0.01462686,-0.0424294,-0.94444764,0.0,0.0,-0.21128994,0,0,0,0,0
65776923,0.083901964,-0.0,-2.4776409,0.0,0.3256249,0.013668304,-0.039648835,-0.94456846,0.0,0.0,-0.21128994,0,0,0,0,0
65876256,0.07948608,-0.0,-2.4776409,0.0,0.32565433,0.012949311,-0.03756319,-0.9446537,0.0,0.0,-0.21230769,0,0,0,0,0
65975587,0.0662384,-0.0,-2.4776409,0.0,0.32573295,0.010791961,-0.03130518,-0.9448818,0.0,0.0,-0.21230769,0,0,0,0,0
66074849,0.05887857,-0.0,-2.4776409,0.0,0.32577044,0.00959322,-0.027827887,-0.9449906,0.0,0.0,-0.22757396,0,0,0,0,0
66179320,0.05887857,-0.0,-2.4776409,0.0,0.32577044,0.00959322,-0.027827887,-0.9449906,0.0,0.0,-0.23062722,0,0,0,0,0
