timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
99677226,0.18967,0.0118248,0.0
471528709,0.201637,0.0113313,0.0
471533621,0.280215,0.0162072,0.0
471732189,0.284275,0.0209236,0.0
471930834,0.257835,0.0208554,0.0
472129617,0.27134,0.0197807,0.0
472328352,0.287114,0.0210227,0.0
