timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
99739902,99739776,4259850,4325386,-4.42434e-05,-9.39394e-05,-2.87421e-05,0.00296697,0.000637652,-0.0483425,4989,4946,0
99744917,99744769,4259850,4325386,-4.14238e-05,-5.86199e-05,5.77331e-05,-0.00113197,-0.00156571,-0.0489001,4993,4962,0
100238698,100238499,4259850,4325386,0.000362959,3.55853e-05,0.000358053,0.00299495,0.00425591,-0.0472613,4979,4977,0
100742654,100742495,4259850,4325386,-4.04864e-06,0.00066806,0.000229315,0.00743232,-0.00164598,-0.0440175,4968,4968,0
101241053,101240924,4259850,4325386,-0.000699727,-0.000586233,-0.000413039,-0.00551158,0.0010293,-0.0499031,4986,4928,0
101739761,101739645,4259850,4325386,0.000713835,-0.000533707,-0.000444626,0.00699445,-0.00619411,-0.0497493,4988,4935,0
102238517,102238368,4259850,4325386,0.000117594,-0.000241064,0.000327248,0.00393272,0.00242941,-0.0484808,4980,4928,0
102742212,102742077,4259850,4325386,-0.00110094,-7.96238e-05,-0.00043946,-0.00440591,0.00210339,-0.0478541,4987,4968,0
103240904,103240795,4259850,4325386,0.00124704,-0.000475508,-0.000483107,0.00474143,-0.00157287,-0.0473158,4986,4739,0
103739698,103739518,4259850,4325386,-0.00101379,0.000885044,6.80862e-05,-0.00324888,-0.00409732,-0.0481591,4971,4927,0
104238827,104238586,4259850,4325386,0.000350394,-0.000253527,-0.000121364,0.00137549,0.00459107,-0.0480696,4976,4942,0
104742103,104741951,4259850,4325386,-0.000420185,-0.000196687,0.000127639,-0.00685641,0.00186176,-0.0491096,4991,4986,0
105240781,105240670,4259850,4325386,0.000902994,-0.000388794,-0.000101189,0.00694311,-0.00682755,-0.0485308,4988,4926,0
105739543,105739410,4259850,4325386,-0.00053271,1.75264e-05,0.000333325,0.00071828,0.0025771,-0.0515484,4994,5270,0
106242808,106242697,4259850,4325386,7.86294e-05,-0.000798475,-0.000311907,0.00133032,0.000394344,-0.050545,4984,4938,0
106741500,106741324,4259850,4325386,0.000731333,0.000328617,5.03124e-05,0.00837974,-0.00830894,-0.0479521,4987,4961,0
107240200,107240067,4259850,4325386,-0.00119878,-0.000479975,-0.000446196,-0.000575637,0.00994451,-0.047681,5008,4895,0
107738895,107738780,4259850,4325386,0.000221942,0.00076539,0.000258632,0.00332226,-0.00380917,-0.0477966,4999,4883,0
108237603,108237491,4259850,4325386,0.000623087,-0.000275032,-0.000638879,-0.00241036,-0.00073145,-0.0457843,4985,4981,0
108741479,108741366,4259850,4325386,0.000221165,0.000338312,0.000202793,0.00149318,-0.00220783,-0.0464848,4947,4924,0
109240048,109239934,4259850,4325386,-0.000306383,0.000979364,-0.000528142,-0.0115714,-0.00999233,-0.0503238,4978,4990,0
109739376,109738796,4259850,4325386,-0.000902733,-0.000238696,0.000166284,0.00177937,0.00381064,-0.05062,4986,5653,0
110242481,110242367,4259850,4325386,0.00279279,-0.00158724,2.89428e-05,0.0143839,0.0124899,-0.0380586,4971,4928,0
110736235,110736095,4259850,4325386,-0.00300847,0.000529429,0.000890517,-0.0001069,0.0149203,-0.0601959,4937,4924,0
111239917,111239801,4259850,4325386,0.000835016,-0.000785797,4.58192e-05,0.00205331,0.00245773,-0.0409066,4961,4928,0
111738686,111738525,4259850,4325386,0.00257609,-0.00104766,-3.12841e-05,0.00678773,-0.00303797,-0.0400826,4987,4775,0
112242673,112242458,4259850,4325386,0.000553397,-0.0022771,-0.00057678,0.0214673,0.0114787,-0.0406729,4973,5910,0
112741140,112741027,4259850,4325386,-0.000488648,0.000224156,1.04786e-05,0.00173099,0.00941065,-0.0428126,4993,4988,0
113239836,113239686,4259850,4325386,-0.0018241,0.00091154,0.000515937,0.00229654,0.00675797,-0.0529939,4988,4929,0
113743565,113743444,4259850,4325386,0.00323731,-0.00120539,-0.00117967,0.000661663,0.00146552,-0.0408026,4949,4927,0
114237243,114237128,4259850,4325386,-0.00205097,0.00172063,0.00091724,-0.00477255,-0.00281632,-0.06366,4987,4962,0
114740950,114740838,4259850,4325386,8.01888e-05,-0.00177278,-0.000342903,0.0117127,-0.00434509,-0.0348151,4985,4650,0
115239698,115239566,4259850,4325386,0.000893103,0.000118702,-0.000339334,-0.0152826,-0.0202727,-0.0517696,4989,4928,0
115738408,115738286,4259850,4325386,-0.00128113,0.000665417,0.000373272,-0.00653298,0.00217453,-0.0502002,4984,4922,0
116241614,116241499,4259850,4325386,-0.00110075,0.000224798,0.000490977,-0.0222297,-0.00870019,-0.0582651,4987,4982,0
116740699,116740501,4259850,4325386,-0.00149269,0.00154577,0.000579173,3.38723e-05,0.0128186,-0.0618361,5262,6061,0
117239097,117238952,4259850,4325386,-0.000314825,0.00132231,0.00077226,-0.0135161,0.00864073,-0.0575522,4994,4969,0
117737801,117737687,4259850,4325386,-0.000190017,0.00124767,0.000447106,-0.0122535,0.00506369,-0.0547624,4977,4972,0
118236887,118236729,4259850,4325386,-0.000297515,0.000105401,1.54413e-05,-0.0049447,-0.0226164,-0.0499958,4947,4941,0
118740762,118740630,4259850,4325386,-9.04299e-05,6.29134e-05,0.000249532,-0.00114189,0.0280227,-0.055275,4985,4928,0
119239467,119239329,4259850,4325386,0.0019343,-0.000343809,-0.00117643,-0.00247449,-0.0194391,-0.0429875,4990,4770,0
119738902,119738765,4259850,4325386,0.000284777,-3.25516e-06,0.000407265,-0.00299089,-0.00879735,-0.0589411,4959,4928,0
120242377,120242264,4259850,4325386,0.00137113,-0.000573817,-0.0015939,0.000699171,-0.0104256,-0.0455697,4986,4986,0
120741117,120741003,4259850,4325386,0.000534763,-0.000372575,-0.00136307,-0.00949337,-0.0324787,-0.0480046,4999,4926,0
121240810,121239975,4259850,4325386,3.18359e-05,-4.19352e-05,-0.000742294,-0.00429717,-0.00799325,-0.0616474,4922,5915,0
121738548,121738437,4259850,4325386,-0.000469683,0.000577166,0.00046032,-0.00158637,0.00754055,-0.0505398,4987,4927,0
122237275,122237163,4259850,4325386,-0.00152618,0.000897635,0.00146648,0.00218296,0.0210253,-0.0551429,4988,4983,0
122740531,122740392,4259850,4325386,0.0012516,-0.000439951,-0.000155326,-0.00506532,-0.0236324,-0.0499142,4987,4928,0
123239401,123239290,4259850,4325386,-7.38309e-05,-0.000523451,-0.000755669,-0.0116709,-0.0226006,-0.0549964,4978,4926,0
123743069,123742815,4259850,4325386,0.00144899,-0.00032456,-0.000643512,0.000504941,0.00232262,-0.0452239,4985,4929,0
124242692,124242583,4259850,4325386,-0.00289731,0.00129905,-0.000534066,-0.00918755,-0.00284446,-0.0555925,4987,4995,0
124741438,124741310,4259850,4325386,-0.000669445,-0.000115648,0.00032982,-0.0015771,-0.000998728,-0.0511506,4992,4941,0
125240246,125240133,4259850,4325386,-9.69046e-05,0.000101426,0.000493166,0.002407,0.00548622,-0.0420606,4869,4260,0
125738968,125738841,4259850,4325386,0.00102734,-3.30797e-05,0.000813495,0.00437016,0.0152846,-0.0473309,4992,4931,0
126237631,126237485,4259850,4325386,-0.00103511,0.000277649,0.000814109,-0.000328644,-0.00117743,-0.0482443,4987,4928,0
126741403,126741204,4259850,4325386,0.002343,-0.000685596,-0.00159365,0.00750378,-0.0098293,-0.0420032,4989,4947,0
127240266,127240091,4259850,4325386,0.000250059,0.000204287,0.000600395,0.00529318,-0.00068085,-0.0456065,4980,4979,0
127738758,127738650,4259850,4325386,0.000214672,-0.000377315,0.00288668,0.0105209,-0.00923564,-0.037656,4988,4972,0
128238859,128237376,4259850,4325386,-0.000440592,-0.00106217,0.00016899,0.00321107,-0.00530008,-0.0440057,4986,4975,0
