timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
66918600,-0.30677,0.0272957,0.392776
66929819,-0.297527,0.0272957,0.431493
67119819,-0.282121,0.0332669,0.41958
67320873,-0.30677,0.0302813,0.422558
67522297,-0.291365,0.0392381,0.449362
67723334,-0.282121,0.0302813,0.413624
67924341,-0.303689,0.0302813,0.431493
68125434,-0.291365,0.0332669,0.413624
68326401,-0.288284,0.0213244,0.416602
68517569,-0.300608,0.0332669,0.428515
68718853,-0.288284,0.0362525,0.428515
68919892,-0.288284,0.0213244,0.404689
69121092,-0.300608,0.0302813,0.434471
69322137,-0.27904,0.0302813,0.431493
69523348,-0.288284,0.02431,0.41958
69724393,-0.303689,0.0213244,0.422558
69925655,-0.303689,0.00938196,0.401711
70126792,-0.294446,0.0153532,0.404689
70327838,-0.300608,0.02431,0.398732
70517754,-0.303689,0.0302813,0.395754
70718793,-0.294446,0.0392381,0.401711
70919935,-0.294446,0.0422237,0.398732
71121109,-0.294446,0.048195,0.395754
71322986,-0.294446,0.048195,0.401711
71524445,-0.294446,0.0422237,0.398732
71725557,-0.294446,0.0332669,0.407667
71926696,-0.294446,0.0272957,0.401711
72116731,-0.297527,0.0272957,0.398732
72329116,-0.297527,0.02431,0.398732
72518995,-0.294446,0.0272957,0.401711
72720131,-0.291365,0.0272957,0.401711
72921363,-0.297527,0.02431,0.395754
73122428,-0.297527,0.0272957,0.395754
73323593,-0.294446,-0.0204742,0.410645
73524717,-0.27904,-0.0981002,0.404689
73725801,-0.251311,-0.175726,0.398732
73926884,-0.229744,-0.202597,0.401711
74117620,-0.21742,-0.214539,0.395754
74318847,-0.192772,-0.238424,0.395754
74520094,-0.152719,-0.26828,0.395754
74721352,-0.106503,-0.292165,0.398732
74922599,-0.051045,-0.307093,0.398732
75123608,-0.0263968,-0.310079,0.392776
75324929,-0.0109917,-0.313064,0.398732
75525851,-0.0140727,-0.310079,0.395754
75715899,-0.0202348,-0.313064,0.395754
75916895,-0.0233158,-0.313064,0.392776
76118083,-0.0294778,-0.313064,0.392776
76319164,-0.0294778,-0.310079,0.395754
76520362,-0.0325588,-0.310079,0.398732
76721431,-0.0325588,-0.313064,0.398732
76922430,-0.0294778,-0.313064,0.395754
77124818,-0.0294778,-0.313064,0.392776
77325860,-0.0325588,-0.301122,0.413624
77515816,-0.0325588,-0.310079,0.401711
77728203,-0.0325588,-0.310079,0.395754
77929443,-0.0294778,-0.310079,0.395754
78119400,-0.0356399,-0.307093,0.401711
78320546,-0.0941792,-0.271266,0.416602
78521443,-0.165043,-0.223496,0.413624
78722766,-0.220501,-0.175726,0.413624
78923942,-0.226663,-0.142884,0.422558
79124780,-0.242068,-0.142884,0.413624
79326139,-0.257473,-0.127956,0.416602
79527260,-0.269797,-0.0831721,0.413624
79728350,-0.27904,-0.0354023,0.413624
79919050,-0.282121,0.00938196,0.413624
80120506,-0.275959,0.0541662,0.410645
80321856,-0.272878,0.0720799,0.413624
80523085,-0.275959,0.0750655,0.410645
80723990,-0.285203,0.0690943,0.410645
80925115,-0.282121,0.0690943,0.407667
81126279,-0.288284,0.063123,0.407667
81327453,-0.288284,0.063123,0.407667
81517273,-0.288284,0.0541662,0.404689
81718317,-0.288284,0.0571518,0.404689
81919670,-0.288284,0.0601374,0.410645
82120667,-0.288284,0.0571518,0.407667
82321797,-0.285203,0.0571518,0.401711
82522972,-0.288284,0.0541662,0.401711
82725209,-0.285203,0.0571518,0.410645
82926324,-0.288284,0.0511806,0.407667
83116323,-0.288284,0.048195,0.404689
83317502,-0.282121,0.0541662,0.410645
83518655,-0.288284,0.0571518,0.410645
83719618,-0.291365,0.0541662,0.410645
83920702,-0.285203,0.0541662,0.407667
84122177,-0.285203,0.0571518,0.404689
84323149,-0.285203,0.0511806,0.404689
84524136,-0.282121,0.0541662,0.413624
84725165,-0.288284,0.0511806,0.404689
84926458,-0.285203,0.0541662,0.410645
85116475,-0.285203,0.0541662,0.410645
85317499,-0.285203,0.0511806,0.404689
85518685,-0.288284,0.0511806,0.410645
85721124,-0.285203,0.0541662,0.413624
85922149,-0.285203,0.048195,0.401711
86123290,-0.288284,0.048195,0.404689
86324385,-0.282121,0.0541662,0.410645
86525597,-0.285203,0.0541662,0.404689
86715517,-0.288284,0.048195,0.413624
86927806,-0.288284,0.0511806,0.401711
87128742,-0.288284,0.0511806,0.404689
87318864,-0.288284,0.0511806,0.407667
87519983,-0.282121,0.0541662,0.413624
87721014,-0.282121,0.0541662,0.404689
87922120,-0.282121,0.0511806,0.413624
88123353,-0.282121,0.0541662,0.413624
88324452,-0.282121,0.0541662,0.413624
88526298,-0.282121,0.0541662,0.404689
88727751,-0.282121,0.0541662,0.401711
88917908,-0.285203,0.048195,0.410645
89130186,-0.285203,0.0511806,0.407667
89320106,-0.282121,0.0541662,0.410645
89521223,-0.282121,0.0541662,0.410645
89722400,-0.282121,0.048195,0.407667
89923494,-0.288284,0.0511806,0.413624
90124645,-0.285203,0.0452093,0.404689
90325703,-0.288284,0.0511806,0.410645
90526863,-0.282121,0.0511806,0.407667
90727904,-0.285203,0.0541662,0.404689
90917793,-0.288284,0.0511806,0.413624
91118936,-0.288284,0.0511806,0.410645
91320842,-0.288284,0.048195,0.410645
91522418,-0.285203,0.048195,0.407667
91723710,-0.285203,0.048195,0.410645
91924740,-0.285203,0.0511806,0.410645
92125923,-0.288284,0.0511806,0.407667
92326867,-0.288284,0.0511806,0.407667
92517096,-0.285203,0.0511806,0.404689
92718096,-0.285203,0.0511806,0.413624
92919213,-0.288284,0.0511806,0.410645
93120364,-0.285203,0.0511806,0.407667
93321499,-0.285203,0.0511806,0.413624
93522628,-0.27904,0.048195,0.416602
93723710,-0.275959,0.0511806,0.413624
93924659,-0.27904,0.0511806,0.404689
94114896,-0.275959,0.0511806,0.416602
94317137,-0.282121,0.0511806,0.413624
94518215,-0.285203,0.0511806,0.416602
94730325,-0.288284,0.0541662,0.404689
94920474,-0.285203,0.0511806,0.407667
95121659,-0.282121,0.0511806,0.416602
95322695,-0.282121,0.0511806,0.410645
95523870,-0.282121,0.048195,0.413624
95713775,-0.282121,0.0541662,0.413624
95926144,-0.282121,0.0511806,0.407667
96127203,-0.282121,0.0511806,0.407667
96328298,-0.282121,0.0511806,0.401711
96518357,-0.282121,0.0541662,0.410645
96719432,-0.285203,0.0541662,0.413624
96920456,-0.282121,0.0541662,0.413624
97122385,-0.285203,0.0511806,0.410645
97323819,-0.285203,0.048195,0.413624
97525118,-0.285203,0.048195,0.404689
97726180,-0.282121,0.0511806,0.407667
97927350,-0.282121,0.048195,0.413624
98117396,-0.285203,0.0511806,0.413624
98318511,-0.285203,0.048195,0.41958
98519683,-0.282121,0.048195,0.416602
98720764,-0.282121,0.048195,0.407667
98921781,-0.285203,0.048195,0.410645
99122965,-0.285203,0.048195,0.410645
99323990,-0.27904,0.048195,0.410645
99525201,-0.282121,0.0511806,0.407667
99726177,-0.282121,0.0541662,0.410645
99917279,-0.282121,0.0511806,0.413624
100118402,-0.282121,0.0541662,0.413624
100319764,-0.27904,0.0541662,0.413624
100520980,-0.27904,0.0541662,0.416602
100722019,-0.285203,0.048195,0.410645
100922959,-0.282121,0.048195,0.410645
101124241,-0.27904,0.0541662,0.41958
101325339,-0.27904,0.0511806,0.407667
101515318,-0.275959,0.0511806,0.410645
101727570,-0.285203,0.0511806,0.404689
101917400,-0.27904,0.0541662,0.410645
102118444,-0.282121,0.0541662,0.413624
102319777,-0.282121,0.0541662,0.413624
102520814,-0.282121,0.0511806,0.413624
102723078,-0.27904,0.0511806,0.416602
102924282,-0.27904,0.0511806,0.413624
103125501,-0.282121,0.0511806,0.413624
103326561,-0.285203,0.0511806,0.413624
103516636,-0.282121,0.0541662,0.413624
103728893,-0.27904,0.0541662,0.413624
103918931,-0.282121,0.0511806,0.413624
104119865,-0.282121,0.0541662,0.413624
104321217,-0.285203,0.0452093,0.416602
104522266,-0.27904,0.048195,0.413624
104723235,-0.282121,0.0541662,0.413624
104924447,-0.282121,0.048195,0.410645
105114345,-0.282121,0.0511806,0.410645
105326698,-0.282121,0.0511806,0.410645
105527679,-0.285203,0.0511806,0.404689
105718805,-0.288284,0.0511806,0.410645
105920257,-0.282121,0.0511806,0.413624
106121244,-0.285203,0.0541662,0.413624
106322132,-0.285203,0.048195,0.410645
106523425,-0.285203,0.0452093,0.413624
106724629,-0.282121,0.048195,0.407667
106925742,-0.282121,0.048195,0.407667
107126737,-0.282121,0.048195,0.404689
107328023,-0.282121,0.048195,0.404689
107518006,-0.282121,0.048195,0.410645
107719090,-0.282121,0.048195,0.413624
107920263,-0.282121,0.0452093,0.413624
108121306,-0.282121,0.048195,0.413624
108322434,-0.27904,0.0511806,0.416602
108524546,-0.275959,0.0511806,0.41958
108725662,-0.27904,0.048195,0.410645
108926989,-0.27904,0.0511806,0.413624
109117062,-0.275959,0.0541662,0.410645
109318103,-0.27904,0.0541662,0.413624
109519236,-0.282121,0.0541662,0.407667
109720428,-0.282121,0.0541662,0.413624
109921508,-0.282121,0.0511806,0.413624
110122603,-0.27904,0.048195,0.413624
110323681,-0.285203,0.048195,0.413624
110524769,-0.282121,0.048195,0.407667
110725930,-0.282121,0.0452093,0.410645
110915811,-0.27904,0.0511806,0.413624
111128173,-0.285203,0.048195,0.404689
111318923,-0.282121,0.048195,0.407667
111531450,-0.285203,0.048195,0.407667
