timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
69664697,69663078,0.515188,0.00129598,-1.31944,5.40501,0.0357884,4.77753,0
69684533,69682944,0.524224,0.00116986,-1.85094,5.29259,0.0719239,4.76034,0
69763582,69762398,0.52043,0.000846445,0.997388,4.99824,0.0221141,4.60296,0
69863026,69861716,0.544009,0.000616045,-0.725926,4.78489,0.0122369,4.49729,0
69962321,69961035,0.536933,0.000481882,0.795328,4.58377,0.015333,4.33549,0
70081515,70080220,0.543979,0.000370889,0.113101,4.32828,0.000328378,4.11959,0
70161074,70159673,0.535643,0.000317994,-0.402108,4.26228,0.00421504,4.069,0
70280114,70279008,0.532836,0.000263446,0.973127,4.15298,0.0253359,4.00469,0
70364944,70363278,0.527909,0.000236222,0.934773,4.0173,0.0241677,3.88209,0
70463958,70462598,0.530172,0.00020891,-1.17792,3.83411,0.0402089,3.72361,0
70563242,70561917,0.542152,0.000188754,-2.4893,3.83633,0.179472,3.78042,0
70662635,70661257,0.551014,0.000174305,-2.22055,3.80321,0.144055,3.74397,0
70781757,70780418,0.556878,0.000161117,-0.32619,3.66656,0.00322433,3.58682,0
70861075,70859873,0.556776,0.000153701,0.365773,3.52787,0.00421375,3.45949,0
70980413,70979085,0.552678,0.000143891,-0.800637,3.47502,0.0204961,3.40716,0
71079866,71078543,0.553384,0.000136916,2.93194,3.43142,0.278351,3.46412,0
71178877,71177695,0.553647,0.000130796,1.81185,3.45454,0.105587,3.4304,0
71278378,71277013,0.555292,0.000124822,0.128958,3.50078,0.000527827,3.4362,0
71377612,71376333,0.553297,0.000119046,-2.14048,3.49208,0.14578,3.46157,0
71477055,71475651,0.556617,0.000113549,-0.417001,3.426,0.00563955,3.36073,0
71566360,71565057,0.551458,0.000109361,1.84962,3.53267,0.107602,3.50148,0
71681039,71679352,0.549718,0.00010349,2.00503,3.51632,0.127032,3.48938,0
71779859,71778577,0.548686,9.89009e-05,-0.803946,3.41559,0.0210254,3.35828,0
71879383,71877969,0.550503,9.45494e-05,-0.143986,3.29154,0.000699839,3.23027,0
71978394,71977213,0.551141,9.04191e-05,-0.0811134,3.13681,0.000233053,3.07853,0
72078379,72076532,0.551003,8.65015e-05,1.35822,2.99713,0.0683903,2.96054,0
72181997,72180817,0.548162,8.27968e-05,-2.2319,3.01797,0.183397,3.01811,0
72261689,72260272,0.54943,8.00645e-05,0.367323,2.99989,0.00499747,2.94711,0
72380553,72379519,0.546223,7.614e-05,1.01807,2.8896,0.039854,2.84477,0
72465244,72463876,0.545846,7.35838e-05,-0.188719,2.7901,0.00141831,2.73386,0
72564514,72563200,0.546243,7.04877e-05,0.982145,2.67054,0.0401338,2.62915,0
72663929,72662515,0.540206,6.75835e-05,2.18015,2.78559,0.18959,2.76834,0
72762992,72761833,0.542,6.4853e-05,-2.58793,2.75457,0.270153,2.78222,0
72862709,72861152,0.547115,6.24987e-05,-1.91702,2.98846,0.136635,2.97299,1
72961727,72960608,0.548221,6.03944e-05,-0.175469,2.90281,0.00117853,2.85453,1
73066167,73064757,0.552145,5.83869e-05,-3.86736,2.93793,0.565648,3.01465,1
73165429,73164076,0.553072,5.67305e-05,3.06755,3.04569,0.343284,3.10945,1
73265648,73263395,0.553325,5.52301e-05,1.23582,3.04294,0.0557666,3.01975,1
73363831,73362714,0.553114,5.3769e-05,-0.711549,2.9389,0.0191418,2.89615,1
73464236,73462039,0.554026,5.23021e-05,1.52633,2.82644,0.0915828,2.81476,1
73562618,73561352,0.554158,5.08678e-05,0.19542,2.81864,0.00150541,2.77737,1
73663079,73660671,0.555213,4.94876e-05,1.48193,2.81913,0.0865561,2.8069,1
73782355,73780069,0.554747,4.78957e-05,1.09463,2.74706,0.0484644,2.72217,1
73876502,73874207,0.55478,4.65969e-05,0.834438,2.66543,0.0290253,2.64296,1
73965800,73963603,0.557171,4.55939e-05,-2.42806,2.70199,0.242433,2.70217,1
74065233,74062914,0.55501,4.43989e-05,1.54621,2.75217,0.0965206,2.73998,1
74163539,74162233,0.554178,4.31969e-05,0.585161,2.67232,0.0142371,2.6363,1
74262746,74261552,0.556351,4.20164e-05,-3.40211,2.64365,0.486464,2.69946,1
74363066,74360899,0.559468,4.10064e-05,-0.394533,2.83312,0.00610463,2.79204,1
74481375,74480054,0.555692,3.99342e-05,2.56113,3.06562,0.23774,3.09243,1
74561779,74559579,0.554794,3.92897e-05,0.0588924,3.07888,0.000125165,3.03595,1
74665079,74663800,0.553829,3.84932e-05,1.12683,2.98757,0.047223,2.95701,1
74765432,74763113,0.552808,3.77023e-05,0.427235,2.88731,0.00702423,2.84754,1
74863906,74862621,0.554113,3.69231e-05,0.464648,2.85525,0.0084016,2.81718,1
74964151,74961751,0.552697,3.61668e-05,0.493621,2.79485,0.00968691,2.75695,1
75062445,75061111,0.553221,3.54343e-05,1.98533,2.76628,0.158317,2.76327,1
75181402,75180254,0.554627,3.45999e-05,-2.11027,2.79045,0.17732,2.79337,1
75260923,75259709,0.554436,3.40666e-05,0.504849,2.73124,0.0103686,2.6963,1
75380143,75378977,0.554321,3.32729e-05,-0.49921,2.70058,0.0102534,2.6654,1
75480460,75478211,0.55581,3.26168e-05,-2.07811,2.62091,0.183081,2.62104,1
75578665,75577530,0.557256,3.19935e-05,0.0910814,2.63667,0.000349591,2.6016,1
75659387,75657106,0.557114,3.15012e-05,-0.02625,2.54262,3.01118e-05,2.50774,1
75762628,75761271,0.556833,3.08833e-05,1.14424,2.44283,0.0595523,2.42588,1
75862801,75860591,0.555061,3.02813e-05,0.496422,2.48649,0.0110121,2.45474,1
75977139,75974806,0.554711,2.95769e-05,2.62282,2.46177,0.31049,2.47343,1
76066611,76064198,0.553001,2.91446e-05,0.803693,2.57242,0.0278994,2.54137,1
76164699,76163513,0.554766,2.8619e-05,-2.12446,2.60077,0.19282,2.60963,1
76264151,76262832,0.554442,2.8136e-05,2.39697,2.56672,0.248717,2.5873,1
76363360,76362154,0.553527,2.76712e-05,-0.295366,2.56396,0.00378065,2.53149,1
76463821,76461584,0.555097,2.72113e-05,-1.60294,2.55163,0.111885,2.54142,1
76561893,76560790,0.555605,2.67667e-05,-0.100168,2.47593,0.000450277,2.44305,1
76682109,76679981,0.557416,2.62286e-05,-3.19686,2.47668,0.458496,2.52826,1
76780690,76779292,0.558334,2.58218e-05,0.751789,2.51011,0.0250183,2.48858,1
76879839,76878611,0.557478,2.54276e-05,-0.938216,2.51965,0.038817,2.49198,1
76979305,76977942,0.560529,2.50599e-05,-3.21332,2.82706,0.405819,2.86224,1
