timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
629808209,629808161,4325386,0.00798948,-0.0255663,-0.0186421,nan,0
629809210,629809161,4325386,-0.0106526,0.0186421,-0.0367516,nan,0
630813712,630813665,4325386,-0.146474,-0.129962,0.135821,nan,0
631810647,631810602,4325386,-0.267914,0.289219,-0.0910801,nan,0
632808128,632808081,4325386,-0.331297,0.20027,0.253533,nan,0
633809602,633809557,4325386,-0.622114,0.167779,0.124103,nan,0
634810071,634810020,4325386,-0.803742,0.259925,0.418649,nan,0
635811541,635811491,4325386,-0.423443,0.140082,0.256729,nan,0
636809027,636808978,4325386,-0.871386,0.873517,0.0506001,nan,0
637810275,637810226,4325386,-0.629039,0.16192,-0.169377,nan,0
638811018,638810972,4325386,0.246076,0.223706,0.0628506,nan,0
639808488,639808439,4325386,-0.475108,-0.0218379,0.248207,nan,0
640808912,640808864,4325386,0.483097,-0.0250337,-0.157659,nan,0
641810381,641810335,4325386,-0.32171,0.199204,0.0218379,nan,0
642809055,642809008,4325386,0.147539,-0.28336,0.170975,nan,0
643808381,643808334,4325386,0.266316,-0.086819,0.0,nan,0
644809970,644809919,4325386,-0.37444,-0.198672,0.368581,nan,0
645811271,645811225,4325386,-0.776045,0.53423,-0.0580569,nan,0
646807774,646807726,4325386,-0.138484,-0.285491,-0.387224,nan,0
647809495,647809439,4325386,-0.672182,-0.396278,-0.0543285,nan,0
648810205,648810148,4325386,0.438889,0.257794,-0.390952,nan,0
649808235,649808181,4325386,-0.107592,-0.279632,-0.03036,nan,0
650808775,650808730,4325386,-0.0809601,-0.238619,-0.0958738,nan,0
651810126,651810075,4325386,0.209324,-0.254066,0.265251,nan,0
652810635,652810589,4325386,-0.0676443,-0.0415453,0.0612527,nan,0
653808278,653808232,4325386,0.679639,-0.185356,-0.376038,nan,0
654809541,654809493,4325386,-0.151268,-0.122505,0.141148,nan,0
655810011,655809964,4325386,0.185889,-0.309459,0.01012,nan,0
656810988,656810935,4325386,-0.870854,-0.0703074,0.276436,nan,0
657808669,657808623,4325386,-0.208792,0.598146,0.790959,nan,0
658809934,658809885,4325386,-1.0365,0.363255,-0.386691,nan,0
659811401,659811354,4325386,0.577906,-0.262588,0.0127832,nan,0
660807933,660807882,4325386,0.572047,0.17204,-0.211988,nan,0
661808860,661808809,4325386,0.062318,0.205063,0.517186,nan,0
662810475,662810424,4325386,1.06953,0.0410127,-0.217314,nan,0
663811799,663811750,4325386,0.477771,0.295078,-0.0308927,nan,0
664809328,664809277,4325386,-0.306796,-0.0143811,-0.773382,nan,0
665810147,665810100,4325386,-0.00692422,0.71639,0.0969391,nan,0
666811231,666811174,4325386,-0.314253,0.0814927,-0.0500674,nan,0
667808204,667808152,4325386,-0.924649,0.741424,0.197607,nan,0
668809194,668809130,4325386,0.718521,-0.700411,-0.066579,nan,0
669810650,669810595,4325386,0.349407,-0.00852211,-0.0671117,nan,0
670811111,670811066,4325386,-0.585363,-0.215183,0.356864,nan,0
671809589,671809543,4325386,-0.119842,-0.00852211,-0.251402,nan,0
672810112,672810065,4325386,0.978978,0.0553937,-0.184291,nan,0
673810534,673810489,4325386,-0.00426106,-0.0937433,-0.126766,nan,0
674808023,674807976,4325386,-0.187487,0.00692422,0.508131,nan,0
