timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
981634714,981633007,0.494709,0.00574116,0.691481,8.70905,0.00610025,5.29478,0
981654422,981652871,0.514913,0.00390929,-1.31632,7.77589,0.0247588,5.72682,0
981733616,981732378,0.551021,0.00205994,-1.84366,7.66015,0.0493039,7.30121,0
981832997,981831648,0.55335,0.00187318,-15.9143,47.8158,0.588518,51.367,0
981932158,981930985,0.557891,0.00181786,-1.81464,53.156,0.00688313,52.6912,0
982031683,982030290,0.563829,0.00174836,-2.70677,53.3023,0.0152727,52.7513,0
982130917,982129612,0.561993,0.0016605,11.887,52.6867,0.297987,52.2615,0
982231200,982228983,0.562471,0.00158266,-2.4108,52.0229,0.0124133,51.3303,0
982325350,982323287,0.561937,0.00150842,2.63891,50.4593,0.0153344,49.4839,0
982433839,982432564,0.562521,0.00143551,-0.878094,48.2803,0.00177447,47.4618,0
982533024,982531861,0.564419,0.00136546,1.19033,46.7035,0.00337089,45.8044,0
982633452,982631193,0.570405,0.00129835,-2.08298,45.3128,0.0106391,44.5907,0
982731819,982730503,0.564619,0.00123915,4.71205,43.3845,0.0568647,42.643,0
982826091,982824860,0.562644,0.00118421,1.59375,41.6126,0.00678223,40.8337,0
982926582,982924185,0.563353,0.00112957,-0.910791,39.9213,0.00230882,39.2239,0
983036491,983033466,0.564072,0.00107757,0.746095,38.3198,0.00161407,37.6047,0
983133914,983132785,0.565225,0.00103287,0.6934,36.781,0.00145245,35.9696,0
983234246,983232075,0.563291,0.000997063,0.253128,34.8345,0.000204375,34.28,0
983333745,983331565,0.560314,0.00097015,-0.412998,33.1682,0.000571389,32.7169,0
983427921,983425800,0.553978,0.000951126,1.81264,32.4098,0.0112643,31.9789,0
983527250,983525075,0.550947,0.000933324,1.50144,31.0172,0.00807557,30.5959,0
983625563,983624392,0.546139,0.000914529,1.28657,29.6502,0.00620297,29.2375,0
983735908,983733645,0.539665,0.000892923,3.8216,28.5237,0.0568906,28.0255,0
983825267,983823104,0.534765,0.000870953,2.30368,27.1973,0.0216809,26.9279,0
983928621,983927321,0.528041,0.000849266,2.06034,26.1855,0.0180126,25.797,0
984028944,984026643,0.520992,0.000827525,2.61622,25.0753,0.0303291,24.7009,0
984127282,984126126,0.513356,0.00080577,2.61224,24.0337,0.0315473,23.6683,0
984227679,984225285,0.505831,0.000784015,3.97762,23.0,0.0764324,22.6723,0
984325879,984324605,0.497392,0.000762332,5.00401,22.0482,0.126189,21.7675,0
984425999,984423926,0.490281,0.000740524,2.43928,21.1274,0.031292,20.8,0
984534786,984533179,0.482764,0.00071877,5.80571,20.1336,0.186014,19.9132,0
984633583,984632500,0.475394,0.000697116,2.13085,19.4869,0.0258892,19.1804,0
984733174,984731821,0.467116,0.000675505,1.85473,18.7008,0.0204389,18.4081,0
984832288,984831142,0.461538,0.000653893,1.49225,17.8219,0.0138832,17.5476,0
984931832,984930567,0.45201,0.000632702,4.16093,17.06,0.112761,16.7963,0
985026235,985024818,0.441773,0.000611336,5.37043,16.327,0.196278,16.1112,0
985125803,985124139,0.432267,0.000589581,3.41907,15.6299,0.0831027,15.3655,0
985234760,985233392,0.422014,0.000567612,3.27599,14.8568,0.0802632,14.6,0
985333928,985332713,0.410814,0.000545352,5.29546,14.2223,0.219076,14.0129,0
985433368,985432035,0.399993,0.000522811,3.90938,13.634,0.124552,13.3881,0
985532468,985531355,0.388726,0.000500028,3.53263,13.0094,0.106585,12.7666,0
985632048,985630676,0.37704,0.000477103,3.92409,12.4069,0.137902,12.1717,0
985731228,985730062,0.365,0.000454024,3.78375,11.8342,0.13442,11.6018,0
985825678,985824352,0.35256,0.000430839,3.92502,11.3137,0.1513,11.086,0
985934893,985933605,0.339762,0.000407476,3.8503,10.7403,0.153367,10.5164,0
986034498,986032973,0.327,0.000398915,6.38451,10.4335,0.434091,10.3524,0
986133451,986132247,0.313628,0.000389138,6.12762,10.2041,0.408851,10.0956,0
986232930,986231577,0.299353,0.000377796,5.92879,9.91364,0.393965,9.78422,0
986327329,986325924,0.284147,0.000364436,5.66249,9.59589,0.371268,9.44558,0
986426552,986425244,0.267926,0.000348498,5.4217,9.22847,0.353915,9.05855,0
986506698,986504701,0.254169,0.000333385,5.23005,8.92386,0.340578,8.7371,0
