timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
629754056,0.174497,0.012177,0.0
986624317,0.170243,0.0117265,0.0
986629283,0.179422,0.0118946,0.0
986828132,0.17515,0.0126673,0.0
987026600,0.176933,0.0123964,0.0
987225267,0.16949,0.0124972,0.0
987423914,0.17792,0.0124604,0.0
