timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
629807826,629807775,4259850,1.20668,-0.172383,-9.95988,26.5,0,0,0,0
629808806,629808758,4259850,1.14922,-0.0191536,-9.95988,26.5,0,0,0,0
630813447,630813399,4259850,2.71981,-1.09176,-10.4387,26.5,0,0,0,0
631811166,631811117,4259850,1.81959,2.3942,-6.97192,26.5,0,0,0,0
632808467,632808410,4259850,-0.344765,1.72383,-11.3389,26.5,0,0,0,0
633809997,633809951,4259850,1.16837,1.41737,-10.5919,26.5,0,0,0,0
634810661,634810615,4259850,-0.0383072,6.28239,-12.0285,26.5,0,0,0,0
635811638,635811592,4259850,-3.86903,1.05345,-13.7331,26.5,0,0,0,0
636809494,636809447,4259850,2.8922,4.2521,-11.3006,26.5,0,0,0,0
637809456,637809408,4259850,-3.37104,-6.43561,-14.9781,26.5,0,0,0,0
638810812,638810765,4259850,-0.268151,1.3216,-8.35098,26.5,0,0,0,0
639808325,639808280,4259850,-0.287304,1.05345,-9.34696,26.5,0,0,0,0
640808980,640808936,4259850,5.43963,-3.21781,-7.83383,26.5,0,0,0,0
641811227,641811174,4259850,4.13718,5.74608,-7.98706,26.5,0,0,0,0
642808807,642808747,4259850,2.75812,-0.612916,-10.1897,26.5,0,0,0,0
643809139,643809089,4259850,1.35991,4.7884,-7.08684,27.0,0,0,0,0
644809915,644809867,4259850,4.46279,-0.517148,-7.01022,26.5,0,0,0,0
645810929,645810882,4259850,-0.957681,-0.21069,-11.5496,27.0,0,0,0,0
646808137,646808088,4259850,-2.22182,-7.89129,-12.3541,27.0,0,0,0,0
647809873,647809826,4259850,-2.79643,5.09486,-7.64229,26.5,0,0,0,0
648810514,648810466,4259850,-0.995988,-12.5456,-11.6454,26.5,0,0,0,0
649808129,649808080,4259850,0.344765,-4.38618,-13.2543,26.5,0,0,0,0
650809292,650809242,4259850,-0.555455,2.73897,-13.4075,26.5,0,0,0,0
651810820,651810775,4259850,3.81157,-5.61201,-7.66145,26.5,0,0,0,0
652811349,652811304,4259850,3.63919,-3.35188,-10.1131,26.5,0,0,0,0
653808793,653808747,4259850,-1.81959,0.881066,-9.15543,26.5,0,0,0,0
654809148,654809090,4259850,0.459687,5.76524,-10.3046,26.5,0,0,0,0
655810326,655810275,4259850,-0.134075,-1.20668,-8.10198,26.5,0,0,0,0
656811490,656811439,4259850,-0.383072,10.4579,-9.95988,26.5,0,0,0,0
657809208,657809148,4259850,5.26724,-0.555455,-4.2138,26.5,0,0,0,0
658810514,658810468,4259850,-3.10289,9.30866,-11.9519,26.5,0,0,0,0
659810987,659810936,4259850,2.87304,-3.16035,-8.81066,26.5,0,0,0,0
660808333,660808287,4259850,4.7884,-0.517148,-5.97593,26.5,0,0,0,0
661810036,661809978,4259850,3.27527,-2.43251,-8.63828,26.5,0,0,0,0
662809864,662809816,4259850,1.39821,-3.27527,-8.29351,26.5,0,0,0,0
663811137,663811089,4259850,-3.02627,3.86903,-10.5345,26.5,0,0,0,0
664808727,664808679,4259850,2.41336,-4.5011,-9.30866,26.5,0,0,0,0
665810205,665810155,4259850,3.84988,2.94966,-6.56969,27.0,0,0,0,0
666810974,666810914,4259850,-4.69264,-1.64721,-12.6414,27.0,0,0,0,0
667808811,667808765,4259850,-1.41737,9.74919,-9.34696,27.0,0,0,0,0
668809531,668809481,4259850,2.01113,-1.72383,-11.1282,26.5,0,0,0,0
669810792,669810744,4259850,1.49398,4.19464,-9.69173,26.5,0,0,0,0
670811410,670811365,4259850,3.63919,5.22894,-9.57681,26.5,0,0,0,0
671808970,671808915,4259850,5.68862,1.39821,-7.06768,26.5,0,0,0,0
672810031,672809977,4259850,0.555455,-6.12916,-11.4922,26.5,0,0,0,0
673810601,673810555,4259850,-1.99198,-11.8369,-12.9478,27.0,0,0,0,0
674808146,674808092,4259850,3.14119,2.27928,-8.79151,26.5,0,0,0,0
675809397,675809351,4259850,1.74298,9.86411,-9.8258,26.5,0,0,0,0
676810306,676810260,4259850,-2.96881,-1.35991,-8.59997,26.5,0,0,0,0
677811875,677811829,4259850,-2.22182,-7.52737,-10.228,26.5,0,0,0,0
678809020,678808972,4259850,4.42448,-5.5737,-7.71891,27.0,0,0,0,0
679809630,679809585,4259850,-0.612916,-6.24408,-11.8752,27.0,0,0,0,0
680810748,680810703,4259850,-0.0,5.09486,-6.28239,26.5,0,0,0,0
681808157,681808112,4259850,-0.248997,-2.91135,-10.6877,26.5,0,0,0,0
