timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
48572608,48570991,0.5387193,0.0007544221,-0.933012,4.7890034,0.020196998,4.528919,0
48592013,48590859,0.5396308,0.00072020816,-0.33938038,4.7440996,0.0026975977,4.486867,0
48671740,48670327,0.53746194,0.00060821755,-1.1087046,4.560264,0.029950162,4.3473907,0
48771336,48769679,0.5330529,0.00050931086,0.22004944,4.387634,0.0012262178,4.200742,0
48870228,48869002,0.53946793,0.000435457,0.5378941,4.23001,0.0075999317,4.0680394,0
48969538,48968336,0.5499208,0.00037377822,0.26473933,4.1330705,0.0018841767,3.9763467,0
49069089,49067701,0.55743384,0.00032179337,-1.9664036,3.9850392,0.10781277,3.8605938,0
49173234,49171974,0.5643168,0.00028027577,-1.6966478,3.8219576,0.08368643,3.702529,0
49272972,49271309,0.5671872,0.00024762674,0.67570627,3.65579,0.01387689,3.546769,0
49372010,49370681,0.55910575,0.00022238637,1.5472704,3.5941105,0.074011385,3.5154483,0
49471398,49469997,0.55712306,0.00020171171,-1.3041171,3.488487,0.054169342,3.4028695,0
49570461,49569316,0.5569699,0.0001845488,1.3883901,3.3443742,0.064042106,3.2762952,0
49675011,49673617,0.55562514,0.00016950535,0.68393266,3.235648,0.016062863,3.1566062,0
49774253,49772962,0.55780613,0.00015638807,1.1447449,3.1182697,0.046694014,3.0550668,0
49874046,49872317,0.55881286,0.000144863,-0.9920714,3.0224,0.036181904,2.955884,0
49972830,49971623,0.5585682,0.00013466211,-1.0357069,2.904881,0.041030128,2.843574,0
50072600,50070999,0.5581033,0.00012552775,-0.46790957,2.8030858,0.008678506,2.7386124,0
50171620,50170454,0.55821633,0.00011728028,0.8255911,2.7104058,0.027941722,2.655785,0
50271242,50269631,0.55859226,0.000109724795,1.2062634,2.6027882,0.062115926,2.5594597,0
50370237,50368966,0.5588036,0.000102823564,1.0210538,2.5164018,0.04603358,2.471601,0
50469653,50468302,0.55927855,9.6502976e-05,0.52768755,2.4314559,0.012724619,2.3814552,0
50578902,50577572,0.5593079,9.075722e-05,0.1337171,2.3629708,0.000840762,2.3015375,0
50678321,50676933,0.5600675,8.552815e-05,-0.7412228,2.2703485,0.026888248,2.2262545,0
50777462,50776243,0.5593259,8.0786085e-05,-0.7766986,2.2159426,0.030248512,2.1747386,0
50877284,50875578,0.5585188,7.6445336e-05,-1.1981709,2.1522045,0.07411592,2.12099,0
50976385,50975063,0.55785054,7.245442e-05,-0.8887748,2.099352,0.041807648,2.0642462,0
51070624,51069283,0.55832773,6.879585e-05,0.47545713,2.0409229,0.01230704,2.0029175,0
51170029,51168618,0.55847347,6.541008e-05,0.67621034,1.974742,0.02572828,1.9407514,0
51269124,51267964,0.5591053,6.223959e-05,0.5375731,1.9096756,0.016814074,1.8759071,0
