timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
48258237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60026357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351239190,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
351248944,2,-1,0,0,0,0,0,0,0,0,0,0,0,0
