timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
23562186,0.0,0.0,0,11,59636,65536,0,3,122
24563894,80.89453,79.76254,0,11,8958,65536,0,3,122
25564898,108.57715,53.879173,0,11,6751,65536,0,3,122
26566233,136.4668,45.239647,0,11,5033,65536,0,3,122
27566714,161.76562,40.27017,0,11,5719,65536,0,3,122
28567828,187.48438,37.361423,0,11,6025,65536,0,3,122
29568677,213.45312,35.463367,0,11,6091,65536,0,3,122
30569672,239.42188,34.105827,0,11,6141,65536,0,3,122
31570641,265.66797,33.121803,0,11,5857,65536,0,3,122
32571742,291.083,32.263542,0,11,6708,65536,0,3,122
33572643,320.0,31.926758,0,11,4062,65536,0,3,122
34573601,344.38965,31.240276,0,11,5964,65536,0,3,122
35574819,374.53125,31.145746,0,11,4388,65536,0,3,122
36575895,405.18555,31.105448,0,11,1550,65536,0,3,122
37576799,435.0371,31.014051,0,11,161,65536,0,3,122
38578265,456.76172,30.392908,0,11,6751,65536,0,3,122
39578633,488.6494,30.485466,0,11,2650,65536,0,3,122
40579789,516.07324,30.303616,0,11,3170,65536,0,3,122
41580603,533.77637,29.603424,0,11,13828,65536,0,3,122
42581609,575.00586,30.212729,0,11,211,65536,0,3,122
43582871,602.9375,30.096958,0,11,281,65536,0,3,122
44583762,631.0488,30.001286,0,11,281,65536,0,3,122
45584652,656.501,29.793621,0,11,2820,65536,0,3,122
46585706,686.8633,29.816946,0,11,281,65536,0,3,122
47586712,714.81055,29.737911,0,11,499,65536,0,3,122
48587605,742.7422,29.664711,0,11,281,65536,0,3,122
49588676,768.0,29.494247,0,11,3019,65536,0,3,122
50589626,798.78516,29.540953,0,11,331,65536,0,3,122
51590797,826.66797,29.480587,0,11,331,65536,0,3,122
52591698,854.5508,29.424658,0,11,381,65536,0,3,122
53592603,882.8574,29.386557,0,11,181,65536,0,3,122
54593729,910.59375,29.332333,0,11,462,65536,0,3,122
55595589,938.47656,29.285398,0,11,512,65536,0,3,122
56595613,966.6367,29.251324,0,11,451,65536,0,3,122
57596774,990.83496,29.101913,0,11,4274,65536,0,3,122
58597734,1022.40234,29.171463,0,11,501,65536,0,3,122
59598640,1050.5625,29.142677,0,11,501,65536,0,3,122
60599988,1078.4453,29.107609,0,11,551,65536,0,3,122
61600638,1106.3281,29.074924,0,11,551,65536,0,3,122
62601617,1134.4883,29.050772,0,11,551,65536,0,3,122
63602752,1162.4199,29.022007,0,11,571,65536,0,3,122
64603747,1190.3027,28.993557,0,11,621,65536,0,3,122
65605543,1216.0,28.91394,0,11,3093,65536,0,3,122
66605660,1246.3457,28.947111,0,11,621,65536,0,3,122
67607092,1274.2285,28.922014,0,11,671,65536,0,3,122
68607740,1302.3398,28.903606,0,11,671,65536,0,3,122
69608655,1327.6191,28.824345,0,11,3387,65536,0,3,122
70609670,1358.0303,28.857443,0,11,798,65536,0,3,122
71610782,1384.5078,28.807255,0,11,2394,65536,0,3,122
72612427,1414.0732,28.821743,0,11,767,65536,0,3,122
73612704,1441.956,28.80283,0,11,767,65536,0,3,122
74613616,1466.998,28.728664,0,11,3960,65536,0,3,122
75614608,1497.999,28.771763,0,11,767,65536,0,3,122
76615640,1525.8818,28.75445,0,11,817,65536,0,3,122
77616902,1554.042,28.742786,0,11,817,65536,0,3,122
78617646,1579.3965,28.68087,0,11,3406,65536,0,3,122
79619093,1609.8076,28.710987,0,11,867,65536,0,3,122
80619808,1637.8037,28.698101,0,11,985,65536,0,3,122
81620680,1664.0,28.65459,0,11,2808,65536,0,3,122
82621949,1693.6182,28.670286,0,11,1031,65536,0,3,122
83622662,1721.7295,28.66064,0,11,1232,65536,0,3,122
84623629,1749.6611,28.648249,0,11,1064,65536,0,3,122
85624764,1777.544,28.635393,0,11,1064,65536,0,3,122
86625652,1805.6553,28.626686,0,11,1114,65536,0,3,122
87626609,1833.5869,28.61541,0,11,1121,65536,0,3,122
88627866,1861.4697,28.6036,0,11,1171,65536,0,3,122
89628960,1889.581,28.595675,0,11,1221,65536,0,3,122
90629639,1917.5127,28.585499,0,11,1171,65536,0,3,122
91630661,1945.3955,28.574736,0,11,1221,65536,0,3,122
92631667,1971.873,28.54396,0,11,2894,65536,0,3,122
93632642,2001.4385,28.558138,0,11,1221,65536,0,3,122
