timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
23561184,0.7208301,0.031865664,-0.017071472,-0.69216853,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23566148,0.72078997,0.03174745,-0.01714408,-0.69221395,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23610838,0.7211699,0.031765293,-0.017178943,-0.69181645,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23660493,0.72101253,0.03173703,-0.017151142,-0.6919823,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23710149,0.72094095,0.03177813,-0.017286101,-0.69205177,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23759953,0.7212419,0.031596333,-0.01682268,-0.69175774,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23809459,0.7210422,0.031865418,-0.017244013,-0.6919432,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23859114,0.7212714,0.032056928,-0.0172176,-0.69169605,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23908769,0.721435,0.03160208,-0.017048748,-0.6915506,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
23963390,0.7216165,0.031624604,-0.017026497,-0.6913607,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24013087,0.7216514,0.03169395,-0.016966818,-0.69132257,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24062700,0.72190493,0.032035675,-0.016914703,-0.6910434,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24107445,0.7222916,0.031805176,-0.017122133,-0.69064474,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24162011,0.7225161,0.03183123,-0.017073656,-0.6904099,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24211672,0.72260624,0.03165191,-0.01709978,-0.6903231,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24261322,0.7226635,0.031526137,-0.017157763,-0.69026744,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24311152,0.72266,0.03173162,-0.017104285,-0.6902631,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24360635,0.72277415,0.031911824,-0.017119743,-0.6901349,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24410292,0.72313946,0.032064542,-0.017047301,-0.6897468,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24459943,0.72352266,0.032097913,-0.01701197,-0.68934417,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24509598,0.7238506,0.03210381,-0.016923308,-0.6890017,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24559324,0.72413325,0.032091316,-0.016778244,-0.6887088,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24608914,0.7242537,0.03198467,-0.016754579,-0.68858767,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24663529,0.7244171,0.032055583,-0.016823705,-0.68841076,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24713184,0.72453564,0.03203617,-0.01672198,-0.68828934,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24762840,0.7246006,0.031957977,-0.016783562,-0.688223,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24807529,0.72479725,0.03176207,-0.016938785,-0.6880212,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24862150,0.7249577,0.031723734,-0.016990498,-0.6878526,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24911814,0.72515666,0.031726528,-0.016991856,-0.68764275,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
24961461,0.7253753,0.03186016,-0.016799193,-0.68741065,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25011116,0.725567,0.031954866,-0.016667765,-0.68720716,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25060771,0.7257922,0.032191385,-0.016449556,-0.6869635,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25110551,0.7258916,0.03218072,-0.01648043,-0.6868583,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25160082,0.7260101,0.03199499,-0.016633563,-0.686738,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25209737,0.7260654,0.031764377,-0.016886597,-0.6866841,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25259396,0.7261305,0.03157029,-0.017127728,-0.68661815,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25309049,0.72620416,0.03145705,-0.017285123,-0.6865415,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25363778,0.72646105,0.031410657,-0.017194713,-0.6862741,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25413336,0.7264927,0.031278584,-0.017375017,-0.6862421,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25458016,0.72660136,0.031821303,-0.01698148,-0.686112,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25507721,0.72677153,0.03177153,-0.016838271,-0.68593746,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25562290,0.72683513,0.03094352,-0.017672613,-0.68588704,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25611946,0.7274421,0.031933278,-0.016242962,-0.68523324,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25661795,0.72736955,0.032018315,-0.016614377,-0.68529725,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25711256,0.7277672,0.03118408,-0.016391555,-0.6849188,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25760915,0.72787243,0.031442236,-0.01593376,-0.684806,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25810566,0.72820556,0.031070992,-0.016206821,-0.6844623,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25860221,0.7283391,0.03163156,-0.015901575,-0.68430173,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25909963,0.72853756,0.031079592,-0.014857713,-0.68413913,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
25959574,0.7288739,0.03130047,-0.015247919,-0.68376213,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26009192,0.72894096,0.03138762,-0.015321955,-0.68368495,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26063808,0.72921056,0.031154225,-0.014922601,-0.68341696,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26113510,0.7289603,0.031331602,-0.015433646,-0.6836645,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26158180,0.72928834,0.031003993,-0.014669995,-0.6833463,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26207860,0.72938615,0.03117303,-0.014293916,-0.6832422,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26262429,0.7295528,0.031219214,-0.013981006,-0.6830685,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26312084,0.7295861,0.030405834,-0.014187103,-0.6830654,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26361740,0.7294811,0.03152431,-0.0134500945,-0.6831418,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26411395,0.7298339,0.031127939,-0.013283155,-0.68278635,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26461205,0.7298333,0.031398673,-0.013925866,-0.6827618,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26510706,0.7300949,0.030702394,-0.013270967,-0.6825267,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26560361,0.729828,0.03173579,-0.013231172,-0.6827657,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26610016,0.72994804,0.030973494,-0.013593155,-0.6826652,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26659673,0.7298405,0.031361848,-0.013337808,-0.68276745,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26709441,0.7301175,0.030837761,-0.014025634,-0.68248135,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26763947,0.72996306,0.031361442,-0.014481299,-0.6826132,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26813603,0.72987807,0.031125318,-0.013620574,-0.6827326,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26858293,0.7295934,0.0316248,-0.014113552,-0.68300384,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
26907948,0.7297005,0.030640751,-0.013897242,-0.68293875,0.9987828,-1.8995074e-09,-2.1900386e-09,0.04932591,2
