timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
351002149,351001721,3670026,3670026,1.62955e-05,-1.31506e-05,0.000163336,0.000692588,-0.000324651,-0.0472649,4967,4967,0
351007079,351006688,3670026,3670026,0.000132627,-9.86892e-05,-2.9655e-05,-0.000604651,-0.00182559,-0.0487189,4967,4967,0
351508621,351508270,3670026,3670026,0.000738988,-0.000373885,0.000356428,0.0010647,0.00505922,-0.0489181,4966,4966,0
352005466,352005138,3670026,3670026,-0.000151782,-0.000357135,-0.000339357,0.00204237,0.000615363,-0.0449912,5041,5041,0
352506885,352506481,3670026,3670026,-0.000713107,-0.000575272,7.27258e-05,-0.00405944,0.0110974,-0.0472862,4967,4967,0
353003535,353003109,3670026,3670026,-0.00027292,-7.33603e-05,-0.000571553,0.00146535,-0.000104337,-0.0441577,4974,4974,0
353505020,353504695,3670026,3670026,-0.000288664,-0.000666509,0.00031503,-0.00787637,0.0103483,-0.0489448,4928,4928,0
354006596,354006277,3670026,3670026,-0.000349237,2.6646e-05,-0.000148093,-0.00264487,0.00413099,-0.0488587,4950,4950,0
354508264,354507865,3670026,3670026,0.000648718,-0.000322425,-0.000476286,-0.000230252,0.000144576,-0.0485047,4966,4966,0
355004827,355004489,3670026,3670026,-0.000192161,-0.000548993,0.000191276,-0.00549051,0.00329017,-0.0496056,4964,4964,0
355506648,355506231,3670026,3670026,0.000844791,-0.00023556,-0.000303237,0.000864792,-0.0017303,-0.0475251,4996,4996,0
356008080,356007698,3670026,3670026,0.000387398,-0.000455282,0.00012637,0.000943796,0.00334083,-0.0488425,4959,4959,0
356504655,356504285,3670026,3670026,-0.000273605,-0.000447177,-0.000247778,-0.00251628,-0.00337846,-0.048794,4966,4966,0
357006247,357005874,3670026,3670026,0.000215626,3.30347e-05,-0.000907228,0.000611436,-0.0076942,-0.0428768,4965,4965,0
357507845,357507465,3670026,3670026,0.000528752,-0.00154381,-7.96035e-05,0.00347704,-0.0218638,-0.053882,4970,4970,0
