timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
351002039,351001197,396809,0.096844,0.301972,0.389798,nan,0,1
351013262,351012414,396809,0.124573,0.310929,0.443406,nan,0,1
352008210,352007374,396809,0.127654,0.310929,0.443406,nan,0,1
353003481,353002630,396809,0.118411,0.310929,0.434471,nan,0,1
353998256,353997404,396809,0.099925,0.301972,0.389798,nan,0,1
355003797,355002945,396809,0.096844,0.298987,0.395754,nan,0,1
355999417,355998581,396809,0.099925,0.301972,0.389798,nan,0,1
357005237,357004407,396809,0.099925,0.298987,0.395754,nan,0,1
357999659,357998785,396809,0.099925,0.298987,0.392776,nan,0,1
359006676,359005846,396809,0.099925,0.301972,0.395754,nan,0,1
360001163,360000331,396809,0.096844,0.301972,0.395754,nan,0,1
361006620,361005791,396809,0.096844,0.301972,0.395754,nan,0,1
362002501,362001666,396809,0.093763,0.298987,0.395754,nan,0,1
363007997,363007168,396809,0.093763,0.298987,0.392776,nan,0,1
364003310,364002448,396809,0.096844,0.29003,0.404689,nan,0,1
364998344,364997502,396809,0.112249,0.301972,0.395754,nan,0,1
366003944,366002998,396809,0.103006,0.296001,0.398732,nan,0,1
366999627,366998786,396809,0.099925,0.313915,0.389798,nan,0,1
368005303,368004474,396809,0.133816,0.298987,0.389798,nan,0,1
368999835,368999002,396809,0.093763,0.298987,0.401711,nan,0,1
370006750,370005920,396809,0.096844,0.298987,0.395754,nan,0,1
371001157,371000287,396809,0.106087,0.293015,0.401711,nan,0,1
372006870,372006041,396809,-0.0202348,0.298987,0.401711,nan,0,1
373002563,373001719,396809,0.0721959,0.301972,0.404689,nan,0,1
373996981,373996108,396809,0.096844,0.325857,0.38682,nan,0,1
375002596,375001720,396809,0.0814389,0.298987,0.401711,nan,0,1
375998537,375997652,396809,0.099925,0.304958,0.395754,nan,0,1
377004083,377003253,396809,0.0783579,0.304958,0.404689,nan,0,1
377998558,377997706,396809,0.133816,0.319886,0.380863,nan,0,1
379005362,379004504,396809,0.112249,0.296001,0.407667,nan,0,1
380000061,379999103,396809,0.103006,0.26913,0.434471,nan,0,1
381005740,381004905,396809,0.090682,0.304958,0.398732,nan,0,1
382001545,382000711,396809,0.0783579,0.301972,0.404689,nan,0,1
382995962,382995132,396809,0.0876009,0.304958,0.401711,nan,0,1
384002349,384001504,396809,0.090682,0.301972,0.404689,nan,0,1
384997312,384996479,396809,0.093763,0.304958,0.398732,nan,0,1
386002937,386002108,396809,0.0721959,0.307943,0.401711,nan,0,1
386998390,386997502,396809,0.0691148,0.313915,0.401711,nan,0,1
388004464,388003629,396809,0.0814389,0.310929,0.395754,nan,0,1
388998780,388997950,396809,0.093763,0.328843,0.383841,nan,0,1
390005777,390004934,396809,0.0783579,0.304958,0.401711,nan,0,1
391000152,390999294,396809,0.109168,0.310929,0.392776,nan,0,1
392005855,392005019,396809,0.096844,0.310929,0.395754,nan,0,1
393001643,393000812,396809,0.0721959,0.304958,0.395754,nan,0,1
394007205,394006369,396809,0.0752769,0.307943,0.398732,nan,0,1
395001986,395001149,396809,0.0845199,0.319886,0.389798,nan,0,1
395997691,395996854,396809,0.0876009,0.304958,0.401711,nan,0,1
397003240,397002405,396809,0.0783579,0.301972,0.404689,nan,0,1
397997646,397996774,396809,0.109168,0.325857,0.38682,nan,0,1
399004654,399003825,396809,0.0845199,0.304958,0.404689,nan,0,1
399999163,399998286,396809,0.090682,0.304958,0.395754,nan,0,1
401004725,401003854,396809,0.103006,0.3169,0.38682,nan,0,1
402000303,401999472,396809,0.0783579,0.304958,0.401711,nan,0,1
403006103,403005273,396809,0.0721959,0.313915,0.395754,nan,0,1
404001479,404000613,396809,0.17387,0.298987,0.383841,nan,0,1
405007430,405006575,396809,0.170788,0.254202,0.422558,nan,0,1
406002124,406001291,396809,0.0629528,0.304958,0.401711,nan,0,1
406997621,406996779,396809,0.11533,0.304958,0.389798,nan,0,1
408003476,408002597,396809,0.11533,0.304958,0.389798,nan,0,1
408997878,408997048,396809,0.0814389,0.307943,0.398732,nan,0,1
410004685,410003815,396809,0.0876009,0.349742,0.380863,nan,0,1
410999371,410998541,396809,0.106087,0.301972,0.398732,nan,0,1
412005090,412004261,396809,0.112249,0.307943,0.395754,nan,0,1
413000606,412999774,396809,0.0783579,0.307943,0.398732,nan,0,1
414006531,414005700,396809,0.0876009,0.307943,0.398732,nan,0,1
415000971,415000138,396809,0.106087,0.3169,0.38682,nan,0,1
415996714,415995885,396809,0.0752769,0.307943,0.401711,nan,0,1
417002215,417001385,396809,0.121492,0.307943,0.389798,nan,0,1
418007888,418007022,396809,0.0845199,0.301972,0.404689,nan,0,1
419003481,419002555,396809,0.0845199,0.304958,0.395754,nan,0,1
419998202,419997365,396809,0.0660338,0.319886,0.389798,nan,0,1
421003946,421003112,396809,0.099925,0.346756,0.380863,nan,0,1
421999636,421998806,396809,0.106087,0.307943,0.392776,nan,0,1
423006400,423005552,396809,0.0814389,0.307943,0.404689,nan,0,1
424001745,424000913,396809,0.0814389,0.310929,0.395754,nan,0,1
425007860,425007031,396809,0.11533,0.313915,0.389798,nan,0,1
426002399,426001543,396809,0.0876009,0.3169,0.395754,nan,0,1
426997669,426996813,396809,0.0752769,0.307943,0.395754,nan,0,1
428003717,428002850,396809,0.0845199,0.307943,0.398732,nan,0,1
429009380,429008547,396809,0.106087,0.310929,0.395754,nan,0,1
430005123,430004276,396809,0.099925,0.310929,0.398732,nan,0,1
430999772,430998913,396809,0.0660338,0.319886,0.395754,nan,0,1
432005416,432004578,396809,0.0814389,0.304958,0.401711,nan,0,1
433001169,433000277,396809,0.0814389,0.304958,0.398732,nan,0,1
434006603,434005771,396809,0.118411,0.307943,0.395754,nan,0,1
435001301,435000470,396809,0.0783579,0.310929,0.401711,nan,0,1
436008148,436007309,396809,0.0752769,0.313915,0.398732,nan,0,1
437002755,437001891,396809,0.106087,0.313915,0.395754,nan,0,1
437997373,437996544,396809,0.096844,0.322872,0.392776,nan,0,1
439004086,439003256,396809,0.0845199,0.3169,0.395754,nan,0,1
440009622,440008761,396809,0.127654,0.334814,0.377885,nan,0,1
441004317,441003489,396809,0.112249,0.304958,0.398732,nan,0,1
441999924,441999089,396809,0.0876009,0.328843,0.38682,nan,0,1
443005676,443004847,396809,0.0814389,0.307943,0.404689,nan,0,1
444000137,443999275,396809,0.103006,0.313915,0.401711,nan,0,1
445007143,445006273,396809,0.099925,0.325857,0.38682,nan,0,1
446001593,446000763,396809,0.093763,0.310929,0.398732,nan,0,1
447008249,447007398,396809,0.093763,0.322872,0.392776,nan,0,1
448002735,448001901,396809,0.118411,0.322872,0.38682,nan,0,1
448997529,448996594,396809,0.109168,0.313915,0.395754,nan,0,1
450004213,450003284,396809,0.090682,0.3169,0.398732,nan,0,1
450998766,450997912,396809,0.090682,0.310929,0.395754,nan,0,1
452004448,452003575,396809,0.112249,0.313915,0.395754,nan,0,1
453000099,452999269,396809,0.11533,0.322872,0.395754,nan,0,1
454005983,454005072,396809,0.121492,0.328843,0.380863,nan,0,1
