timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
348809032,34.0356168907,108.757449502,425.952,-0.746037,2.31308,-1.10115,-1.42528,1,1,0
358108239,34.0356161406,108.757436274,426.0,-0.82945,1.09418,-1.14978,-1.40595,1,1,0
376589956,34.0356161406,108.757436274,426.0,-0.82945,1.09418,-1.14978,-1.29403,1,1,0
675138270,34.0355998854,108.757455019,426.245,-2.63694,2.82141,-1.39388,0.0307812,1,1,0
