timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
350952059,0.0682645,0.0264101,0.00465016,0
351150703,0.0682645,0.0264101,0.00465016,1
351354318,0.0682645,0.0264101,0.00465016,1
351552966,0.0682645,0.0264101,0.00465016,1
351751667,0.0682645,0.0264101,0.00465016,1
351950265,0.0682645,0.0264101,0.00465016,1
352153879,0.0682645,0.0264101,0.00465016,1
352347561,0.0682645,0.0264101,0.00465016,1
352546358,0.0682645,0.0264101,0.00465016,1
352744860,0.0682645,0.0264101,0.00465016,1
352948473,0.0682645,0.0264101,0.00465016,1
353147123,0.0682645,0.0264101,0.00465016,1
353345885,0.0682645,0.0264101,0.00465016,1
353554351,0.0682645,0.0264101,0.00465016,1
353748083,0.0682645,0.0264101,0.00465016,1
353946683,0.0682645,0.0264101,0.00465016,1
354145405,0.0682645,0.0264101,0.00465016,1
354343980,0.0682645,0.0264101,0.00465016,1
354542629,0.0682645,0.0264101,0.00465016,1
354746274,0.0682645,0.0264101,0.00465016,1
354944939,0.0682645,0.0264101,0.00465016,1
355143541,0.0682645,0.0264101,0.00465016,1
355352123,0.0682645,0.0264101,0.00465016,1
355545805,0.0682645,0.0264101,0.00465016,1
355744464,0.0682645,0.0264101,0.00465016,1
355958037,0.0682645,0.0264101,0.00465016,1
356156653,0.0682645,0.0264101,0.00465016,1
356355299,0.0682645,0.0264101,0.00465016,1
356553964,0.0682645,0.0264101,0.00465016,1
356752596,0.0682645,0.0264101,0.00465016,1
356951249,0.0682645,0.0264101,0.00465016,1
357144962,0.0682645,0.0264101,0.00465016,1
357353509,0.0682645,0.0264101,0.00465016,1
357552158,0.0682645,0.0264101,0.00465016,1
357745841,0.0682645,0.0264101,0.00465016,1
357949455,0.0682645,0.0264101,0.00465016,1
675145594,0.0682645,0.0264101,0.00465016,1
675344260,0.0682645,0.0264101,0.00465016,1
675552827,0.0682645,0.0264101,0.00465016,1
675746514,0.0682645,0.0264101,0.00465016,1
