timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
24738255,1603428604800338,340356251,1087574246,425857,397943,0.222,0.486559,0.883,1.355,0.63,1.04,108,6,0.009,-0.006,-0.008,0.031,4.01389,0,nan,0.0,3,1,18
24941956,1603428605000338,340356252,1087574245,425910,397996,0.124,0.486566,0.877,1.347,0.63,1.04,108,6,0.035,0.035,0.007,-0.007,4.01389,0,nan,0.0,3,1,18
25742952,1603428605800338,340356254,1087574238,426121,398207,0.179,0.486611,0.858,1.318,0.63,1.04,108,5,0.012,0.008,-0.009,0.008,4.01389,0,nan,0.0,3,1,18
26740955,1603428606800337,340356255,1087574236,426306,398392,0.161,0.486665,0.839,1.294,0.63,1.04,108,6,0.018,-0.016,0.007,0.016,4.01389,0,nan,0.0,3,1,18
27744943,1603428607800337,340356256,1087574235,426434,398520,0.173,0.486723,0.821,1.269,0.65,1.07,107,6,0.033,0.02,0.026,0.014,4.01389,0,nan,0.0,3,1,17
28741047,1603428608800336,340356257,1087574237,426556,398641,0.238,0.486784,0.805,1.246,0.65,1.05,107,9,0.028,0.027,0.007,0.101,4.01389,0,nan,0.0,3,1,17
29740128,1603428609800335,340356256,1087574240,426681,398766,0.208,0.48685,0.791,1.23,0.63,1.04,107,5,0.023,-0.02,0.012,0.053,4.01389,0,nan,0.0,3,1,18
30743035,1603428610800335,340356255,1087574240,426786,398871,0.221,0.48691,0.777,1.21,0.63,1.04,107,6,0.012,0.0,-0.012,0.077,4.01389,0,nan,0.0,3,1,18
31740334,1603428611800334,340356255,1087574241,426872,398957,0.136,0.486965,0.763,1.188,0.63,1.04,107,6,0.02,-0.001,-0.02,0.003,4.01389,0,nan,0.0,3,1,18
32744295,1603428612800334,340356255,1087574241,426932,399018,0.229,0.487023,0.751,1.168,0.63,1.04,108,5,0.025,0.02,0.016,0.104,4.01389,0,nan,0.0,3,1,18
