timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
24886405,3670026,-0.00234627,-0.00301876,0.000758772,3670026,0.0,0.0,0.049203,396809,0.0,0.0,0.0
24896378,3670026,-0.00234641,-0.00301895,0.00075882,3670026,0.0,0.0,0.0492061,396809,0.0,0.0,0.0
25894647,3670026,-0.00249275,-0.00324953,-0.000480281,3670026,0.0,0.0,0.0507288,396809,0.0,0.0,0.0
26892737,3670026,-0.00253902,-0.00353209,-0.00150856,3670026,0.0,0.0,0.0518048,396809,0.0,0.0,0.0
27890936,3670026,-0.00260379,-0.00368137,-0.00211158,3670026,0.0,0.0,0.0527097,396809,0.0,0.0,0.0
28894100,3670026,-0.00261228,-0.00375307,-0.00146962,3670026,0.0,0.0,0.0516394,396809,0.0,0.0,0.0
29892316,3670026,-0.00262675,-0.00380961,-0.00096353,3670026,0.0157621,-0.00137876,0.0510563,396809,0.0,0.0,0.0
30885533,3670026,-0.00261937,-0.00380253,-0.000563946,3670026,0.0147443,-0.00413724,0.0502674,396809,0.0,0.0,0.0
31893665,3670026,-0.00260966,-0.00379538,-0.00021466,3670026,0.0126119,-0.00322229,0.0501996,396809,0.0,0.0,0.0
32892031,3670026,-0.00260639,-0.00379562,6.83036e-05,3670026,0.0160522,-0.0048588,0.049834,396809,0.0,0.0,0.0
33895031,3670026,-0.00259761,-0.00378231,0.00028879,3670026,0.017076,-0.0101838,0.0494517,396809,0.0,0.0,0.0
34893279,3670026,-0.00260131,-0.00378832,0.000482946,3670026,0.0168738,-0.0100832,0.0498832,396809,0.0,0.0,0.0
35891433,3670026,-0.00259103,-0.00376366,0.000658577,3670026,0.016084,-0.00996319,0.0501742,396809,0.0,0.0,0.0
36894601,3670026,-0.00261811,-0.00380591,0.000832727,3670026,0.0163726,-0.00850218,0.0498946,396809,0.0,0.0,0.0
37892808,3670026,-0.00247424,-0.00391718,0.000951753,3670026,0.0137576,-0.0143468,0.0512559,396809,0.0,0.0,0.0
38891003,3670026,-0.00257927,-0.00376823,0.000990495,3670026,0.0184155,-0.0101685,0.0529516,396809,0.0,0.0,0.0
39894310,3670026,-0.00259412,-0.00380249,0.00101407,3670026,0.0136054,-0.0142657,0.0573118,396809,0.0,0.0,0.0
40897340,3670026,-0.00260212,-0.00378461,0.00101815,3670026,0.0160935,-0.0121519,0.0577084,396809,0.0,0.0,0.0
41885609,3670026,-0.002597,-0.0037928,0.00102298,3670026,0.0184131,-0.0156737,0.0581022,396809,0.0,0.0,0.0
42888808,3670026,-0.00259271,-0.00378144,0.00102836,3670026,0.0183075,-0.0151076,0.0555509,396809,0.0,0.0,0.0
43896935,3670026,-0.00258498,-0.00378251,0.00105059,3670026,0.0176763,-0.0150977,0.0535743,396809,0.0,0.0,0.0
44885183,3670026,-0.00260392,-0.00379464,0.00107212,3670026,0.0181257,-0.0152097,0.0523193,396809,0.0,0.0,0.0
45888354,3670026,-0.00262309,-0.00383495,0.00106724,3670026,0.016329,-0.0135869,0.0541465,396809,0.0,0.0,0.0
