timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
24821458,24821,1,1,1,0,0,0,0,0
25328013,24821,1,1,1,0,0,0,0,0
25837038,24821,1,1,1,0,0,0,0,0
26345085,24821,1,1,1,0,0,0,0,0
26852979,24821,1,1,1,0,0,0,0,0
27360357,24821,1,1,1,0,0,0,0,0
27866016,24821,1,1,1,0,0,0,0,0
28373422,24821,1,1,1,0,0,0,0,0
28880021,24821,1,1,1,0,0,0,0,0
29388078,24821,1,1,1,0,0,0,0,0
29895089,24821,1,1,1,0,0,0,0,0
30403987,24821,1,1,1,0,0,0,0,0
30912076,24821,1,1,1,0,0,0,0,0
31421338,24821,1,1,1,0,0,0,0,0
31927989,24821,1,1,1,0,0,0,0,0
32437070,24821,1,1,1,0,0,0,0,0
32944121,24821,1,1,1,0,0,0,0,0
33454017,24821,1,1,1,0,0,0,0,0
33962050,24821,1,1,1,0,0,0,0,0
34469980,24821,1,1,1,0,0,0,0,0
34978994,24821,1,1,1,0,0,0,0,0
35485976,24821,1,1,1,0,0,0,0,0
35993279,24821,1,1,1,0,0,0,0,0
36500186,24821,1,1,1,0,0,0,0,0
37009000,24821,1,1,1,0,0,0,0,0
37517273,24821,1,1,1,0,0,0,0,0
38026142,24821,1,1,1,0,0,0,0,0
38533023,24821,1,1,1,0,0,0,0,0
39041382,24821,1,1,1,0,0,0,0,0
39547885,24821,1,1,1,0,0,0,0,0
40054083,24821,1,1,1,0,0,0,0,0
40562983,24821,1,1,1,0,0,0,0,0
41070007,24821,1,1,1,0,0,0,0,0
41579015,24821,1,1,1,0,0,0,0,0
42087139,24821,1,1,1,0,0,0,0,0
42593980,24821,1,1,1,0,0,0,0,0
43103288,24821,1,1,1,0,0,0,0,0
43610740,24821,1,1,1,0,0,0,0,0
44118003,24821,1,1,1,0,0,0,0,0
44626152,24821,1,1,1,0,0,0,0,0
45134384,24821,1,1,1,0,0,0,0,0
45641006,24821,1,1,1,0,0,0,0,0
46148982,24821,1,1,1,0,0,0,0,0
46656984,24821,1,1,1,0,0,0,0,0
47164173,24821,1,1,1,0,0,0,0,0
47673011,24821,1,1,1,0,0,0,0,0
48178981,24821,1,1,1,0,0,0,0,0
48687983,24821,1,1,1,0,0,0,0,0
49195147,24821,1,1,1,0,0,0,0,0
49695984,24821,1,1,1,0,0,0,0,0
50204046,24821,1,1,1,0,0,0,0,0
50709986,24821,1,1,1,0,0,0,0,0
51220234,24821,1,1,1,0,0,0,0,0
51727982,24821,1,1,1,0,0,0,0,0
52236629,24821,1,1,1,0,0,0,0,0
52744041,24821,1,1,1,0,0,0,0,0
53254103,24821,1,1,1,0,0,0,0,0
53760712,24821,1,1,1,0,0,0,0,0
54269128,24821,1,1,1,0,0,0,0,0
54777053,24821,1,1,1,0,0,0,0,0
55283982,24821,1,1,1,0,0,0,0,0
55793134,24821,1,1,1,0,0,0,0,0
56302033,24821,1,1,1,0,0,0,0,0
56812015,24821,1,1,1,0,0,0,0,0
57321328,24821,1,1,1,0,0,0,0,0
57828435,24821,1,1,1,0,0,0,0,0
58335984,24821,1,1,1,0,0,0,0,0
58843113,24821,1,1,1,0,0,0,0,0
59351037,24821,1,1,1,0,0,0,0,0
59851521,24821,1,1,1,0,0,0,0,0
60359210,24821,1,1,1,0,0,0,0,0
60864978,24821,1,1,1,0,0,0,0,0
61372196,24821,1,1,1,0,0,0,0,0
61879004,24821,1,1,1,0,0,0,0,0
62386067,24821,1,1,1,0,0,0,0,0
62893261,24821,1,1,1,0,0,0,0,0
63398980,24821,1,1,1,0,0,0,0,0
63907992,24821,1,1,1,0,0,0,0,0
64416016,24821,1,1,1,0,0,0,0,0
64924037,24821,1,1,1,0,0,0,0,0
65432975,24821,1,1,1,0,0,0,0,0
65941335,24821,1,1,1,0,0,0,0,0
66448990,24821,1,1,1,0,0,0,0,0
66958138,24821,1,1,1,0,0,0,0,0
67464979,24821,1,1,1,0,0,0,0,0
67972979,24821,1,1,1,0,0,0,0,0
68481983,24821,1,1,1,0,0,0,0,0
68991041,24821,1,1,1,0,0,0,0,0
69498983,24821,1,1,1,0,0,0,0,0
70007077,24821,1,1,1,0,0,0,0,0
70516947,24821,1,1,1,0,0,0,0,0
71025163,24821,1,1,1,0,0,0,0,0
71532016,24821,1,1,1,0,0,0,0,0
72039984,24821,1,1,1,0,0,0,0,0
72549066,24821,1,1,1,0,0,0,0,0
73055993,24821,1,1,1,0,0,0,0,0
73564245,24821,1,1,1,0,0,0,0,0
74070996,24821,1,1,1,0,0,0,0,0
74578017,24821,1,1,1,0,0,0,0,0
75085984,24821,1,1,1,0,0,0,0,0
75592981,24821,1,1,1,0,0,0,0,0
76101000,24821,1,1,1,0,0,0,0,0
76608984,24821,1,1,1,0,0,0,0,0
77116983,24821,1,1,1,0,0,0,0,0
77624026,24821,1,1,1,0,0,0,0,0
78131202,24821,1,1,1,0,0,0,0,0
78636979,24821,1,1,1,0,0,0,0,0
79142982,24821,1,1,1,0,0,0,0,0
79652011,24821,1,1,1,0,0,0,0,0
80152125,24821,1,1,1,0,0,0,0,0
80661296,24821,1,1,1,0,0,0,0,0
81171065,24821,1,1,1,0,0,0,0,0
81680843,24821,1,1,1,0,0,0,0,0
82188170,24821,1,1,1,0,0,0,0,0
82695025,24821,1,1,1,0,0,0,0,0
83203277,24821,1,1,1,0,0,0,0,0
83710288,24821,1,1,1,0,0,0,0,0
84219226,24821,1,1,1,0,0,0,0,0
84726981,24821,1,1,1,0,0,0,0,0
85233995,24821,1,1,1,0,0,0,0,0
85743412,24821,1,1,1,0,0,0,0,0
86251066,24821,1,1,1,0,0,0,0,0
86758010,24821,1,1,1,0,0,0,0,0
87267460,24821,1,1,1,0,0,0,0,0
87774734,24821,1,1,1,0,0,0,0,0
88280490,24821,1,1,1,0,0,0,0,0
88786104,24821,1,1,1,0,0,0,0,0
89294252,24821,1,1,1,0,0,0,0,0
89802982,24821,1,1,1,0,0,0,0,0
90311016,24821,1,1,1,0,0,0,0,0
90819231,24821,1,1,1,0,0,0,0,0
91325427,24821,1,1,1,0,0,0,0,0
91833046,24821,1,1,1,0,0,0,0,0
92341528,24821,1,1,1,0,0,0,0,0
92850040,24821,1,1,1,0,0,0,0,0
93358114,24821,1,1,1,0,0,0,0,0
93866091,24821,1,1,1,0,0,0,0,0
94375043,24821,1,1,1,0,0,0,0,0
94882072,24821,1,1,1,0,0,0,0,0
95388990,24821,1,1,1,0,0,0,0,0
95895996,24821,1,1,1,0,0,0,0,0
96404011,24821,1,1,1,0,0,0,0,0
96914020,24821,1,1,1,0,0,0,0,0
97422131,24821,1,1,1,0,0,0,0,0
97928981,24821,1,1,1,0,0,0,0,0
98436988,24821,1,1,1,0,0,0,0,0
98946048,24821,1,1,1,0,0,0,0,0
99452019,24821,1,1,1,0,0,0,0,0
99958985,24821,1,1,1,0,0,0,0,0
100466126,24821,1,1,1,0,0,0,0,0
100974597,24821,1,1,1,0,0,0,0,0
101482001,24821,1,1,1,0,0,0,0,0
101990992,24821,1,1,1,0,0,0,0,0
102498062,24821,1,1,1,0,0,0,0,0
103007014,24821,1,1,1,0,0,0,0,0
103514980,24821,1,1,1,0,0,0,0,0
104022187,24821,1,1,1,0,0,0,0,0
104528981,24821,1,1,1,0,0,0,0,0
105035373,24821,1,1,1,0,0,0,0,0
105544515,24821,1,1,1,0,0,0,0,0
106050981,24821,1,1,1,0,0,0,0,0
106559074,24821,1,1,1,0,0,0,0,0
107065011,24821,1,1,1,0,0,0,0,0
107574448,24821,1,1,1,0,0,0,0,0
108081185,24821,1,1,1,0,0,0,0,0
108588265,24821,1,1,1,0,0,0,0,0
109095373,24821,1,1,1,0,0,0,0,0
109601979,24821,1,1,1,0,0,0,0,0
110109983,24821,1,1,1,0,0,0,0,0
110619077,24821,1,1,1,0,0,0,0,0
111129014,24821,1,1,1,0,0,0,0,0
111637115,24821,1,1,1,0,0,0,0,0
112144177,24821,1,1,1,0,0,0,0,0
112651983,24821,1,1,1,0,0,0,0,0
113160136,24821,1,1,1,0,0,0,0,0
113667009,24821,1,1,1,0,0,0,0,0
114174231,24821,1,1,1,0,0,0,0,0
114681016,24821,1,1,1,0,0,0,0,0
115188993,24821,1,1,1,0,0,0,0,0
115696069,24821,1,1,1,0,0,0,0,0
116203207,24821,1,1,1,0,0,0,0,0
116709130,24821,1,1,1,0,0,0,0,0
