timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
24886405,-0.0153026,-0.0467965,-0.013776,-0.0458295,0.0379873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.125793,0.0,0.0,nan,0.0,0.0,0.00093627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24896378,-0.0153026,-0.0467965,-0.013776,-0.0458295,0.0379873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.125793,0.0,0.0,nan,0.0,0.0,0.00093627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25085141,-0.0550541,-0.062988,0.0257677,-0.0551363,0.0418131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0209351,0.0,0.0,nan,0.0,0.0,-0.00499904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25293633,-0.00160884,-0.0584373,-0.0348987,-0.0559115,0.0481195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.169739,0.0,0.0,nan,0.0,0.0,-0.0475366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25497245,-0.0156052,-0.029244,-0.00223388,-0.0541062,0.0536093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.315125,0.0,0.0,nan,0.0,0.0,-0.0612214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25695892,-0.0291809,-0.0433147,-0.00836309,-0.0499231,0.0621649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0525513,0.0,0.0,nan,0.0,0.0,-0.0622443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25894647,-0.0128056,-0.0448027,0.0100847,-0.0540897,0.0815654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.212463,0.0,0.0,nan,0.0,0.0,-0.0382974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26093184,-0.0255377,-0.0782943,0.00951272,-0.060241,0.0810753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.00357056,0.0,0.0,nan,0.0,0.0,-0.0484488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26286864,0.0069388,-0.0720619,-0.015886,-0.0630602,0.0866312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.321472,0.0,0.0,nan,0.0,0.0,-0.0267299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26485511,0.0147035,-0.0842902,-0.00223703,-0.0488046,0.0819013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0847168,0.0,0.0,nan,0.0,0.0,-0.00276542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
