timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
26285092,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26787028,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27294198,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27802704,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28309353,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28816377,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29324011,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29831237,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30337985,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30848064,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31354967,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31863048,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32371971,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32879083,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33385969,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33892971,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34400046,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34907042,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35414971,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35922034,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
36428991,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
36936974,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
37446146,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
37953436,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38464134,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38974968,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39475005,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39943980,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
40452969,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
40963040,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
41463680,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
41969032,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
42474970,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
42982514,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
43490046,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
43999007,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
44506323,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
45013523,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
45521971,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
46028971,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
46537971,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
47048039,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
47557990,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
47746244,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
48253037,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
48759995,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
49266042,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
49775031,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
50284017,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
50791040,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
51299997,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
51806008,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
52313248,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
52820982,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
53329009,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
53838013,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
