timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
26282367,0.15340692,0.023549853,0.0
359363434,0.15180176,0.02347309,0.0
359368412,0.15137845,0.023401517,0.0
359562149,0.1363797,0.022635404,0.0
359765713,0.13631271,0.022835601,0.0
359964449,0.13743466,0.022437416,0.0
360162928,0.13943155,0.022552961,0.0
