timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
26351376,0.68986547,0.016361367,-0.011165639,-0.7236666,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26356342,0.6899488,0.01643089,-0.011000118,-0.7235881,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26406017,0.68952805,0.01652945,-0.0110621555,-0.72398585,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26455653,0.6899559,0.016534543,-0.011216704,-0.72357565,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26604774,0.6902096,0.016678803,-0.011258441,-0.7233297,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26654288,0.6902733,0.016612817,-0.011329936,-0.7232693,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26703932,0.69062406,0.016504044,-0.011156606,-0.72293955,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26753588,0.6909217,0.016691107,-0.010970809,-0.7226537,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26803244,0.6909894,0.016841926,-0.0110862395,-0.72258365,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26852964,0.6911037,0.016664121,-0.011274084,-0.7224756,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26907522,0.6914476,0.016622176,-0.011222399,-0.72214824,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
26957178,0.6917899,0.016349742,-0.011386345,-0.72182393,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
27001868,0.6920853,0.016896887,-0.010963161,-0.7215346,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
27051524,0.69242966,0.017170632,-0.010743705,-0.721201,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
27106187,0.692683,0.01718922,-0.010822332,-0.72095615,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
27155801,0.6931667,0.017185502,-0.010730636,-0.7204926,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
27205458,0.6935433,0.016792255,-0.010905722,-0.7201367,-0.99995726,7.228267e-10,1.7537822e-09,-0.009254299,3
