timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
16196951,-0.034741145,-0.0,-1.4307712,0.0,0.75472647,-0.01311135,0.011392933,-0.6558096,0.0,0.0,-0.0,0,0,0,0,0
16201933,-0.034741145,-0.0,-1.431176,0.0,0.75459373,-0.013109043,0.011395587,-0.65596235,0.0,0.0,-0.0,0,0,0,0,0
16301201,-0.034741145,-0.0,-1.4304379,0.0,0.7548358,-0.013113249,0.011390749,-0.6556838,0.0,0.0,-0.0,0,0,0,0,0
16400614,-0.034741145,-0.0,-1.4301552,0.0,0.75492847,-0.013114858,0.011388895,-0.65557706,0.0,0.0,-0.0,0,0,0,0,0
16499868,-0.034741145,-0.0,-1.4308125,0.0,0.754713,-0.0131111145,0.011393204,-0.6558252,0.0,0.0,-0.0,0,0,0,0,0
16599137,-0.034741145,-0.0,-1.429815,0.0,0.75503993,-0.013116795,0.011386664,-0.6554487,0.0,0.0,-0.0,0,0,0,0,0
16698452,-0.034741145,-0.0,-1.4292779,0.0,0.75521594,-0.013119853,0.01138314,-0.65524584,0.0,0.0,-0.0,0,0,0,0,0
16797851,-0.034741145,-0.0,-1.4291099,0.0,0.75527096,-0.013120809,0.011382039,-0.6551824,0.0,0.0,-0.0,0,0,0,0,0
16902161,-0.034741145,-0.0,-1.4279301,0.0,0.7556574,-0.013127522,0.011374297,-0.6547368,0.0,0.0,-0.0,0,0,0,0,0
16996342,-0.034741145,-0.0,-1.426921,0.0,0.7559876,-0.013133259,0.011367672,-0.65435547,0.0,0.0,-0.0,0,0,0,0,0
17100739,-0.034741145,-0.0,-1.4268292,0.0,0.75601757,-0.013133779,0.01136707,-0.6543208,0.0,0.0,-0.0,0,0,0,0,0
17200092,-0.034741145,-0.0,-1.4257092,0.0,0.7563839,-0.013140143,0.011359712,-0.6538973,0.0,0.0,-0.0,0,0,0,0,0
17299346,-0.034741145,-0.0,-1.4243119,0.0,0.75684065,-0.013148078,0.011350529,-0.65336865,0.0,0.0,-0.0,0,0,0,0,0
17398709,-0.034741145,-0.0,-1.4240646,0.0,0.7569214,-0.01314948,0.011348903,-0.6532751,0.0,0.0,-0.0,0,0,0,0,0
17497932,-0.034741145,-0.0,-1.4237841,0.0,0.75701296,-0.013151071,0.011347058,-0.6531689,0.0,0.0,-0.0,0,0,0,0,0
17602443,-0.034741145,-0.0,-1.4235687,0.0,0.75708336,-0.013152294,0.011345643,-0.6530874,0.0,0.0,-0.0,0,0,0,0,0
17696669,-0.034741145,-0.0,-1.4225786,0.0,0.75740653,-0.013157908,0.01133913,-0.6527125,0.0,0.0,-0.0,0,0,0,0,0
17800796,-0.034741145,-0.0,-1.4220762,0.0,0.7575705,-0.013160757,0.011335825,-0.6525222,0.0,0.0,-0.0,0,0,0,0,0
17900248,-0.034741145,-0.0,-1.4215139,0.0,0.7577539,-0.013163943,0.0113321245,-0.65230924,0.0,0.0,-0.0,0,0,0,0,0
17999555,-0.034741145,-0.0,-1.4225316,0.0,0.7574219,-0.013158175,0.011338821,-0.6526947,0.0,0.0,-0.012071006,0,0,0,0,0
18098790,-0.034741145,-0.0,-1.4223785,-0.012064488,0.75747186,-0.013159043,0.011337814,-0.65263677,0.0,0.0,-0.20721895,0,0,0,0,0
18198230,-0.034741145,-0.0,-1.423397,0.0,0.7571394,-0.013153268,0.011344513,-0.65302235,0.0,0.0,-0.21230769,0,0,0,0,0
18302346,-0.034741145,-0.0,-1.423397,0.0,0.7571394,-0.013153268,0.011344513,-0.65302235,0.0,0.0,-0.21434319,0,0,0,0,0
18396853,-0.034741145,-0.0,-1.423397,0.0,0.7571394,-0.013153268,0.011344513,-0.65302235,0.0,0.0,-0.21434319,0,0,0,0,0
18501120,-0.034741145,-0.0,-1.423397,0.0,0.7571394,-0.013153268,0.011344513,-0.65302235,0.0,0.0,-0.21434319,0,0,0,0,0
18600348,-0.034741145,-0.0,-1.423397,0.0,0.7571394,-0.013153268,0.011344513,-0.65302235,0.0,0.0,-0.2163787,0,0,0,0,0
18699886,-0.034741145,-0.0,-1.423397,0.0,0.7571394,-0.013153268,0.011344513,-0.65302235,0.0,0.0,-0.22960947,0,0,0,0,0
18799024,-0.034741145,-0.0,-1.4234867,-0.006032244,0.75711006,-0.013152759,0.011345103,-0.6530563,0.0,0.0,-0.23062722,0,0,0,0,0
18898402,-0.034741145,-0.0,-1.4235166,0.0,0.7571003,-0.013152588,0.0113453,-0.65306765,0.0,0.0,-0.23062722,0,0,0,0,0
19002597,-0.034741145,-0.0,-1.4235166,0.0,0.7571003,-0.013152588,0.0113453,-0.65306765,0.0,0.0,-0.22960947,0,0,0,0,0
19096968,-0.034741145,-0.0,-1.4235166,0.0,0.7571003,-0.013152588,0.0113453,-0.65306765,0.0,0.0,-0.22859171,0,0,0,0,0
19201338,-0.034741145,-0.0,-1.4235166,0.0,0.7571003,-0.013152588,0.0113453,-0.65306765,0.0,0.0,-0.22960947,0,0,0,0,0
19300662,-0.034741145,-0.0,-1.4235166,0.0,0.7571003,-0.013152588,0.0113453,-0.65306765,0.0,0.0,-0.22960947,0,0,0,0,0
19399850,-0.034741145,-0.0,-1.4235166,0.0,0.7571003,-0.013152588,0.0113453,-0.65306765,0.0,0.0,-0.22960947,0,0,0,0,0
19499310,-0.034741145,-0.0,-1.4240559,0.0,0.7569242,-0.013149529,0.011348846,-0.6532718,0.0,0.0,-0.23062722,0,0,0,0,0
19598593,-0.034741145,-0.0,-1.4243256,-0.018096732,0.7568361,-0.013147999,0.011350619,-0.65337384,0.0,0.0,-0.22960947,0,0,0,0,0
19702779,-0.034741145,-0.0,-1.4245054,0.0,0.7567774,-0.013146979,0.0113518005,-0.65344185,0.0,0.0,-0.22960947,0,0,0,0,0
19797229,-0.0332936,-0.0,-1.4250438,-0.024128975,0.75661075,-0.012596311,0.010882246,-0.6536536,0.0,0.0,-0.22859171,0,0,0,0,0
19901543,-0.034741145,-0.0,-1.4261211,0.0,0.75624925,-0.013137803,0.0113624185,-0.65405303,0.0,0.0,-0.22859171,0,0,0,0,0
20000749,-0.034741145,-0.0,-1.4261211,0.0,0.75624925,-0.013137803,0.0113624185,-0.65405303,0.0,0.0,-0.22859171,0,0,0,0,0
20100040,-0.0332936,-0.0,-1.4261811,-0.012064488,0.756239,-0.012590122,0.010889407,-0.6540837,0.0,0.0,-0.22960947,0,0,0,0,0
20199350,-0.034741145,-0.0,-1.4264208,0.0,0.75615126,-0.013136101,0.011364386,-0.65416634,0.0,0.0,-0.256071,0,0,0,0,0
20298835,-0.034741145,-0.0,-1.4264208,0.0,0.75615126,-0.013136101,0.011364386,-0.65416634,0.0,0.0,-0.29474556,0,0,0,0,0
20403060,-0.031846054,-0.0,-1.4264208,0.0,0.75616944,-0.012041525,0.01041744,-0.6541821,0.0,0.0,-0.2977988,0,0,0,0,0
20497427,0.0,0.0,-1.4264208,0.0,0.75626534,0.0,0.0,-0.65426505,0.0,0.0,-0.2977988,0,0,0,0,0
20601586,0.0,0.0,-1.4264208,0.0,0.75626534,0.0,0.0,-0.65426505,0.0,0.0,-0.2977988,0,0,0,0,0
20695965,0.019135538,-0.0,-1.4266903,-0.006032244,0.75614256,0.0072348183,-0.0062607364,-0.654337,0.0,0.0,-0.2977988,0,0,0,0,0
