timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
17604291,3932170,3932170,0,0,0,0,0,0.000315325,1.00891e-05,8.92663e-10,801,801
17709129,3932170,3932170,0,0,0,0,0,0.000378312,2.49041e-05,2.75998e-09,801,801
18637417,3932170,3932170,0,0,0,0,0,0.00558704,0.000605048,1.99253e-07,801,801
19675157,3932170,3932170,0,0,0,0,0,0.00779038,0.00101445,5.82661e-07,801,801
20613729,3932170,3932170,0,0,0,0,0,0.00794209,0.00102884,5.02415e-07,801,801
21656550,3932170,3932170,0,0,0,0,0,0.00777471,0.00104776,4.72513e-07,801,801
22594414,3932170,3932170,0,0,0,0,0,0.0080925,0.00108256,5.71251e-07,801,801
23637313,3932170,3932170,0,0,0,0,0,0.00849726,0.00118582,6.17332e-07,801,801
24680239,3932170,3932170,0,0,0,0,0,0.00898408,0.0013897,9.01636e-07,801,801
25613651,3932170,3932170,0,0,0,0,0,0.0152358,0.00254777,1.71672e-06,801,801
26656389,3932170,3932170,0,0,0,0,0,0.0194743,0.00328385,2.65966e-06,801,801
27594509,3932170,3932170,0,0,0,0,0,0.0216956,0.00357855,3.11436e-06,801,801
28632542,3932170,3932170,0,0,0,0,0,0.0251047,0.00348913,3.09352e-06,801,801
29670598,3932170,3932170,0,0,0,0,0,0.0232433,0.00313503,2.60367e-06,801,801
30608523,3932170,3932170,0,0,0,0,0,0.0215974,0.00292949,2.09495e-06,801,801
31656492,3932170,3932170,0,0,0,0,0,0.0165864,0.00214837,1.21573e-06,801,801
32594617,3932170,3932170,0,0,0,0,0,0.018636,0.00221775,1.42033e-06,801,801
33637605,3932170,3932170,0,0,0,0,0,0.0159996,0.00205609,1.11447e-06,801,801
34680484,3932170,3932170,0,0,0,0,0,0.0181991,0.00210784,1.46447e-06,801,801
35608979,3932170,3932170,0,0,0,0,0,0.0167503,0.00195697,1.25944e-06,801,801
36651987,3932170,3932170,0,0,0,0,0,0.0165499,0.00154585,7.88341e-07,801,801
37594730,3932170,3932170,0,0,0,0,0,0.0193753,0.00186051,9.97947e-07,801,801
38637674,3932170,3932170,0,0,0,0,0,0.0262761,0.00239781,3.20718e-06,801,801
39680668,3932170,3932170,0,0,0,0,0,0.024701,0.00222404,1.77929e-06,801,801
40613853,3932170,3932170,0,0,0,0,0,0.0257345,0.00233205,2.25595e-06,801,801
41651790,3932170,3932170,0,0,0,0,0,0.0224633,0.00209815,1.40614e-06,801,801
42585069,3932170,3932170,0,0,0,0,0,0.0254897,0.00182615,1.63236e-06,801,801
43627845,3932170,3932170,0,0,0,0,0,0.0177741,0.00170324,1.06627e-06,801,801
44665804,3932170,3932170,0,0,0,0,0,0.0182736,0.00196909,1.96586e-06,801,801
45598953,3932170,3932170,0,0,0,0,0,0.0255029,0.00251943,2.17638e-06,801,801
46636933,3932170,3932170,0,0,0,0,0,0.0227958,0.00221706,1.24039e-06,801,801
47580076,3932170,3932170,0,0,0,0,0,0.0282502,0.00266107,2.91571e-06,801,801
48618044,3932170,3932170,0,0,0,0,0,0.0239217,0.00206495,2.54338e-06,801,801
