timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
17680922,17680672,0.0147811,0.0152258,0.00836983,0.0,0.0,0.0,0.0,-1.0
17682175,17681920,0.0165909,0.0172253,0.00922811,0.0,0.0,0.0,0.0,-1.0
17782835,17782577,0.0125518,0.0119093,0.00546309,0.0,0.0,0.0,0.0,-1.0
17880842,17880596,-0.0164439,0.0130897,0.00591877,0.0,0.0,0.0,0.0,-1.0
17982663,17982422,0.0312982,-0.0133109,-0.0138795,0.0,0.0,0.0,0.0,-1.0
18083253,18083005,-0.0207235,0.0319111,0.0100227,0.0,0.0,0.0,0.0,-1.0
18181357,18181111,0.0152852,-0.0269358,-0.000354645,0.0,0.0,0.0,0.0,-1.0
18283180,18282932,-0.0277482,0.0160298,-0.00830205,0.0,0.0,0.0,0.0,-1.0
18381283,18381035,0.027849,0.0238008,0.0125631,0.0,0.0,0.0,0.0,-1.0
18483105,18482857,-0.0025017,0.0600957,0.00831072,0.0,0.0,0.0,0.0,-1.0
18581257,18580998,0.0179069,-0.0655485,-0.00833292,0.0,0.0,0.0,0.0,-1.0
18681782,18681540,-0.00688583,-0.103072,0.0055466,0.0,0.0,0.0,0.0,-1.0
18783613,18783365,-0.0644957,-0.0327268,0.004845,0.0,0.0,0.0,0.0,-1.0
18881900,18881651,-0.0246958,0.0520406,0.0192623,0.0,0.0,0.0,0.0,-1.0
18983536,18983290,-0.0181194,0.0370504,0.0204572,0.0,0.0,0.0,0.0,-1.0
19081636,19081391,0.00317542,0.0342896,-0.00307095,0.0,0.0,0.0,0.0,-1.0
19182226,19181974,0.0557133,-0.0203046,-0.0188441,0.0,0.0,0.0,0.0,-1.0
19284050,19283799,0.0874496,-0.0782299,-0.00682911,0.0,0.0,0.0,0.0,-1.0
19382260,19382014,-0.0956754,0.00412711,-0.00864171,0.0,0.0,0.0,0.0,-1.0
19483964,19483725,-0.0243473,-0.0174794,-0.015716,0.0,0.0,0.0,0.0,-1.0
19582073,19581825,-0.0662334,-0.0471702,0.00406507,0.0,0.0,0.0,0.0,-1.0
19682801,19682560,-0.10383,0.0384075,0.0120352,0.0,0.0,0.0,0.0,-1.0
19780761,19780510,-0.0346319,0.0174089,0.0117576,0.0,0.0,0.0,0.0,-1.0
19882583,19882334,-0.0796844,0.013568,0.013926,0.0,0.0,0.0,0.0,-1.0
19984405,19984160,-0.0965953,0.0310815,0.0167149,0.0,0.0,0.0,0.0,-1.0
20082515,20082260,0.0839796,-0.0349291,0.00809351,0.0,0.0,0.0,0.0,-1.0
20184336,20184085,0.00145412,-0.0555416,0.0126087,0.0,0.0,0.0,0.0,-1.0
20281196,20280943,0.0235693,-0.0366265,-0.0057749,0.0,0.0,0.0,0.0,-1.0
