timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
17671994,0.676288,-0.00502324,-0.00862255,-0.73657,-0.364506,-0.271446,0.0236814,-0.254187,-0.156511,-0.170663,-0.000139728,-5.62991e-05,0.000108128,0.0,0.0,0.000748057,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,8.94822e-10,1.37717e-05,0.000268545,0.000104515,5.05484e-05,5.00697e-05,7.96544e-05,0.0715048,0.0721461,0.0442625,0.0792961,0.0793881,0.39399,8.95858e-10,9.55143e-10,2.83305e-09,0.0,0.0,8.52582e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105152,0.122525,0.168372,67109395,0.398352,0.627686,0.061176,0.0,0.00562271,0.00562271,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
17681920,0.676394,-0.00501172,-0.00863151,-0.736473,-0.365767,-0.272981,0.0237796,-0.257747,-0.15921,-0.170506,-0.000139738,-5.63868e-05,0.00010751,0.0,0.0,0.000748119,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,1.58149e-09,1.8396e-05,0.000305164,0.000103998,5.07579e-05,5.02786e-05,7.92808e-05,0.072214,0.0728661,0.0443918,0.0805796,0.080677,0.396207,8.95864e-10,9.54846e-10,2.81781e-09,0.0,0.0,8.52581e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104739,0.116712,0.161023,531,0.401568,0.62945,0.0608493,0.0,0.00562271,0.00562271,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
17880596,0.676817,-0.00302765,-0.00911481,-0.736088,-0.31803,-0.255414,0.0224088,-0.237746,-0.155259,-0.17031,-0.000145501,-6.11359e-05,0.000101488,0.0,0.0,0.000747336,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,1.98759e-08,8.88964e-05,0.000947396,0.000103754,4.60786e-05,4.5674e-05,7.93795e-05,0.067996,0.0687128,0.0438589,0.0785799,0.0787115,0.401774,7.76637e-10,8.2956e-10,2.69785e-09,0.0,0.0,8.23074e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102719,0.103722,0.143027,531,0.3966,0.633857,0.124515,0.0,0.00527773,0.00527773,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
18069506,0.67952,-0.00110124,-0.00945482,-0.733595,-0.274401,-0.225961,0.0227115,-0.213273,-0.146803,-0.181169,-0.000150496,-6.63086e-05,8.97369e-05,0.0,0.0,0.000750202,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,7.26132e-08,0.000242223,0.0024544,0.000102116,4.16451e-05,4.13139e-05,7.87614e-05,0.0632875,0.0640383,0.0422335,0.0753236,0.0754782,0.392169,6.74471e-10,7.21371e-10,2.56889e-09,0.0,0.0,7.86565e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132929,0.0974471,0.132299,531,0.388332,0.626234,0.152189,0.0,0.00486983,0.00486983,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
18282932,0.681064,0.000528798,-0.0100316,-0.732155,-0.224871,-0.217405,0.0135393,-0.196204,-0.143398,-0.195444,-0.000154593,-7.08636e-05,7.90305e-05,0.0,0.0,0.00075414,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,1.25027e-07,0.000382698,0.00394239,0.000101277,3.81007e-05,3.78256e-05,7.84114e-05,0.0605913,0.0613947,0.0409474,0.0747244,0.0749132,0.38719,5.8895e-10,6.30263e-10,2.44621e-09,0.0,0.0,7.53074e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139758,0.0758724,0.103298,531,0.38683,0.622246,0.112221,0.0,0.00439413,0.00439413,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
18481616,0.683238,0.00228847,-0.0101933,-0.730121,-0.189346,-0.195612,0.00977214,-0.174821,-0.134625,-0.202625,-0.00015798,-7.50125e-05,6.86945e-05,0.0,0.0,0.000756434,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,1.63161e-07,0.00047544,0.00463425,9.99341e-05,3.4709e-05,3.44906e-05,7.7937e-05,0.0570799,0.05789,0.0396044,0.0728825,0.0730916,0.380325,5.15316e-10,5.51374e-10,2.32943e-09,0.0,0.0,7.22324e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013813,0.0616683,0.0833414,531,0.382066,0.616705,0.1451,0.0,0.00398697,0.00398697,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
18675388,0.685312,0.00387255,-0.00990421,-0.728172,-0.1462,-0.165888,0.0102694,-0.152712,-0.123891,-0.200974,-0.000160689,-7.86536e-05,5.87062e-05,0.0,0.0,0.000756857,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,2.10696e-07,0.000652676,0.00627203,9.83132e-05,3.16182e-05,3.14554e-05,7.7189e-05,0.0534657,0.0542708,0.039059,0.0702425,0.0704602,0.383426,4.53332e-10,4.84658e-10,2.21876e-09,0.0,0.0,7.00828e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013449,0.0506356,0.0681167,531,0.375104,0.619214,0.132908,0.0,0.00351473,0.00351473,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
18874161,0.686953,0.0049172,-0.0108945,-0.726603,-0.113642,-0.159906,0.0102289,-0.133075,-0.114882,-0.200564,-0.000162895,-8.18181e-05,4.97685e-05,0.0,0.0,0.00075789,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,3.78328e-07,0.000848541,0.00724519,9.70153e-05,2.89435e-05,2.88015e-05,7.66091e-05,0.0506964,0.0514903,0.0378308,0.0685998,0.0688298,0.376722,3.99695e-10,4.2682e-10,2.11362e-09,0.0,0.0,6.74272e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122187,0.0388322,0.0523231,531,0.370715,0.613777,0.102276,0.0,0.00309196,0.00309196,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
19072699,0.688694,0.0059337,-0.0104344,-0.724953,-0.0783869,-0.126004,0.0132088,-0.113049,-0.104346,-0.198304,-0.000164633,-8.46167e-05,4.09248e-05,0.0,0.0,0.0007589,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,3.69544e-07,0.000875671,0.00691804,9.56923e-05,2.65014e-05,2.6401e-05,7.60543e-05,0.0478194,0.0485981,0.0366301,0.0669244,0.0671621,0.370099,3.53445e-10,3.76842e-10,2.01397e-09,0.0,0.0,6.49745e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117584,0.0295599,0.0412728,531,0.366178,0.608358,0.127842,0.0,0.00264261,0.00264261,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
19276349,0.69121,0.00736631,-0.0103449,-0.722542,-0.0441174,-0.101723,0.0066179,-0.0936831,-0.0938141,-0.210873,-0.000165972,-8.70448e-05,3.23212e-05,0.0,0.0,0.000763535,0.175055,-0.0119115,0.444894,0.0,0.0,0.0,0.0,0.0,5.13492e-07,0.000968402,0.00726319,9.41721e-05,2.4385e-05,2.43172e-05,7.56558e-05,0.0453104,0.0460691,0.0362444,0.0654752,0.065719,0.374761,3.14349e-10,3.34491e-10,1.91966e-09,0.0,0.0,6.32507e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114704,0.022769,0.0325619,531,0.362207,0.612177,0.126838,0.0,0.00218598,0.00218598,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
