timestamp,saturation_status
29861711,1533
29885736,1533
30849012,1469
31857866,1517
32851099,1469
33850140,1
34843211,1333
35854395,1333
36852990,5
37854043,1
38850673,1
39851705,1
40859425,1
41848296,1
42861540,1
43856286,1197
44861406,1
45864722,1
46859132,1237
47846796,1
48857880,1239
49862611,1
50853605,1
51860980,1
52852045,1
53856433,1239
54867900,1
55863042,1
56849925,1
57857462,1
58848514,1
59853117,1
60854324,1237
61855191,1
62862563,1
63863667,1
64862494,1237
65845695,1
66854534,1
67861522,1237
68846917,1237
69853741,1
70849017,1237
71852039,1
72853075,1
73852183,1
74862999,1
75854349,1
76865081,1
77848552,1
78859402,1
79854217,1
80859328,1
81850579,1
82863591,1
83854644,1237
84865881,1
85854571,1
86847822,1
87848862,1197
88857690,1197
89851010,1237
90862034,1
91853123,1
92864276,1
93852967,1237
94856178,1
95847392,1
96856327,1
97849344,1237
98858408,1
99866192,1
100852582,1237
101863479,5
102852564,1
103855591,1
104846662,1
105847681,1237
106856713,1
107857803,1
108858499,1
109849793,1
110850828,1
111863997,1
112849675,1
113855886,1
114862721,1
115857972,1
116859025,1
117848076,1237
118844424,1
119845811,1
120861223,1237
121864188,1
122852978,1
123850003,1237
124841166,1
125852035,1
126849371,1197
127860504,1
128849153,1197
129850210,1
130861288,1
131848261,1
132845534,1
133866565,1
134855334,1
135848610,1
136857745,1
137854327,1
138851729,1
139862713,1
140863774,1197
141844844,1
142863864,1
143846866,1
144857871,1
145853965,1237
146847703,1237
147844660,1
148852055,1
149847918,1197
150854112,1
151855344,1
152853973,1
153857384,1
154853425,1
155857116,1
156860368,1197
157851685,1
158847268,1
159853527,1197
160852341,1
161853342,1233
162866684,5
163852830,1
164856768,1
165857823,1
166854198,1
167845436,1
168852938,1
169848780,1
170863098,1
171856039,1
172857138,1
173851846,1501
174849217,1197
175864003,1
176851486,1
