timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
360098785,0.00438238,0.0230487,0.00150223,1
360288978,0.00438238,0.0230487,0.00150223,1
360489201,0.00438238,0.0230487,0.00150223,1
360689427,0.00438238,0.0230487,0.00150223,1
360889648,0.00438238,0.0230487,0.00150223,1
361089871,0.00438238,0.0230487,0.00150223,1
361290104,0.00438238,0.0230487,0.00150223,1
361500330,0.00438238,0.0230487,0.00150223,1
361690541,0.00438238,0.0230487,0.00150223,1
361890767,0.00438238,0.0230487,0.00150223,1
362090988,0.00438238,0.0230487,0.00150223,1
362291216,0.00438238,0.0230487,0.00150223,1
362491435,0.00438238,0.0230487,0.00150223,1
362691661,0.00438238,0.0230487,0.00150223,1
362881870,0.00438238,0.0230487,0.00150223,1
466695341,0.00438238,0.0230487,0.00150223,1
466895553,0.00438238,0.0230487,0.00150223,1
467095769,0.00438238,0.0230487,0.00150223,1
