timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
360167252,0.0,0.0,0.0,0.0
360169711,0.0,0.0,0.0,0.0
360369919,0.0,0.0,0.0,0.0
360570151,0.0,0.0,0.0,0.0
360767912,0.0,0.0,0.0,0.0
360968147,0.0,0.0,0.0,0.0
361173393,0.0,0.0,0.0,0.0
361368591,0.0,0.0,0.0,0.0
361566273,0.0,0.0,0.0,0.0
361769027,0.0,0.0,0.0,0.0
361969254,0.0,0.0,0.0,0.0
362169482,0.0,0.0,0.0,0.0
362369698,0.0,0.0,0.0,0.0
362567384,0.0,0.0,0.0,0.0
362767594,0.0,0.0,0.0,0.0
362967817,0.0,0.0,0.0,0.0
363170591,-0.00371787,-0.0049994,3.30422e-05,0.0
363368279,-0.00738006,-0.00810016,2.96893e-05,0.0
363568497,-0.0116807,-0.00989038,-9.98896e-05,0.0
363768722,-0.0118278,-0.00858265,-0.000190449,0.0
363968936,-0.01628,-0.00766328,-0.000238584,0.0
364166723,-0.0171842,-0.00875415,3.04566e-05,0.0
364366929,-0.0171842,-0.0124528,3.20799e-05,0.0
364569610,-0.0187247,-0.00837796,-0.000106426,0.0
364769830,-0.0198379,-0.00908767,-0.000322403,0.0
364970067,-0.0216674,-0.00404712,-0.000414611,0.0
365167823,-0.0301577,-0.00162345,-0.00042674,0.0
365368061,-0.0349952,0.00141143,-0.00111553,0.0
365568276,-0.0283986,0.00424561,-0.000717344,0.0
365765948,-0.0218061,0.00654503,0.00425948,0.0
365971180,-0.0215326,0.0100954,0.0113812,0.0
366168939,-0.0145385,0.0104338,0.0168494,0.0
366366622,-0.0184583,0.010194,0.0165919,0.0
366569391,-0.0210511,0.0152899,0.0128293,0.0
366767067,-0.00949665,0.0122994,0.00654065,0.0
366967299,-0.0116932,0.0145885,0.00357778,0.0
367167509,-0.00336685,0.0178661,0.00311515,0.0
367370293,-0.0107111,0.020442,0.00163045,0.0
367570517,-0.0108652,0.0237184,0.0017378,0.0
367768181,-0.0107917,0.0302502,0.00120986,0.0
367968406,-0.00474831,0.027535,0.000908083,0.0
368168643,-0.00775581,0.0292284,0.00120717,0.0
368366395,-0.00268524,0.0186691,0.00224946,0.0
368566619,-0.00417374,0.0221518,0.00356415,0.0
368769308,-0.00828119,0.0177234,0.00296657,0.0
368969528,-0.0129874,0.0218795,0.000375122,0.0
369169750,-0.0064282,0.0207084,-0.00143708,0.0
369367516,-0.00837714,0.0240421,-0.00278132,0.0
369567751,-0.00468838,0.0237188,-0.00422934,0.0
369767967,0.00228365,0.023331,-0.00543794,0.0
369968192,-0.00500387,0.0263804,-0.00528831,0.0
370170871,-0.00228452,0.0191053,-0.00515092,0.0
370368637,0.00185257,0.0216928,-0.00515251,0.0
370568865,0.00320969,0.0151766,-0.00496201,0.0
370769098,0.00352154,0.0187195,-0.00590716,0.0
370966762,0.00714415,0.0223847,-0.00732411,0.0
371166987,0.00345174,0.0206657,-0.0087113,0.0
