timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
360163842,0.110051,0.100164,-0.0273255,5006,0,-0.481808,0.136515,-12.5438,5006,0
360168857,0.0419991,0.0875963,-0.0038329,5015,0,-0.143155,-0.39588,-9.86,5015,0
360173850,0.0366962,-0.0418987,0.0452814,4993,0,0.676303,-0.297465,-8.62104,4993,0
360178855,-0.00394371,0.000289064,0.0741281,5005,0,1.90083,-1.46497,-9.88274,5005,0
360183861,-0.0715052,0.0123126,-0.00666938,5006,0,1.66949,-2.20364,-9.11042,5006,0
360188866,-0.193033,-0.0899922,-0.101616,5005,0,0.264358,0.832353,-8.53884,5005,0
360193872,-0.0978018,-0.154871,-0.0750121,5006,0,-0.927905,2.2698,-10.8816,5006,0
360198878,0.157595,0.0486065,-0.0366499,5006,0,-1.27967,0.743081,-13.5236,5006,0
360203877,0.0527007,0.168396,0.00506383,4999,0,-1.09504,-0.344123,-11.9754,4999,0
360208889,0.0360494,-0.00837167,0.0681656,5012,0,0.0418749,-0.47627,-8.89915,5012,0
360213926,0.054405,0.01224,0.114715,5037,0,1.9391,-2.16162,-9.87084,5037,0
360218914,-0.123687,0.0876058,-0.0108029,4988,0,2.14914,-1.99108,-8.2972,4988,0
360223905,-0.265616,-0.0671541,-0.12181,4991,0,1.19884,1.42886,-7.94235,4991,0
360228911,-0.0264581,-0.185965,-0.11757,5006,0,-0.144921,1.79118,-9.79837,5006,0
360233916,0.255195,-0.0873931,-0.0476598,5005,0,-1.49948,0.92204,-14.1464,5005,0
360238922,0.0196521,0.178353,0.0502793,5006,0,-2.37005,-0.504608,-13.2247,5006,0
360243928,0.0104211,0.10851,0.0997169,5006,0,-0.743498,-1.73175,-8.93552,5006,0
360248933,-0.0327573,0.0710496,0.0560923,5005,0,2.1119,-2.19529,-8.07732,5005,0
360253939,-0.25811,0.00887389,-0.0634748,5006,0,3.45246,0.484984,-8.45809,5006,0
360258963,-0.12202,-0.0510227,-0.133124,5024,0,2.21971,1.86039,-8.97127,5024,0
360263950,0.247756,-0.249779,-0.124672,4987,0,-0.414261,0.721776,-10.1793,4987,0
360268956,0.0869912,-0.142872,0.0161999,5006,0,-3.03687,-0.243231,-14.6443,5006,0
360273961,-0.0541163,0.194562,0.0963096,5005,0,-3.17801,-1.73137,-12.1421,5005,0
360278967,-0.0420227,0.287795,0.0564091,5006,0,-0.0202989,-1.99407,-8.08125,5006,0
360283973,-0.231145,0.0585109,0.00456334,5006,0,3.54807,0.932863,-7.38751,5006,0
360288978,-0.189727,-0.0719421,-0.085696,5005,0,4.4122,1.82043,-8.9113,5005,0
360293983,0.284639,-0.244681,-0.128135,5005,0,1.65626,0.799258,-9.56777,5005,0
360298991,0.167379,-0.269704,-0.0465533,5008,0,-2.4114,-0.695683,-13.749,5008,0
360303997,-0.0621792,0.0843945,0.0765023,5006,0,-4.82584,-1.77149,-13.5923,5006,0
360309000,-0.133943,0.336507,0.0625968,5003,0,-2.37212,-2.43818,-9.33733,5003,0
360314006,-0.149783,0.175548,0.0198685,5006,0,2.61152,1.51162,-7.19944,5006,0
360319011,-0.223631,0.0368297,-0.0199116,5005,0,5.50505,2.31954,-8.28107,5005,0
360324017,0.187092,-0.224994,-0.0997799,5006,0,3.59315,0.657052,-8.30996,5006,0
360329032,0.313389,-0.418427,-0.0803477,5015,0,-0.989391,-1.04128,-12.2828,5015,0
360334028,-0.0337802,-0.0339156,0.0534021,4996,0,-5.35516,-1.67974,-15.1023,4996,0
360339034,-0.262319,0.404135,0.058603,5006,0,-4.13571,-2.78045,-10.9593,5006,0
360344039,-0.0924118,0.212267,-0.00982207,5005,0,1.46515,1.5365,-7.15885,5005,0
360349045,-0.156146,0.0675275,0.00928903,5006,0,5.67612,3.18351,-8.39557,5006,0
360354050,0.116292,-0.178932,-0.057366,5005,0,4.62701,0.807899,-7.98666,5005,0
360359056,0.371105,-0.419116,-0.0964147,5006,0,-0.0414343,-1.40362,-10.8973,5006,0
360364065,0.034085,-0.152455,0.0345893,5009,0,-5.29082,-1.91746,-14.458,5009,0
360369067,-0.339658,0.390704,0.0534209,5002,0,-5.03388,-2.9504,-12.0912,5002,0
360374073,-0.105062,0.262214,-0.0257861,5006,0,0.927682,1.54114,-7.89711,5006,0
360379087,-0.0923369,0.143502,0.0118595,5014,0,5.79574,3.50391,-8.68,5014,0
360384084,0.0826988,-0.196481,-0.0363605,4997,0,5.14899,0.955799,-7.58323,4997,0
360389089,0.393903,-0.447655,-0.101716,5005,0,0.403143,-1.54575,-10.6965,5005,0
360394095,0.0928597,-0.170891,0.0264767,5006,0,-5.39174,-2.10596,-14.1602,5006,0
360399104,-0.379232,0.377522,0.0388698,5009,0,-5.63048,-3.01895,-11.8264,5009,0
360404106,-0.102045,0.251246,-0.0308934,5002,0,0.730684,1.43597,-8.07966,5002,0
360409112,-0.0697166,0.179632,0.00719476,5006,0,6.22545,3.45729,-8.983,5006,0
360414117,0.055121,-0.198917,-0.0243129,5005,0,5.68992,0.816766,-7.61023,5005,0
360419123,0.397809,-0.440047,-0.0963387,5006,0,0.327571,-1.58011,-10.5021,5006,0
360424129,0.0758708,-0.190356,0.0269801,5006,0,-5.97888,-1.89206,-13.8054,5006,0
360429142,-0.408241,0.37377,0.0274885,5013,0,-6.01545,-2.44984,-11.9367,5013,0
360434147,-0.056171,0.277178,-0.0181711,5005,0,0.955668,1.54184,-8.59304,5005,0
360439145,-0.031059,0.190939,0.0112512,4998,0,6.69205,2.95271,-8.79959,4998,0
360444151,0.0447022,-0.252599,-0.03217,5006,0,5.93119,0.0170973,-7.80676,5006,0
360449157,0.387919,-0.424391,-0.0921213,5006,0,0.0794646,-1.54451,-10.373,5006,0
360454162,-0.011528,-0.160944,0.0278942,5005,0,-6.39137,-1.7456,-13.2217,5005,0
360459168,-0.419613,0.345097,0.0191701,5006,0,-5.95794,-1.56838,-11.3753,5006,0
360464173,0.028207,0.279376,-0.0104947,5005,0,1.44351,1.91115,-9.55826,5005,0
360469182,-0.0318931,0.166985,0.00793445,5009,0,6.9559,2.72718,-8.81858,5009,0
360474196,0.0625296,-0.282202,-0.0297716,5014,0,5.63309,-0.480415,-8.6922,5014,0
360479190,0.435898,-0.384803,-0.0848948,4994,0,-0.853149,-1.40246,-10.2025,4994,0
360484196,-0.121767,-0.112221,0.0328987,5006,0,-6.90841,-1.7702,-12.4846,5006,0
360489201,-0.367478,0.317155,0.00946655,5005,0,-5.05098,-0.716918,-10.715,5005,0
360494207,0.113655,0.327179,-0.0204985,5006,0,2.6699,1.82301,-10.2044,5006,0
360499216,-0.0570025,0.0756127,0.00331901,5009,0,7.09319,1.86865,-8.36115,5009,0
360504220,0.0978328,-0.329692,-0.0382122,5004,0,4.68216,-1.31627,-9.9126,5004,0
360509229,0.407076,-0.33521,-0.0557416,5009,0,-2.32305,-1.15129,-10.2809,5009,0
360514229,-0.294756,0.0240266,0.0158808,5000,0,-7.26392,-1.43591,-12.0368,5000,0
360519235,-0.217235,0.289379,0.00428664,5006,0,-3.50013,0.595103,-9.95711,5006,0
360524240,0.150721,0.322833,-0.0162532,5005,0,4.23743,1.89943,-10.3726,5005,0
360529248,-0.0482876,-0.0698113,0.0110034,5008,0,7.22355,0.564933,-8.80148,5008,0
360534251,0.195752,-0.326704,-0.0527917,5003,0,3.04877,-1.73175,-10.449,5003,0
360539257,0.2452,-0.271286,-0.0249833,5006,0,-4.22281,-1.00171,-10.3232,5006,0
360544272,-0.410071,0.131395,0.00626504,5015,0,-6.85517,-0.67062,-10.8319,5015,0
360549275,0.00544624,0.278087,-0.0016838,5003,0,-1.16598,1.12026,-10.0499,5003,0
