timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
360090949,1599713140600333,340348563,1087567287,417970,390055,0.212,0.613387,0.872,1.441,0.75,0.99,91,7,0.022,-0.001,0.022,-0.087,5.74422,0,nan,0.0,4,1,16
360275491,1599713140800334,340348562,1087567286,417970,390055,0.221,0.613388,0.871,1.44,0.75,0.99,97,4,0.029,-0.028,-0.005,-0.119,5.74422,0,nan,0.0,4,1,16
361080301,1599713141600334,340348561,1087567285,417983,390068,0.224,0.613392,0.871,1.439,0.75,0.99,97,4,0.019,-0.01,0.016,-0.063,5.74422,0,nan,0.0,4,1,16
362085354,1599713142600334,340348558,1087567284,418009,390094,0.17,0.613397,0.871,1.438,0.75,0.99,97,8,0.017,0.006,-0.015,-0.004,5.74422,0,nan,0.0,4,1,16
363084473,1599713143600334,340348554,1087567283,418062,390147,0.222,0.613401,0.867,1.432,0.75,0.99,97,11,0.007,-0.004,-0.006,-0.011,5.74422,0,nan,0.0,4,1,16
364085539,1599713144600334,340348552,1087567281,418106,390191,0.154,0.613405,0.863,1.425,0.75,0.99,97,16,0.038,0.028,-0.025,0.005,5.74422,0,nan,0.0,4,1,16
365091257,1599713145600334,340348549,1087567280,418212,390297,0.214,0.61341,0.858,1.414,0.73,0.97,97,13,0.023,0.022,0.006,0.017,5.74422,0,nan,0.0,4,1,17
366087442,1599713146600334,340348544,1087567276,418304,390389,0.22,0.613414,0.855,1.406,0.73,0.97,97,11,0.04,-0.034,-0.022,-0.016,5.74422,0,nan,0.0,4,1,17
367087269,1599713147600335,340348541,1087567275,418297,390382,0.233,0.613419,0.854,1.404,0.73,0.97,97,14,0.054,0.037,0.039,0.046,5.74422,0,nan,0.0,4,1,17
368081302,1599713148600335,340348543,1087567275,418271,390356,0.165,0.613423,0.85,1.401,0.73,0.97,97,16,0.109,0.103,-0.034,-0.07,5.74422,0,nan,0.0,4,1,17
369081085,1599713149600335,340348550,1087567280,418496,390581,0.211,0.613428,0.846,1.395,0.75,1.0,96,20,0.098,0.04,0.089,-0.3,5.74422,0,nan,0.0,4,1,16
370083695,1599713150600335,340348563,1087567281,418898,390983,0.223,0.613437,0.851,1.402,0.73,0.97,96,11,0.271,0.232,-0.14,-0.544,5.74422,0,nan,0.0,4,1,17
371094279,1599713151600335,340348572,1087567279,419774,391859,0.226,0.533799,0.861,1.421,0.76,0.99,89,9,0.369,0.351,0.113,-0.688,6.22906,0,nan,0.0,4,1,16
372096262,1599713152600335,340348645,1087567294,420252,392337,0.165,0.173781,0.859,1.418,0.73,0.97,83,17,1.037,1.033,0.092,-0.367,0.116521,0,nan,0.0,4,1,17
373095514,1599713153600336,340348763,1087567307,420390,392475,0.148,0.108828,0.848,1.4,0.73,0.97,83,9,1.35,1.35,-0.009,-0.151,0.0388282,0,nan,0.0,4,1,17
374096778,1599713154600336,340348893,1087567316,420080,392165,0.162,0.0927304,0.836,1.377,0.73,0.97,83,6,1.503,1.495,0.152,0.347,0.0747889,0,nan,0.0,4,1,17
