timestamp,saturation_status
18139373,1533
18161299,1533
19130136,1533
20122643,1533
21126255,1333
22131564,1
23134734,1
24135259,1
25138244,1
26118977,1
27139251,1
28122515,1
29128046,1
30131139,1
31136698,1
32134730,1
33137564,1
34135669,1
35128855,1
36129492,1
37129879,1
38130804,1
39128715,1
40132313,1
41132168,1
42132884,1
43136508,1
44134501,1
45134100,1
46137666,1
47133790,1
48133621,1
55140012,1
56138336,1
57121222,1
58127596,1
59132631,1
60128586,1
61131135,1
62126534,1
63124813,1
64133029,1
65123522,1
66123817,1
67124618,1
68130128,1
69123033,1
70121224,1
71127638,1
72127390,1
73130239,1
74130973,1
75131342,1
76134617,1
77126680,1
78120430,1
79138604,1
80120124,1
81122591,1
82125586,1
83121015,1
84124157,1
85127145,1
86125141,1
87126498,1
88121082,1
89122589,1
90125832,1
91130296,1
92131168,1
93134427,1
94134628,1
95132744,1
96138885,1
97121583,1
98125289,1
99122760,1
100120958,1
101141085,1
102139368,1
103134207,1
104135303,1
105133716,1
106131469,1
107134518,1
108132911,1
109133341,1
110111564,1
111132132,1
112137915,1
113138565,1
114129306,1
115131851,1
116131946,1
117132871,1
118133474,1
119131779,1
120129712,1
121132566,1
122129560,1
123133740,1
124136781,1
125139747,1
126121448,1
127141044,1
128139020,1
129122360,1
130122881,1
131123398,1
132119830,1
133119864,1
134122584,1
135119321,1
136136315,1
137136777,1
138132377,1
139132805,1
140128627,1
141127466,1
142125884,1
143120920,1
144138284,1
145127222,1
146124536,1
147127591,1
148140410,1
149123688,1
150129995,1
151129490,1
152127781,1
153125905,1
154131743,1
155132033,1
156128441,1
157133474,1
158124423,1
159127738,1
160130623,1
161125483,1
162131362,1
163131658,1
164132440,1
165132882,1
166135841,1
167136940,1
168134665,1
169138132,1
170120624,1
171135932,1
172134419,1
173132370,1
174130452,1
175123730,1
176129255,1
177133899,1
178132050,1
179128547,1
180133804,1
181131696,1
182133072,1
183133085,1
184131237,1
185129285,1
186132712,1
187133103,1
188133408,1
189139579,1
190122324,1
191118470,1
192125282,1
193128003,1
194131707,1
195132599,1
196136134,1
197133830,1
198139392,1
199117727,1
200120878,1
201123624,1
202134144,1
203136190,1
204122912,1
205123747,1
206123904,1
207124779,1
208129218,1
209125369,1
210140064,1
211139250,1
212137467,1
213135473,1
214136545,1
215134514,1
216134535,1
217132670,1
218135891,1
219133748,1
220134498,1
221134916,1
222133051,1
223130001,1
224133525,1
225132431,1
226138445,1
227136689,1
228139540,1
229119617,1
230140035,1
231120948,1
232123919,1
233121907,1
234119998,1
235120828,1
236121204,1
237124200,1
238125651,1
239125190,1
240119125,1
241141099,1
242124591,1
243127692,1
244133196,1
245133807,1
246131991,1
247135061,1
248130670,1
249141228,1
250137379,1
251135453,1
252140318,1
256122732,1
257118525,1
258118901,1
259121975,1
260125251,1
261128124,1
262126213,1
263127912,1
264129847,1
265133071,1
266133472,1
267131684,1
268132212,1
269130264,1
270130967,1
271133879,1
272133876,1
273130874,1
274130906,1
275132081,1
276134399,1
277132379,1
278133148,1
279133208,1
280136535,1
281129837,1
282130165,1
283129517,1
284129106,1
285131994,1
286132586,1
287133470,1
288136148,1
289134236,1
290132341,1
291130172,1
292133537,1
293136528,1
294132727,1
295138432,1
296128404,1
297129202,1
298130631,1
299133227,1
300130845,1
301126445,1
302129322,1
303125698,1
304125591,1
305127018,1
306131661,1
307132431,1
308130258,1
309125636,1
310128236,1
311122014,1
312140074,1
313136327,1
314131416,1
315141733,1
316126109,1
317130244,1
318128532,1
319131623,1
320129892,1
321132925,1
322133536,1
323129202,1
324132068,1
325138096,1
326140795,1
327119072,1
328124429,1
329127465,1
330125527,1
331128832,1
332131719,1
333132566,1
334137949,1
