timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
143364049,-0.12875599,0.039387982,-0.00048924034,0.0,0.0,-0.0
143369025,-0.12822677,0.040418662,-0.0010100293,0.0,0.0,-0.0
143383842,-0.12556343,0.040061895,-0.0014924898,0.0,0.0,-0.0
143408642,-0.1320549,0.03964199,0.00037979963,0.0,0.0,-0.0
143423610,-0.12289691,0.03779197,-0.0009811445,0.0,0.0,-0.0
143443449,-0.13314794,0.039325535,-0.00050705107,0.0,0.0,-0.0
143463309,-0.121876225,0.03890597,-0.0009290721,0.0,0.0,-0.0
143483120,-0.1332759,0.039993398,-2.6900963e-05,0.0,0.0,-0.0
143502924,-0.12496014,0.039982174,-0.0004258024,0.0,0.0,-0.0
143522880,-0.12693381,0.03960443,-0.0024749383,0.0,0.0,-0.0
143547812,-0.12647614,0.041389197,-0.001169094,0.0,0.0,-0.0
143562582,-0.1300356,0.04068807,0.00074812345,0.0,0.0,-0.0
143582469,-0.12547763,0.039539393,-0.0027610906,0.0,0.0,-0.0
143607335,-0.12517294,0.039784558,-0.0025121463,0.0,0.0,-0.0
143622234,-0.1314888,0.039325133,0.0013984133,0.0,0.0,-0.0
143642105,-0.12720776,0.039466094,-0.0018887947,0.0,0.0,-0.0
143666845,-0.1257431,0.039452456,-0.0030874338,0.0,0.0,-0.0
143686686,-0.12640569,0.039696682,-0.000149038,0.0,0.0,-0.0
143701557,-0.13118428,0.039188016,-0.00049472146,0.0,0.0,-0.0
143726374,-0.12886932,0.038927812,-0.00203514,0.0,0.0,-0.0
143746178,-0.1252289,0.038811292,-0.0024841316,0.0,0.0,-0.0
143761096,-0.13016368,0.039010894,0.0011678251,0.0,0.0,-0.0
143786061,-0.13048363,0.039217062,0.00038273534,0.0,0.0,-0.0
143805971,-0.12922518,0.03834113,-0.002401886,0.0,0.0,-0.0
143825764,-0.12544267,0.037872054,-0.0014411226,0.0,0.0,-0.0
143845590,-0.12700188,0.038355947,0.00083266106,0.0,0.0,-0.0
143865457,-0.13049343,0.038878012,-0.0009433491,0.0,0.0,-0.0
143885429,-0.1297788,0.039088406,-0.001739316,0.0,0.0,-0.0
143905209,-0.1253032,0.038131952,-0.00038815476,0.0,0.0,-0.0
143924970,-0.12582111,0.03906354,0.00013103758,0.0,0.0,-0.0
143944782,-0.13128574,0.03850303,-0.0015455976,0.0,0.0,-0.0
143964640,-0.13016912,0.038318884,-0.0011770048,0.0,0.0,-0.0
143984552,-0.12504141,0.037380457,-0.00068817404,0.0,0.0,-0.0
144004359,-0.12573558,0.03758944,-0.00049301627,0.0,0.0,-0.0
144024316,-0.13130061,0.037874926,-0.0008783225,0.0,0.0,-0.0
144044231,-0.13047199,0.03857766,-0.0003089088,0.0,0.0,-0.0
144064232,-0.1243474,0.03750447,-0.0010699966,0.0,0.0,-0.0
144084119,-0.12398721,0.036143146,-0.0013395442,0.0,0.0,-0.0
144103814,-0.13237227,0.03657482,-0.00045911194,0.0,0.0,-0.0
144123669,-0.13048863,0.037648495,0.0001941597,0.0,0.0,-0.0
144143538,-0.12321836,0.03713673,-0.0013668186,0.0,0.0,-0.0
144163306,-0.1245278,0.035468213,-0.0014689959,0.0,0.0,-0.0
144183123,-0.13239299,0.035605267,-0.00015473433,0.0,0.0,-0.0
144203054,-0.12998486,0.037428126,-5.8204074e-05,0.0,0.0,-0.0
144222858,-0.123197936,0.03716155,-0.0016703801,0.0,0.0,-0.0
144247676,-0.12386581,0.036422014,-0.0016193037,0.0,0.0,-0.0
144262573,-0.13078444,0.035826582,1.0699656e-05,0.0,0.0,-0.0
144282517,-0.12792714,0.038553976,-0.00033365318,0.0,0.0,-0.0
144307311,-0.12641907,0.039018426,-0.0004898831,0.0,0.0,-0.0
144322231,-0.12815765,0.033881757,-0.0008685124,0.0,0.0,-0.0
144342129,-0.12903112,0.035322227,-0.0005837228,0.0,0.0,-0.0
144366949,-0.12840962,0.035668425,-0.00092342234,0.0,0.0,-0.0
144386717,-0.12532905,0.038715035,-0.0013846857,0.0,0.0,-0.0
144401612,-0.12903091,0.033914436,3.6161397e-05,0.0,0.0,-0.0
144426493,-0.12905204,0.034159526,0.00017488195,0.0,0.0,-0.0
144446320,-0.12630667,0.036020603,-0.0014898848,0.0,0.0,-0.0
144461203,-0.12781572,0.03736066,-0.0001475103,0.0,0.0,-0.0
144485986,-0.12870668,0.035586573,8.2750186e-05,0.0,0.0,-0.0
144505837,-0.13027684,0.033657093,0.00038616345,0.0,0.0,-0.0
144525764,-0.12508135,0.035380397,-0.0021131039,0.0,0.0,-0.0
144545617,-0.1243715,0.036891147,-0.0016267737,0.0,0.0,-0.0
144565440,-0.1295774,0.035470795,0.0008645643,0.0,0.0,-0.0
144585310,-0.13019742,0.033584926,0.00036215415,0.0,0.0,-0.0
144605314,-0.12471595,0.034285966,-0.002814091,0.0,0.0,-0.0
144625243,-0.12404428,0.036452428,-0.0013511037,0.0,0.0,-0.0
144645022,-0.12947357,0.035470482,0.0014937004,0.0,0.0,-0.0
144664740,-0.13018449,0.03375575,0.00023665398,0.0,0.0,-0.0
144684598,-0.12520823,0.033148956,-0.0032362875,0.0,0.0,-0.0
144704560,-0.12346532,0.035430744,-0.0013032177,0.0,0.0,-0.0
144724462,-0.12856944,0.03606776,0.0014424623,0.0,0.0,-0.0
144744164,-0.1294226,0.035502866,2.1252912e-05,0.0,0.0,-0.0
144764024,-0.12630022,0.03282748,-0.002810736,0.0,0.0,-0.0
144783972,-0.12461355,0.033382356,-0.001306453,0.0,0.0,-0.0
144803811,-0.12549835,0.035267886,0.0009849691,0.0,0.0,-0.0
144823712,-0.1286438,0.035785574,-0.00028661886,0.0,0.0,-0.0
144843420,-0.12927088,0.033558644,-0.0020360684,0.0,0.0,-0.0
144863299,-0.1246411,0.033152662,-0.0009528762,0.0,0.0,-0.0
144883305,-0.12331039,0.035237174,0.00025137604,0.0,0.0,-0.0
144903156,-0.12789966,0.034931872,-0.0006410841,0.0,0.0,-0.0
144922969,-0.13083276,0.03366906,-0.0011722607,0.0,0.0,-0.0
144947876,-0.13083011,0.033224568,-0.0010210894,0.0,0.0,-0.0
144962725,-0.12179282,0.034072924,-0.00057159655,0.0,0.0,-0.0
144982600,-0.12627038,0.034086764,-0.00077244395,0.0,0.0,-0.0
145007399,-0.12779841,0.033681646,-0.00029788644,0.0,0.0,-0.0
145022217,-0.12723033,0.034410745,-0.0005106415,0.0,0.0,-0.0
145042022,-0.12012078,0.03386558,-0.0014006231,0.0,0.0,-0.0
145066881,-0.12020734,0.033636503,-0.0013784005,0.0,0.0,-0.0
145086742,-0.12791042,0.032901295,-0.00049443886,0.0,0.0,-0.0
145101606,-0.12684481,0.03551641,-0.00045293762,0.0,0.0,-0.0
145126481,-0.124678075,0.03537299,-0.00075348216,0.0,0.0,-0.0
145146469,-0.12078963,0.03256831,-0.0016069821,0.0,0.0,-0.0
145161423,-0.13033362,0.03388646,-1.9749965e-05,0.0,0.0,-0.0
145186159,-0.12958072,0.035019755,-0.000343774,0.0,0.0,-0.0
145206000,-0.124446765,0.03676733,-0.00095977564,0.0,0.0,-0.0
145225865,-0.123955,0.03199163,-0.000933682,0.0,0.0,-0.0
145245728,-0.12711741,0.030031312,-1.6154874e-05,0.0,0.0,-0.0
145265464,-0.12611915,0.03381919,-0.0008485384,0.0,0.0,-0.0
145285352,-0.124845676,0.03710634,-0.0016798477,0.0,0.0,-0.0
145305205,-0.1259281,0.033377737,-0.0005279168,0.0,0.0,-0.0
145325037,-0.12727664,0.030415177,0.0004022956,0.0,0.0,-0.0
145344854,-0.124235265,0.032709286,-0.0012327727,0.0,0.0,-0.0
145364777,-0.12365584,0.03450879,-0.0016370713,0.0,0.0,-0.0
145384720,-0.12702705,0.03310389,0.00016361343,0.0,0.0,-0.0
145404565,-0.12867945,0.030904217,0.00039478682,0.0,0.0,-0.0
145424513,-0.12251864,0.031930048,-0.0019438317,0.0,0.0,-0.0
145444271,-0.12202825,0.033464987,-0.0015541727,0.0,0.0,-0.0
145464180,-0.12838455,0.032087483,0.0006294322,0.0,0.0,-0.0
145484081,-0.13006505,0.03105825,0.00041960302,0.0,0.0,-0.0
145503833,-0.12265902,0.031484894,-0.002779942,0.0,0.0,-0.0
145523637,-0.12131255,0.032838672,-0.0014831186,0.0,0.0,-0.01747858
145543471,-0.12761766,0.03159165,0.0014226956,0.0,0.0,-0.031211749
145563422,-0.12960202,0.030516017,0.0004841398,0.0,0.0,-0.03995104
145583218,-0.123418055,0.029251851,-0.0029136494,0.0,0.0,-0.04244798
145603108,-0.12017083,0.029680967,-0.002095623,0.0,0.0,-0.04494492
145622938,-0.12505701,0.030830242,0.00095998304,0.0,0.0,-0.04494492
145647891,-0.12466955,0.030672263,0.0011738803,0.0,0.0,-0.04744186
145662760,-0.12729827,0.031151406,-0.0011361352,0.0,0.0,-0.06492044
145682656,-0.12150225,0.02919595,-0.0035001799,0.0,0.0,-0.06492044
