timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
143204551,0.021399535,0.017415369,0.0020661792,0
143403145,0.021399535,0.017415369,0.0020661792,1
143611667,0.021399535,0.017415369,0.0020661792,1
143800481,0.021399535,0.017415369,0.0020661792,1
144003889,0.021399535,0.017415369,0.0020661792,1
144202481,0.021399535,0.017415369,0.0020661792,1
144401074,0.021399535,0.017415369,0.0020661792,1
144609704,0.021399535,0.017415369,0.0020661792,1
144803228,0.021399535,0.017415369,0.0020661792,1
145011757,0.021399535,0.017415369,0.0020661792,1
145210341,0.021399535,0.017415369,0.0020661792,1
145399039,0.021399535,0.017415369,0.0020661792,1
145602589,0.021399535,0.017415369,0.0020661792,1
568618195,0.021399535,0.017415369,0.0020661792,1
568816785,0.021399535,0.017415369,0.0020661792,1
569015540,0.021399535,0.017415369,0.0020661792,1
569213972,0.021399535,0.017415369,0.0020661792,1
569422496,0.021399535,0.017415369,0.0020661792,1
569616125,0.021399535,0.017415369,0.0020661792,1
569814873,0.021399535,0.017415369,0.0020661792,1
570023241,0.021399535,0.017415369,0.0020661792,1
570211909,0.021399535,0.017415369,0.0020661792,1
570415462,0.021399535,0.017415369,0.0020661792,1
570604213,0.021399535,0.017415369,0.0020661792,1
570802720,0.021399535,0.017415369,0.0020661792,1
571016209,0.021399535,0.017415369,0.0020661792,1
571214801,0.021399535,0.017415369,0.0020661792,1
571413434,0.021399535,0.017415369,0.0020661792,1
