timestamp,saturation_status
143347672,1533
143370294,1533
144345860,1533
145366066,1533
146346557,1
147357029,1
148352176,1
149350102,1
150347983,1
151346109,1
152347154,1
153349494,1
154352918,1
155350305,1
156355603,1
157353733,1
158356695,1
159359306,1
160365182,1
161345136,1
162343026,1
163345975,1
164348902,1
165346958,1
166367263,1
167365772,1
168345537,1
169367749,1
170345729,1
171349266,1
172347413,1
173353312,1
174358022,1
175364085,1
176363889,1
177346811,1
178345024,1
179347872,1
180353735,1
181348513,1
182349226,1
183354500,1
184357280,1
185354830,1
186359000,1
187353714,1
188356597,1
189361564,1
190364915,1
191342798,1
192348541,1
193366548,1
194346438,1
195352169,1
196355392,1
197355260,1
198355772,1
199356044,1
200353948,1
201349470,1
202352971,1
203357973,1
204353992,1
205353765,1
206359782,1
207359376,1
208362299,1
209360300,1
210353369,1
211356162,1
212356257,1
213354155,1
214349891,1
215356244,1
216355708,1
217353640,1
218356673,1
219359430,1
220362146,1
221345389,1
222346489,1
223346264,1
224347324,1
225367241,1
226345019,1
227350583,1
228355785,1
229361374,1
230344964,1
231344622,1
232363005,1
233363697,1
234353530,1
235349206,1
236349241,1
237352102,1
238355091,1
239353281,1
240356111,1
241357002,1
242349496,1
243354669,1
244360176,1
245360505,1
246356840,1
247359769,1
248364182,1
249347256,1
250347905,1
251348110,1
252349292,1
253351804,1
254354947,1
255354747,1
256356004,1
257355668,1
258361804,1
259361210,1
260359544,1
261362259,1
262345303,1
263348187,1
264354382,1
265354006,1
266359710,1
267360009,1
268357703,1
269363830,1
270361282,1
271361519,1
272344539,1
273346526,1
274345050,1
275365167,1
276346814,1
277354668,1
278347062,1
279364863,1
280356022,1
281355321,1
282354070,1
283349932,1
284344652,1
285351598,1
286364972,1
287360945,1
288361198,1
289361832,1
290365309,1
291367761,1
292351364,1
293355859,1
294356601,1
295359480,1
296362719,1
297365646,1
298365464,1
299348660,1
300354634,1
301357551,1
302355294,1
303360343,1
304360732,1
305358757,1
306363818,1
307345007,1
308364699,1
309345860,1
310348264,1
311346819,1
312346536,1
313347695,1
314350138,1
315355223,1
316356348,1
317356048,1
318359175,1
319359574,1
320357583,1
321357696,1
322339116,1
323353792,1
324359290,1
325364453,1
326367066,1
327367880,1
328343274,1
329346211,1
330363997,1
331365293,1
332345014,1
333365498,1
334346102,1
335343752,1
336366536,1
337347973,1
338352526,1
339355360,1
340356509,1
341356010,1
342359232,1
343359668,1
344362616,1
345345835,1
346365286,1
347347026,1
348351687,1
349358616,1
350357526,1
351355451,1
352353454,1
353354020,1
354356914,1
355362082,1
356362765,1
357352017,1
358350976,1
359357213,1
360356756,1
361354656,1
362355622,1
363355516,1
364358558,1
365359449,1
366362604,1
367339977,1
368362796,1
369363232,1
370365928,1
371347208,1
372364928,1
373364854,1
374347966,1
375348834,1
376346387,1
377349281,1
378354542,1
379355654,1
380355355,1
381358195,1
382361065,1
383363896,1
384345345,1
385348019,1
386352570,1
387355783,1
388358644,1
389356311,1
390357553,1
391360139,1
392358769,1
393358167,1
394364359,1
395363947,1
396365151,1
397344945,1
398347873,1
399353415,1
400353890,1
401354466,1
402357131,1
403357534,1
404358147,1
405363349,1
406361978,1
407363152,1
408364671,1
409355639,1
410364627,1
411360372,1
412358766,1
413359407,1
414359523,1
415362655,1
416363448,1
417358308,1
418358972,1
419359270,1
420365284,1
421344868,1
422362849,1
423365914,1
424366811,1
425366834,1
426364670,1
427347720,1
428350455,1
429351223,1
430354478,1
431354030,1
432360431,1
433358285,1
434362876,1
435355900,1
436357102,1
437361722,1
438364559,1
439362512,1
440365586,1
441366558,1
442349017,1
443352041,1
444347485,1
445348339,1
446350876,1
447354308,1
448353863,1
449351820,1
450357792,1
451360386,1
452365495,1
453356115,1
454349183,1
455354286,1
456352212,1
457348573,1
458366273,1
459365983,1
460366994,1
461364554,1
462345558,1
463367602,1
464361248,1
465362587,1
466364593,1
467367444,1
468347587,1
469350392,1
470353082,1
471356023,1
472353974,1
473356884,1
474362538,1
475365988,1
476365624,1
477348742,1
478349312,1
479354387,1
480357314,1
481355489,1
482356450,1
483356288,1
484359116,1
485364592,1
486344889,1
487347790,1
488353489,1
489356860,1
490356506,1
491354417,1
492360101,1
493355414,1
494356543,1
495356114,1
496359267,1
497362547,1
498358024,1
499362862,1
500360424,1
501356750,1
502356503,1
503357241,1
504357311,1
505355239,1
506352995,1
507356153,1
508356562,1
509354717,1
510352874,1
511356069,1
512360685,1
513361247,1
514364674,1
515362083,1
516359982,1
517358322,1
518360177,1
519356779,1
520349152,1
521349710,1
522352592,1
523356920,1
524346384,1
525349358,1
526356036,1
527352598,1
528346643,1
529351072,1
530352829,1
531363796,1
532359140,1
533355227,1
534350225,1
535352923,1
536355881,1
537353713,1
538356570,1
539354728,1
540357429,1
541360301,1
542353358,1
543348859,1
544357183,1
545352084,1
546352636,1
547357831,1
548360719,1
549363890,1
550366540,1
551364433,1
552345913,1
553345451,1
554346515,1
555348968,1
556354405,1
557354906,1
558355122,1
559355719,1
560359035,1
561353747,1
562355012,1
563354454,1
564350745,1
565353243,1
566353127,1
567347027,1333
568348770,1469
569349758,1533
570355268,1533
571358091,1
