timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
143363678,143363429,-0.015548615,0.00049625937,0.004537895,0.0,0.0,0.0,0.0,-1.0
143364923,143364670,-0.0153156435,0.0053169033,0.00407995,0.0,0.0,0.0,0.0,-1.0
143466688,143466446,-0.05095783,0.026410976,-0.0059051425,0.0,0.0,0.0,0.0,-1.0
143564748,143564503,-0.048306398,0.015095565,0.0031741497,0.0,0.0,0.0,0.0,-1.0
143666526,143666280,-0.019638915,-0.006009808,-0.013258058,0.0,0.0,0.0,0.0,-1.0
143764594,143764354,0.004428812,-0.00053367036,0.013448084,0.0,0.0,0.0,0.0,-1.0
143866366,143866115,-0.020187343,0.0057595414,-0.011506495,0.0,0.0,0.0,0.0,-1.0
143964416,143964169,-0.075083904,0.0058493684,0.0024767278,0.0,0.0,0.0,0.0,-1.0
144066279,144066029,-0.06252212,0.017984383,-0.003527302,0.0,0.0,0.0,0.0,-1.0
144166727,144166486,0.04333621,0.0111474665,-0.003791612,0.0,0.0,0.0,0.0,-1.0
144264789,144264544,-0.01575237,-0.0205303,0.0074561187,0.0,0.0,0.0,0.0,-1.0
144366574,144366320,-0.049784053,-0.030135406,-0.0037819303,0.0,0.0,0.0,0.0,-1.0
144464621,144464376,0.017590094,0.0261809,0.007851628,0.0,0.0,0.0,0.0,-1.0
144566407,144566157,0.0064519783,0.02794745,0.015716648,0.0,0.0,0.0,0.0,-1.0
144665701,144665452,-0.07553857,0.016190404,-0.012301008,0.0,0.0,0.0,0.0,-1.0
144766237,144765989,-0.062675014,0.0128061855,-0.017117774,0.0,0.0,0.0,0.0,-1.0
144866870,144866628,-0.069330215,-0.007829048,0.002112923,0.0,0.0,0.0,0.0,-1.0
144964837,144964595,-0.008052176,0.009809283,0.00018439621,0.0,0.0,0.0,0.0,-1.0
145066606,145066361,0.04840686,0.008937891,-0.00070152426,0.0,0.0,0.0,0.0,-1.0
145164844,145164602,-0.002047205,-0.019797819,0.0056628375,0.0,0.0,0.0,0.0,-1.0
145266447,145266200,-0.04322718,-0.03405465,-0.0049255337,0.0,0.0,0.0,0.0,-1.0
145364544,145364299,0.02046011,0.017008804,0.0044017597,0.0,0.0,0.0,0.0,-1.0
145466294,145466044,0.035867397,0.030401278,0.015747119,0.0,0.0,0.0,0.0,-1.0
145566811,145566567,-0.043595575,0.02031967,0.0019913476,0.03995104,0.0,0.0,0.0,-1.0
145664953,145664706,-0.0794009,0.02592971,-0.01633028,0.06492044,0.0,0.0,0.0,-1.0
145766647,145766401,0.041336425,-0.1121287,0.014328733,0.21052632,0.0,0.0,0.0,-1.0
145864703,145864456,-0.07048518,0.0794963,-0.0006746484,0.21157895,0.0,0.0,0.0,-1.0
145966654,145966402,-0.014077142,-0.013537723,-0.008656503,0.21157895,0.0,0.0,0.0,-1.0
146065789,146065534,-0.10141024,-0.029552417,0.003363951,0.21157895,0.0,0.0,0.0,-1.0
146166323,146166070,-0.032453556,0.024173837,-0.009438076,0.21052632,0.0,0.0,0.0,-1.0
146266857,146266612,0.034739338,-0.008730428,6.3891544e-05,0.20947368,0.0,0.0,0.0,-1.0
146364907,146364663,0.044325262,-0.00039968983,0.0032113832,0.21263158,0.0,0.0,0.0,-1.0
146467942,146467684,-0.02740358,0.02250459,0.007735228,0.2136842,0.0,0.0,0.0,-1.0
146564741,146564497,0.05756062,-0.06400055,-0.0030973433,0.2136842,0.0,0.0,0.0,-1.0
146666532,146666277,-0.0033198637,-0.013335844,0.0038226522,0.2136842,0.0,0.0,0.0,-1.0
146764692,146764446,0.025225958,0.009297759,0.0032817174,0.2368421,0.0,0.0,0.0,-1.0
146865122,146864872,-0.057014853,0.05649297,0.011203584,0.23578948,0.0,0.0,0.0,-1.0
146966898,146966651,-0.13188316,0.039430287,-0.004403589,0.23263158,0.0,0.0,0.0,-1.0
147064948,147064703,-0.060209468,0.028996525,0.002036763,0.23368421,0.0,0.0,0.0,-1.0
147166727,147166483,-0.063111216,-0.0050889533,0.0021764052,0.23368421,0.0,0.0,0.0,-1.0
147264779,147264538,-0.030259278,0.009244317,0.0021121714,0.23263158,0.0,0.0,0.0,-1.0
147366563,147366317,-0.014939148,-0.022591406,0.004167842,0.23368421,0.0,0.0,0.0,-1.0
147464618,147464372,-0.11874089,0.0033579152,0.0014601345,0.26,0.0,0.0,0.0,-1.0
147565244,147564994,-0.08044226,0.023565715,-0.0033864575,0.3031579,0.0,0.0,0.0,-1.0
147664463,147664209,-0.08337733,0.05571587,0.006829704,0.3031579,0.0,0.0,0.0,-1.0
147764991,147764744,0.0025392142,0.012254612,-0.004140819,0.3031579,0.0,0.0,0.0,-1.0
147866769,147866523,-0.05991135,0.013053583,-0.00027509537,0.3031579,0.0,0.0,0.0,-1.0
147964823,147964578,0.017474711,0.0078921635,0.004482537,0.3031579,0.0,0.0,0.0,-1.0
148066609,148066358,-0.0518996,0.0046272376,0.00476675,0.3431579,0.0,0.0,0.0,-1.0
148164658,148164413,-0.09567504,0.007826851,0.004821869,0.36105263,0.0,0.0,0.0,-1.0
148265213,148264953,-0.023964344,-0.018496186,-0.00494881,0.36,0.0,0.0,0.0,-1.0
148367022,148366780,-0.08946393,0.03359398,-0.012234643,0.36421052,0.0,0.0,0.0,-1.0
148465049,148464785,-0.08570569,0.037902635,-0.01095783,0.36526316,0.0,0.0,0.0,-1.0
148566814,148566564,-0.025630664,-0.10562353,-0.009759201,0.37473685,0.0,0.0,0.0,-1.0
148665072,148664824,-6.165126e-05,0.10291658,-0.023683714,0.3936842,0.0,0.0,0.0,-1.0
148766649,148766400,-0.045595642,-0.07956652,-0.03009813,0.40105262,0.0,0.0,0.0,-1.0
148864701,148864454,-0.028525343,-0.05833051,-0.02193747,0.40842104,0.0,0.0,0.0,-1.0
148965252,148964995,-0.026776386,-0.059883296,-0.026613165,0.40736842,0.0,0.0,0.0,-1.0
149067012,149066771,-0.12802856,0.04365531,-0.027817529,0.41157895,0.0,0.0,0.0,-1.0
149165083,149164840,-0.019106606,-0.05033454,-0.04569408,0.41368422,0.0,0.0,0.0,-1.0
149268095,149267847,-0.085676044,0.018034082,-0.039916806,0.41578946,0.0,0.0,0.0,-1.0
149364911,149364661,-0.048674174,-0.036741383,-0.03537103,0.41578946,0.0,0.0,0.0,-1.0
149465599,149465352,-0.11763681,0.035214745,-0.043642383,0.41578946,0.0,0.0,0.0,-1.0
149564750,149564495,-0.046498243,0.020221863,-0.045534145,0.4463158,0.0,0.0,0.0,-1.0
149665285,149665037,-0.04668013,0.015467854,-0.04176971,0.46421054,0.0,0.0,0.0,-1.0
149767063,149766812,-0.009789148,0.012872643,-0.037995968,0.46842104,0.0,0.0,0.0,-1.0
149865118,149864870,-0.04852882,0.017733589,-0.041746695,0.46842104,0.0,0.0,0.0,-1.0
149966939,149966686,-0.00912451,-0.013792093,-0.041563503,0.47578946,0.0,0.0,0.0,-1.0
150064949,150064701,0.057876132,-0.0462782,-0.049535062,0.4768421,0.0,0.0,0.0,-1.0
150166742,150166483,-0.006319211,0.0066494634,-0.03396007,0.48210526,0.0,0.0,0.0,-1.0
150263643,150263403,0.012601033,-0.009744397,-0.031620648,0.5105998,0.0,0.0,0.0,-1.0
150365325,150365075,0.015586074,-0.017480835,-0.024892686,0.5117993,0.0,0.0,0.0,-1.0
150467097,150466853,-0.018320043,0.011038194,-0.02553186,0.5117993,0.0,0.0,0.0,-1.0
150565157,150564909,-0.028371224,-0.0032281755,-0.029261455,0.5117993,0.0,0.0,0.0,-1.0
150666936,150666687,-0.013726629,-0.005282753,-0.019544253,0.5117993,0.0,0.0,0.0,-1.0
150765044,150764801,-0.029370965,0.021840453,-0.018046588,0.5117993,0.0,0.0,0.0,-1.0
150866786,150866525,0.00358108,0.0129108485,-0.017151345,0.49894738,0.0,0.0,0.0,-1.0
150963575,150963335,-0.017984392,0.0072146025,-0.023651306,0.4663158,0.0,0.0,0.0,-1.0
151065466,151065218,-0.027481774,4.2303014e-05,-0.019676283,0.46842104,0.0,0.0,0.0,-1.0
151167144,151166894,-0.02318245,-0.06328695,-0.015158885,0.46736842,0.0,0.0,0.0,-1.0
151265242,151264993,-0.036139913,0.006732801,-0.012632848,0.46736842,0.0,0.0,0.0,-1.0
151366982,151366730,-0.025853366,-0.010969756,-0.0101966625,0.4694737,0.0,0.0,0.0,-1.0
151465028,151464785,-0.012091665,0.02043421,-0.0067696683,0.47263157,0.0,0.0,0.0,-1.0
151565570,151565322,-0.035640813,0.013990025,-0.008079519,0.47368422,0.0,0.0,0.0,-1.0
151663619,151663377,-0.05569739,-0.02157987,-0.010558664,0.47368422,0.0,0.0,0.0,-1.0
151765416,151765157,-0.025276605,-0.004189506,-0.019071665,0.4694737,0.0,0.0,0.0,-1.0
151867252,151867004,0.032519538,-0.03497781,-0.025887128,0.46526316,0.0,0.0,0.0,-1.0
151965239,151964990,0.027838927,-0.05384052,-0.024181541,0.4663158,0.0,0.0,0.0,-1.0
152067020,152066770,-0.047012467,0.0010186883,-0.031814225,0.4694737,0.0,0.0,0.0,-1.0
152165309,152165060,-0.06857207,0.023903694,-0.019159958,0.47263157,0.0,0.0,0.0,-1.0
152265613,152265363,-0.028203368,-0.039846197,-0.017346798,0.49578947,0.0,0.0,0.0,-1.0
152363657,152363418,0.06834328,-0.07545809,-0.0073919315,0.50631577,0.0,0.0,0.0,-1.0
152465467,152465215,-0.018917408,-0.01264255,-0.012002991,0.50736845,0.0,0.0,0.0,-1.0
152567224,152566977,-0.027883016,-0.07881805,0.0011043596,0.5094737,0.0,0.0,0.0,-1.0
152665295,152665052,0.012021534,-0.051486365,-0.0015980591,0.5094737,0.0,0.0,0.0,-1.0
