timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
681029987,681027766,0.52016,0.00581225,-0.460468,8.60252,0.00273861,5.37481,0
681050061,681047627,0.532896,0.00430368,-0.883505,7.25886,0.0119483,5.77182,0
681129026,681127184,0.530738,0.00247541,1.90688,7.3951,0.0546337,6.75883,0
681227773,681226403,0.552307,0.00170454,1.47968,8.76227,0.0277638,8.36746,0
681327559,681325724,0.568422,0.00137306,-0.3648,9.82559,0.0015049,9.59351,0
681431328,681430010,0.576406,0.00116963,0.210216,10.6378,0.000461568,10.371,0
681531529,681529330,0.58632,0.00102005,-0.938733,11.2551,0.00869947,11.0642,0
681630038,681628651,0.590016,0.000907957,-2.64384,11.3828,0.0682303,11.3391,0
681729809,681727973,0.590986,0.0008208,-0.849047,11.4827,0.0069755,11.275,0
681828503,681827295,0.595314,0.000746956,-2.68012,11.3982,0.0700214,11.3334,0
681928698,681926682,0.59504,0.000686439,1.62639,11.5108,0.025533,11.2097,0
682027114,682025932,0.60453,0.000631729,0.401644,11.7622,0.00152388,11.4873,0
682126895,682125253,0.606143,0.000582384,-3.11616,11.3879,0.0947446,11.311,0
682225863,682224576,0.614504,0.000540764,0.116457,11.6523,0.000129324,11.3923,0
682325984,682323893,0.610989,0.000504691,-0.0810103,11.1164,6.55958e-05,10.8777,0
682424502,682423244,0.603476,0.000472443,3.91042,10.6822,0.159053,10.5033,0
682529503,682527501,0.595912,0.000441806,2.9617,10.2804,0.0948042,10.0679,0
682628087,682626822,0.595607,0.00041305,-2.98472,9.85415,0.100449,9.80351,0
682728167,682726174,0.593055,0.000388173,1.87829,9.65109,0.0406169,9.44411,0
682831557,682830427,0.587219,0.000365065,2.73216,9.27386,0.0894356,9.09211,0
682931622,682929751,0.591389,0.000343542,-1.59322,9.13724,0.0308671,9.01044,0
683030464,683029263,0.587644,0.000324573,0.843138,8.7927,0.00898322,8.60826,0
683129996,683128389,0.589872,0.000306644,-1.75927,8.45573,0.0406698,8.34678,0
683229028,683227709,0.5878,0.000290362,2.40218,8.3005,0.0772439,8.15289,0
683329111,683327031,0.588616,0.000274931,-0.616774,7.99877,0.00528429,7.85483,0
683428043,683426350,0.591651,0.000261092,1.00865,7.8236,0.0144487,7.6722,0
683527560,683525673,0.587539,0.000248291,-0.400524,7.5227,0.00236941,7.385,0
683631555,683629958,0.588601,0.000236403,0.579379,7.32541,0.00509156,7.18407,0
683731082,683729277,0.585456,0.000225301,-1.56088,7.07209,0.0382779,6.98243,0
683830384,683828745,0.5922,0.000215498,-0.731655,7.25635,0.00819695,7.13586,0
683929182,683927935,0.594299,0.000206546,-0.649985,6.97573,0.00672938,6.85653,0
684028594,684027285,0.593562,0.00019788,0.920791,6.6513,0.0141636,6.53417,0
684128457,684126558,0.594232,0.000189473,-1.55348,6.37262,0.0420776,6.28553,0
684227592,684225879,0.595632,0.000181681,-0.898349,6.11252,0.0146699,6.01221,0
684326341,684325204,0.596637,0.000174284,0.589,5.8591,0.00657896,5.7564,0
