timestamp,safety_switch_available,safety_off,override_available,override_enabled
360905436,1,1,0,0
361910639,1,1,0,0
362913870,1,1,0,0
363917000,1,1,0,0
364917749,1,1,0,0
365923190,1,1,0,0
366941274,1,1,0,0
367947003,1,1,0,0
368947554,1,1,0,0
369953164,1,1,0,0
370973689,1,1,0,0
371994226,1,1,0,0
372994999,1,1,0,0
373997982,1,1,0,0
375021034,1,1,0,0
376039113,1,1,0,0
377042412,1,1,0,0
378045283,1,1,0,0
379048441,1,1,0,0
380066512,1,1,0,0
381084633,1,1,0,0
382085243,1,1,0,0
383088345,1,1,0,0
384106366,1,1,0,0
385109679,1,1,0,0
386129935,1,1,0,0
387131478,1,1,0,0
388153705,1,1,0,0
389174191,1,1,0,0
390194631,1,1,0,0
391197878,1,1,0,0
392198489,1,1,0,0
393218987,1,1,0,0
394222106,1,1,0,0
395222757,1,1,0,0
396225908,1,1,0,0
397231823,1,1,0,0
398232246,1,1,0,0
399235339,1,1,0,0
400238540,1,1,0,0
401239165,1,1,0,0
402259773,1,1,0,0
403260469,1,1,0,0
404263446,1,1,0,0
405264257,1,1,0,0
406264952,1,1,0,0
407282830,1,1,0,0
408285896,1,1,0,0
409289097,1,1,0,0
410307103,1,1,0,0
411307792,1,1,0,0
412313381,1,1,0,0
413318941,1,1,0,0
414340243,1,1,0,0
415362671,1,1,0,0
416383043,1,1,0,0
417388689,1,1,0,0
418389363,1,1,0,0
419392537,1,1,0,0
420395557,1,1,0,0
421396265,1,1,0,0
422416916,1,1,0,0
423437289,1,1,0,0
424440434,1,1,0,0
425446183,1,1,0,0
426449159,1,1,0,0
427449970,1,1,0,0
428450589,1,1,0,0
429471095,1,1,0,0
430491574,1,1,0,0
431497176,1,1,0,0
432502785,1,1,0,0
433508387,1,1,0,0
434511520,1,1,0,0
435529985,1,1,0,0
436533192,1,1,0,0
437533438,1,1,0,0
438535254,1,1,0,0
439554722,1,1,0,0
440575079,1,1,0,0
441575641,1,1,0,0
442576379,1,1,0,0
443579663,1,1,0,0
444595200,1,1,0,0
445595736,1,1,0,0
446596373,1,1,0,0
447616989,1,1,0,0
448622682,1,1,0,0
449625653,1,1,0,0
450631255,1,1,0,0
451649350,1,1,0,0
452652563,1,1,0,0
453672979,1,1,0,0
454676131,1,1,0,0
455694242,1,1,0,0
456697430,1,1,0,0
457697867,1,1,0,0
458698512,1,1,0,0
459704268,1,1,0,0
460707506,1,1,0,0
461710414,1,1,0,0
462726063,1,1,0,0
463731782,1,1,0,0
464733974,1,1,0,0
465752864,1,1,0,0
466753624,1,1,0,0
467756587,1,1,0,0
468759677,1,1,0,0
469760376,1,1,0,0
470766098,1,1,0,0
471769278,1,1,0,0
472772275,1,1,0,0
473772929,1,1,0,0
474773620,1,1,0,0
475774467,1,1,0,0
476792236,1,1,0,0
477792894,1,1,0,0
478793894,1,1,0,0
479794222,1,1,0,0
480814929,1,1,0,0
481818057,1,1,0,0
482821067,1,1,0,0
483821738,1,1,0,0
484842262,1,1,0,0
485845452,1,1,0,0
486848724,1,1,0,0
487849104,1,1,0,0
488862175,1,1,0,0
489863076,1,1,0,0
490863786,1,1,0,0
491864199,1,1,0,0
492867432,1,1,0,0
493867954,1,1,0,0
494886060,1,1,0,0
495906494,1,1,0,0
496909749,1,1,0,0
497930254,1,1,0,0
498948389,1,1,0,0
499950154,1,1,0,0
500951235,1,1,0,0
501969817,1,1,0,0
502990770,1,1,0,0
503991942,1,1,0,0
504993381,1,1,0,0
505995000,1,1,0,0
506995816,1,1,0,0
507996277,1,1,0,0
509014371,1,1,0,0
510034929,1,1,0,0
511040529,1,1,0,0
512061180,1,1,0,0
513064223,1,1,0,0
514082208,1,1,0,0
515087929,1,1,0,0
516088570,1,1,0,0
517089071,1,1,0,0
518109711,1,1,0,0
519115510,1,1,0,0
520120891,1,1,0,0
521126448,1,1,0,0
522128413,1,1,0,0
523147737,1,1,0,0
524150860,1,1,0,0
525153889,1,1,0,0
526170253,1,1,0,0
527172625,1,1,0,0
528173276,1,1,0,0
529173976,1,1,0,0
530192020,1,1,0,0
531192670,1,1,0,0
532213149,1,1,0,0
533218817,1,1,0,0
534239270,1,1,0,0
535244900,1,1,0,0
536260001,1,1,0,0
537278539,1,1,0,0
538284200,1,1,0,0
539287258,1,1,0,0
540305378,1,1,0,0
541306087,1,1,0,0
542309146,1,1,0,0
543314638,1,1,0,0
544315367,1,1,0,0
545318585,1,1,0,0
546332566,1,1,0,0
547354557,1,1,0,0
548375212,1,1,0,0
549380645,1,1,0,0
550381478,1,1,0,0
551401974,1,1,0,0
552419881,1,1,0,0
553423147,1,1,0,0
554441088,1,1,0,0
555446797,1,1,0,0
556452465,1,1,0,0
557452971,1,1,0,0
558458568,1,1,0,0
559479258,1,1,0,0
560483684,1,1,0,0
561505213,1,1,0,0
562520771,1,1,0,0
563541449,1,1,0,0
564544514,1,1,0,0
565545147,1,1,0,0
566545810,1,1,0,0
567546512,1,1,0,0
568567043,1,1,0,0
569567559,1,1,0,0
570570712,1,1,0,0
571571370,1,1,0,0
572572151,1,1,0,0
573572693,1,1,0,0
574576076,1,1,0,0
575596265,1,1,0,0
576601914,1,1,0,0
577602706,1,1,0,0
578608401,1,1,0,0
579608881,1,1,0,0
580609540,1,1,0,0
581610239,1,1,0,0
582630977,1,1,0,0
583636259,1,1,0,0
584636964,1,1,0,0
585655057,1,1,0,0
586673182,1,1,0,0
587673678,1,1,0,0
588676817,1,1,0,0
589682403,1,1,0,0
590703011,1,1,0,0
591703555,1,1,0,0
592706797,1,1,0,0
593707477,1,1,0,0
594710529,1,1,0,0
595711392,1,1,0,0
596711842,1,1,0,0
597732451,1,1,0,0
598735433,1,1,0,0
599738645,1,1,0,0
600741836,1,1,0,0
601742515,1,1,0,0
602747999,1,1,0,0
603748713,1,1,0,0
604769237,1,1,0,0
605772468,1,1,0,0
606772939,1,1,0,0
607773591,1,1,0,0
608776823,1,1,0,0
609779952,1,1,0,0
610785540,1,1,0,0
611788695,1,1,0,0
612792110,1,1,0,0
613792548,1,1,0,0
614793135,1,1,0,0
615798751,1,1,0,0
616804549,1,1,0,0
617807478,1,1,0,0
618813100,1,1,0,0
619818787,1,1,0,0
620819386,1,1,0,0
621837496,1,1,0,0
622838140,1,1,0,0
623858601,1,1,0,0
624879256,1,1,0,0
625879733,1,1,0,0
626897841,1,1,0,0
627898487,1,1,0,0
628899153,1,1,0,0
629899841,1,1,0,0
630903026,1,1,0,0
631906011,1,1,0,0
632924295,1,1,0,0
633927581,1,1,0,0
634927871,1,1,0,0
635928909,1,1,0,0
636931394,1,1,0,0
637932284,1,1,0,0
638950329,1,1,0,0
639951172,1,1,0,0
640954062,1,1,0,0
641957247,1,1,0,0
642975302,1,1,0,0
643995984,1,1,0,0
644996423,1,1,0,0
646014724,1,1,0,0
647030063,1,1,0,0
648050585,1,1,0,0
649051316,1,1,0,0
650056898,1,1,0,0
651057520,1,1,0,0
652075699,1,1,0,0
653093518,1,1,0,0
654106625,1,1,0,0
655117960,1,1,0,0
656122828,1,1,0,0
657129762,1,1,0,0
658131763,1,1,0,0
659152122,1,1,0,0
660153035,1,1,0,0
661153447,1,1,0,0
662154097,1,1,0,0
663159738,1,1,0,0
664160432,1,1,0,0
665180857,1,1,0,0
666201392,1,1,0,0
667217043,1,1,0,0
668220145,1,1,0,0
669240681,1,1,0,0
670241260,1,1,0,0
671254326,1,1,0,0
672267669,1,1,0,0
673272048,1,1,0,0
674276160,1,1,0,0
675276793,1,1,0,0
676297590,1,1,0,0
677297995,1,1,0,0
678318239,1,1,0,0
679329114,1,1,0,0
680329942,1,1,0,0
681342810,1,1,0,0
682345911,1,1,0,0
683349021,1,1,0,0
684352251,1,1,0,0
685370209,1,1,0,0
686370870,1,1,0,0
687376504,1,1,0,0
688377210,1,1,0,0
689397645,1,1,0,0
690398246,1,1,0,0
691418918,1,1,0,0
692419590,1,1,0,0
