timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1935607347,0.024415838,0.023217678,8.792707e-05,0
1936004666,0.024415838,0.023217678,8.792707e-05,1
1936213155,0.024415838,0.023217678,8.792707e-05,1
1936411779,0.024415838,0.023217678,8.792707e-05,1
1936610404,0.024415838,0.023217678,8.792707e-05,1
1936809087,0.024415838,0.023217678,8.792707e-05,1
1937012623,0.024415838,0.023217678,8.792707e-05,1
1937211246,0.024415838,0.023217678,8.792707e-05,1
1937414838,0.024415838,0.023217678,8.792707e-05,1
2297614517,0.024415838,0.023217678,8.792707e-05,1
2297803214,0.024415838,0.023217678,8.792707e-05,1
2298011745,0.024415838,0.023217678,8.792707e-05,1
2298200428,0.024415838,0.023217678,8.792707e-05,1
2298404008,0.024415838,0.023217678,8.792707e-05,1
2298612568,0.024415838,0.023217678,8.792707e-05,1
