timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
1935656044,5.182031,3.2919433,1,0,1,0,1,0,0
1935666040,5.1836424,3.2919433,1,0,1,0,1,0,0
1936155948,5.2239256,3.2919433,1,0,1,0,1,0,0
1936665942,5.194922,3.285498,1,0,1,0,1,0,0
1937165944,5.225537,3.2919433,1,0,1,0,1,0,0
1937666003,5.1884766,3.2919433,1,0,1,0,1,0,0
1938165945,5.20459,3.2871094,1,0,1,0,1,0,0
1938665977,5.21748,3.2887206,1,0,1,0,1,0,0
1939165941,5.21748,3.2935545,1,0,1,0,1,0,0
1939655945,5.215869,3.2919433,1,0,1,0,1,0,0
1940155945,5.2110353,3.285498,1,0,1,0,1,0,0
1940665940,5.2094235,3.2871094,1,0,1,0,1,0,0
1941165943,5.2110353,3.2919433,1,0,1,0,1,0,0
1941667433,5.2110353,3.2919433,1,0,1,0,1,0,0
1942166091,5.2094235,3.285498,1,0,1,0,1,0,0
1942665954,5.206201,3.2887206,1,0,1,0,1,0,0
1943156023,5.2110353,3.2919433,1,0,1,0,1,0,0
1943665949,5.2126465,3.2871094,1,0,1,0,1,0,0
1944166057,5.2126465,3.290332,1,0,1,0,1,0,0
1944665972,5.2110353,3.2919433,1,0,1,0,1,0,0
1945165940,5.2110353,3.2919433,1,0,1,0,1,0,0
1945665939,5.2110353,3.2871094,1,0,1,0,1,0,0
1946165939,5.2094235,3.2871094,1,0,1,0,1,0,0
1946655957,5.2126465,3.2919433,1,0,1,0,1,0,0
1947155939,5.2126465,3.2919433,1,0,1,0,1,0,0
1947666000,5.2094235,3.2871094,1,0,1,0,1,0,0
1948166107,5.2110353,3.290332,1,0,1,0,1,0,0
1948665943,5.2110353,3.2919433,1,0,1,0,1,0,0
1949165980,5.2094235,3.290332,1,0,1,0,1,0,0
1949666999,5.2110353,3.2887206,1,0,1,0,1,0,0
1950155952,5.2142577,3.2871094,1,0,1,0,1,0,0
1950666006,5.2126465,3.2919433,1,0,1,0,1,0,0
1951165969,5.2078123,3.285498,1,0,1,0,1,0,0
1951665945,5.2126465,3.285498,1,0,1,0,1,0,0
1952165940,5.2126465,3.2919433,1,0,1,0,1,0,0
1952666288,5.2110353,3.2919433,1,0,1,0,1,0,0
1953165939,5.2094235,3.2871094,1,0,1,0,1,0,0
1953655942,5.2110353,3.2887206,1,0,1,0,1,0,0
1954166086,5.2078123,3.2919433,1,0,1,0,1,0,0
1954666771,5.2078123,3.2887206,1,0,1,0,1,0,0
1955166064,5.2094235,3.2887206,1,0,1,0,1,0,0
1955666061,5.2110353,3.2919433,1,0,1,0,1,0,0
1956165940,5.2094235,3.2919433,1,0,1,0,1,0,0
1956665940,5.2110353,3.285498,1,0,1,0,1,0,0
1957156105,5.2094235,3.2887206,1,0,1,0,1,0,0
1957665971,5.2110353,3.2919433,1,0,1,0,1,0,0
1958165940,5.2110353,3.2919433,1,0,1,0,1,0,0
1958665996,5.2094235,3.2887206,1,0,1,0,1,0,0
1959166089,5.2110353,3.2871094,1,0,1,0,1,0,0
1959665944,5.2110353,3.2919433,1,0,1,0,1,0,0
1960165976,5.2078123,3.2887206,1,0,1,0,1,0,0
1960655971,5.2094235,3.2887206,1,0,1,0,1,0,0
1961166855,5.2078123,3.2887206,1,0,1,0,1,0,0
1961666080,5.2126465,3.2919433,1,0,1,0,1,0,0
1962165941,5.2126465,3.290332,1,0,1,0,1,0,0
1962666029,5.2110353,3.2871094,1,0,1,0,1,0,0
1963165947,5.2126465,3.2919433,1,0,1,0,1,0,0
1963666123,5.2110353,3.2919433,1,0,1,0,1,0,0
1964165973,5.2078123,3.2871094,1,0,1,0,1,0,0
1964655951,5.2094235,3.2887206,1,0,1,0,1,0,0
1965166068,5.2094235,3.2919433,1,0,1,0,1,0,0
1965666169,5.2078123,3.2919433,1,0,1,0,1,0,0
1966165940,5.2078123,3.2871094,1,0,1,0,1,0,0
1966666003,5.2126465,3.2919433,1,0,1,0,1,0,0
1967166123,5.2110353,3.2919433,1,0,1,0,1,0,0
1967656173,5.2110353,3.2919433,1,0,1,0,1,0,0
1968155940,5.2110353,3.290332,1,0,1,0,1,0,0
1968665944,5.2126465,3.2919433,1,0,1,0,1,0,0
1969166273,5.2078123,3.2871094,1,0,1,0,1,0,0
