timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
1935662436,0.015320212,-0.011775254,-1.4969538,0.0,0.7327227,0.0016060799,-0.0095266085,-0.6804588,0.0,0.0,-0.0,0,0,0,0,0
1935667395,0.015320212,-0.011775254,-1.4971414,0.0,0.7326589,0.0016051872,-0.009526759,-0.68052745,0.0,0.0,-0.0,0,0,0,0,0
1935866120,0.015320212,-0.011775254,-1.496145,0.0,0.73299783,0.0016099323,-0.0095259575,-0.6801624,0.0,0.0,-0.0,0,0,0,0,0
1935965335,0.0153204,-0.013247161,-1.4963565,0.0,0.73292637,0.00110832,-0.010065543,-0.6802326,0.0,0.0,-0.0,0,0,0,0,0
1936064764,0.015320212,-0.011775254,-1.4956045,0.0,0.7331816,0.0016125068,-0.009525523,-0.67996424,0.0,0.0,-0.0,0,0,0,0,0
1936163962,0.015320212,-0.011775254,-1.4954373,0.0,0.73323846,0.0016133037,-0.009525388,-0.6799029,0.0,0.0,-0.0,0,0,0,0,0
1936263434,0.015320212,-0.011775254,-1.4952736,0.0,0.73329407,0.0016140826,-0.009525255,-0.67984295,0.0,0.0,-0.0,0,0,0,0,0
1936367623,0.015320212,-0.011775254,-1.4948311,0.0,0.7334445,0.0016161905,-0.009524899,-0.67968065,0.0,0.0,-0.0,0,0,0,0,0
1936462041,0.015320212,-0.011775254,-1.4945097,0.0,0.73355377,0.0016177213,-0.009524639,-0.6795628,0.0,0.0,-0.0,0,0,0,0,0
1936566506,0.015320212,-0.011775254,-1.4942662,0.0,0.7336365,0.0016188807,-0.009524441,-0.67947346,0.0,0.0,-0.0,0,0,0,0,0
1936665564,0.015320212,-0.011775254,-1.4937873,0.0,0.7337991,0.0016211609,-0.009524053,-0.6792978,0.0,0.0,-0.0,0,0,0,0,0
