timestamp,saturation_status
29922727,1533
29945041,1533
30923554,1533
31896481,1533
32922596,1533
33906081,1533
34909664,1
35914947,1357
36918492,1
37921653,1
38922583,1
39926865,1
40926501,1
41908054,1
42926250,1
43906779,1
44908253,1
45910859,1
46916286,1
47915030,1
48913256,1
49916543,1
50923433,1
51903327,1
52924212,1
53923114,1
54903305,1
55906576,1
56907608,1
57926467,1
58909761,1
59907531,1
60926315,1
61926532,1
62908161,1
63906636,1
64911661,1
65909992,1
66913385,1
67914985,1
68914950,1
69918244,1
70916577,1
71920288,1
72918330,1
73914870,1
74917649,1
75910753,1
76914118,1
77912881,1
78918470,1
79924847,1
80905016,1
81923274,1
82921649,1
83922712,1
84921055,1
85916869,1
86917658,1
87923320,1
88921647,1
89920105,1
90903523,1
91906782,1
92908487,1
93911140,1
94904416,1
95908178,1
96908545,1
97906880,1
98908424,1
99911482,1
100909480,1
101912748,1
102911189,1
103912013,1
104912783,1
105916961,1
106921993,1
107925201,1
108923448,1
109906928,1
110912910,1
111916168,1
112911953,1
113912945,1
114916192,1
115919516,1
116920039,1
117923961,1
118907164,1
119908191,1
120908795,1
121912079,1
122910447,1
123913429,1
124917402,1
125918093,1
126921977,1
127922243,1
128920457,1
129923859,1
130922076,1
131923647,1
132921367,1
133922071,1
134919978,1
135919470,1
136919808,1
137925594,1
138909115,1
139904942,1
140925558,1
141907232,1
142905438,1
143908718,1
144909311,1
145907628,1
146910865,1
147913812,1
148909909,1
149910833,1
150911745,1
151910171,1
152913685,1
153912260,1
154910091,1
155910844,1
156914220,1
157920652,1
158920798,1
159924353,1
160905422,1
161916208,1
162904272,1
163905375,1
164908565,1
165909353,1
166927540,1
167906035,1
168907622,1
169912907,1
170915849,1
171919477,1
172920332,1
173924050,1
174904532,1
175922677,1
176918800,1
177915364,1
178918525,1
179920889,1
180918813,1
181912984,1
182919264,1
183918863,1
184913079,1
185908896,1
186912318,1
187910700,1
188916513,1
189922067,1
190923205,1
191921557,1
192924610,1
193926177,1
194909657,1
195914840,1
196915536,1
197915475,1
198909058,1
199910817,1
200905707,1
201904701,1
202923224,1
203920561,1
204924137,1
205921084,1
206916619,1
207898509,1
208921098,1
209924413,1
210907794,1
211911112,1
212909609,1
213910164,1
214913609,1
215909542,1
216913516,1
217916915,1
218922018,1
219918015,1
220913556,1
221915213,1
222913073,1
223911338,1
224915308,1
225910450,1
226908525,1
227912055,1
228908095,1
229926999,1
230925311,1
231925582,1
232926839,1
233902487,1
234923117,1
235907091,1
236907045,1
237925686,1
238904051,1
239909970,1
240910687,1
241917093,1
242917361,1
243923406,1
244904046,1
245925413,1
246908879,1
247904227,1
248910548,1
249913577,1
250918948,1
251902821,1
252925885,1
253907634,1
254912659,1
255915990,1
256912023,1
257910977,1
258913880,1
259907206,1
260922759,1
261903877,1
262904550,1
263907929,1
264911448,1
265914770,1
266910648,1
267909656,1
268912774,1
269908107,1
270909097,1
271908020,1
272908440,1
273909101,1
274907321,1
275911234,1
276906626,1
277907508,1
278927864,1
279921533,1
280919933,1
281921703,1
282924329,1
283922705,1
284920979,1
285921724,1
286917736,1
287921046,1
288924354,1
289908395,1
290906422,1
291909755,1
292910359,1
293906394,1
294907032,1
295908136,1
296916454,1
297910327,1
298910473,1
299917069,1
300919827,1
301918110,1
302919076,1
303919802,1
304918642,1
305921479,1
306924857,1
307925611,1
308907318,1
309912124,1
310915725,1
311919051,1
312917503,1
313918382,1
314924133,1
315920331,1
316925876,1
317924313,1
318906179,1
319909720,1
320907697,1
321920446,1
322918707,1
323922075,1
324906064,1
325905923,1
326907839,1
327927807,1
328911219,1
329912420,1
330912898,1
331905370,1
332926796,1
333907201,1
334906432,1
335907863,1
336925926,1
337921533,1
338924962,1
339926222,1
340926616,1
341908165,1
342911021,1
343916993,1
344920006,1
345903430,1
346924410,1
347905181,1
348906669,1
349910105,1
350910378,1
351916728,1
352916874,1
353920000,1
354923682,1
355907305,1
356905390,1
357911612,1
358912039,1
359915377,1
360918738,1
361914886,1
362909568,1
363911633,1
364912531,1
365909558,1
366908965,1
367915447,1
368915852,1
369912943,1
370912697,1
371915766,1
372917586,1
373920128,1
374923631,1
375926976,1
376922690,1
377905783,1
378908051,1
379902764,1
380904365,1
381904763,1
382910567,1
383918184,1
384912009,1
385915589,1
386910990,1
387912290,1
388916456,1
389921513,1
390917953,1533
391913089,1
