timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
29697373,0.0539799,0.0712523,0.00151881,0
29935850,0.0539799,0.0712523,0.00151881,1
30094675,0.0539799,0.0712523,0.00151881,1
30303283,0.0539799,0.0712523,0.00151881,1
30501956,0.0539799,0.0712523,0.00151881,1
30690700,0.0539799,0.0712523,0.00151881,1
30904272,0.0539799,0.0712523,0.00151881,1
31097980,0.0539799,0.0712523,0.00151881,1
31286861,0.0539799,0.0712523,0.00151881,1
31495325,0.0539799,0.0712523,0.00151881,1
31694000,0.0539799,0.0712523,0.00151881,1
31897640,0.0539799,0.0712523,0.00151881,1
32096465,0.0539799,0.0712523,0.00151881,1
32294988,0.0539799,0.0712523,0.00151881,1
32493662,0.0539799,0.0712523,0.00151881,1
32697304,0.0539799,0.0712523,0.00151881,1
32896094,0.0539799,0.0712523,0.00151881,1
33094651,0.0539799,0.0712523,0.00151881,1
33293327,0.0539799,0.0712523,0.00151881,1
33491999,0.0539799,0.0712523,0.00151881,1
33700713,0.0539799,0.0712523,0.00151881,1
33889347,0.0539799,0.0712523,0.00151881,1
34102922,0.0539799,0.0712523,0.00151881,1
34296629,0.0539799,0.0712523,0.00151881,1
34495354,0.0539799,0.0712523,0.00151881,1
34693977,0.0539799,0.0712523,0.00151881,1
34897619,0.0539799,0.0712523,0.00151881,1
35106226,0.0539799,0.0712523,0.00151881,1
35294979,0.0539799,0.0712523,0.00151881,1
35493641,0.0539799,0.0712523,0.00151881,1
35692315,0.0539799,0.0712523,0.00151881,1
390905626,0.0539799,0.0712523,0.00151881,1
391114242,0.0539799,0.0712523,0.00151881,1
391298022,0.0539799,0.0712523,0.00151881,1
391496704,0.0539799,0.0712523,0.00151881,1
391705322,0.0539799,0.0712523,0.00151881,1
391904002,0.0539799,0.0712523,0.00151881,1
392102712,0.0539799,0.0712523,0.00151881,1
392301364,0.0539799,0.0712523,0.00151881,1
