timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
29688517,1603342752599678,340356430,1087574594,421614,393700,0.207,0.308762,0.746,1.193,0.58,1.0,113,7,0.034,-0.023,-0.024,0.092,3.95199,0,nan,0.0,3,1,20
29925931,1603342752799678,340356431,1087574593,421623,393709,0.213,0.308781,0.743,1.188,0.58,1.0,113,7,0.014,0.007,0.013,0.059,3.95199,0,nan,0.0,3,1,20
30896014,1603342753799677,340356436,1087574586,421708,393793,0.2,0.308875,0.728,1.165,0.58,1.0,113,6,0.029,0.025,-0.016,0.031,3.95199,0,nan,0.0,3,1,20
31886935,1603342754799677,340356438,1087574579,421785,393871,0.187,0.308957,0.715,1.143,0.58,1.0,113,6,0.014,-0.011,-0.01,0.02,3.95199,0,nan,0.0,3,1,20
32885970,1603342755799676,340356440,1087574575,421864,393949,0.208,0.309051,0.702,1.123,0.58,1.0,113,5,0.026,-0.016,-0.02,0.073,3.95199,0,nan,0.0,3,1,20
33881062,1603342756799675,340356441,1087574574,421898,393984,0.209,0.309144,0.69,1.103,0.58,1.0,113,6,0.006,-0.003,0.005,0.08,3.95199,0,nan,0.0,3,1,20
34888770,1603342757799675,340356442,1087574571,421911,393996,0.228,0.309233,0.68,1.086,0.58,1.0,113,14,0.014,0.01,-0.01,0.103,3.95199,0,nan,0.0,3,1,20
35887972,1603342758799674,340356439,1087574571,421909,393995,0.21,0.309331,0.672,1.076,0.58,1.0,113,19,0.026,-0.009,-0.024,0.033,3.95199,0,nan,0.0,3,1,20
36886329,1603342759799673,340356437,1087574570,421928,394013,0.133,0.309419,0.664,1.067,0.58,1.0,113,7,0.023,0.013,-0.019,-0.007,3.95199,0,nan,0.0,3,1,20
37889327,1603342760799673,340356435,1087574567,421959,394044,0.217,0.309514,0.656,1.053,0.58,1.0,112,9,0.009,0.004,0.008,0.043,3.95199,0,nan,0.0,3,1,20
38883968,1603342761799672,340356431,1087574563,421958,394043,0.22,0.309608,0.649,1.042,0.58,1.0,112,12,0.018,0.018,0.002,0.063,3.95199,0,nan,0.0,3,1,20
39886972,1603342762799672,340356429,1087574561,421957,394042,0.222,0.309704,0.642,1.031,0.58,1.0,112,12,0.017,0.015,-0.008,0.108,3.95199,0,nan,0.0,3,1,20
40889038,1603342763799671,340356427,1087574558,421948,394033,0.222,0.309798,0.636,1.02,0.58,1.0,112,6,0.004,0.003,0.003,0.068,3.95199,0,nan,0.0,3,1,20
41885162,1603342764799670,340356422,1087574556,421931,394017,0.206,0.309886,0.63,1.011,0.58,1.0,112,8,0.016,-0.014,0.008,0.06,3.95199,0,nan,0.0,3,1,20
42888989,1603342765799670,340356418,1087574555,421915,394001,0.214,0.30998,0.625,1.002,0.58,1.0,112,11,0.009,-0.005,0.008,0.096,3.95199,0,nan,0.0,3,1,20
43888694,1603342766799669,340356415,1087574552,421881,393966,0.188,0.310066,0.619,0.993,0.58,1.0,112,10,0.075,0.02,-0.072,0.066,3.95199,0,nan,0.0,3,1,20
44886027,1603342767799669,340356408,1087574534,421953,394039,0.218,0.657942,0.616,0.99,0.58,1.0,112,5,0.198,-0.136,-0.143,-0.372,3.98246,0,nan,0.0,3,1,20
45890071,1603342768799668,340356393,1087574511,422204,394290,0.209,0.521617,0.611,0.985,0.58,1.0,112,18,0.226,-0.109,-0.198,-0.407,4.15147,0,nan,0.0,3,1,20
46880935,1603342769799667,340356409,1087574499,422895,394980,0.193,0.231268,0.607,0.978,0.58,1.0,112,8,0.537,0.516,-0.151,-0.724,6.00904,0,nan,0.0,3,1,20
47890988,1603342770799667,340356426,1087574475,423178,395264,0.113,0.357109,0.601,0.969,0.58,1.0,112,23,0.309,0.171,-0.257,-0.068,5.3631,0,nan,0.0,3,1,20
48890936,1603342771799666,340356420,1087574451,423163,395248,0.134,0.568809,0.598,0.965,0.58,1.0,112,22,0.205,-0.142,-0.147,-0.1,4.06435,0,nan,0.0,3,1,20
49890936,1603342772799666,340356392,1087574409,423223,395309,0.129,0.16107,0.592,0.959,0.58,1.0,112,14,0.747,-0.372,-0.648,0.093,4.11066,0,nan,0.0,3,1,20
50890960,1603342773799665,340356378,1087574320,423073,395159,0.136,0.129437,0.587,0.951,0.58,1.0,111,5,0.907,-0.01,-0.907,0.163,4.65659,0,nan,0.0,3,1,20
51890935,1603342774799664,340356395,1087574242,422862,394947,0.11,0.160611,0.58,0.942,0.58,1.0,111,7,0.729,0.397,-0.611,-0.054,5.17671,0,nan,0.0,3,1,20
52883998,1603342775799664,340356417,1087574166,422698,394783,0.122,0.104656,0.575,0.933,0.6,1.02,111,6,1.037,0.183,-1.021,0.195,4.96313,0,nan,0.0,3,1,19
53885982,1603342776799663,340356419,1087574045,422219,394305,0.129,0.0961416,0.57,0.925,0.6,1.02,111,7,1.254,-0.059,-1.252,0.306,4.70811,0,nan,0.0,3,1,19
54886288,1603342777799662,340356414,1087573926,422194,394280,0.104,0.120669,0.566,0.92,0.6,1.02,112,9,0.939,0.07,-0.936,-0.153,4.69966,0,nan,0.0,3,1,19
55888992,1603342778799662,340356408,1087573850,422353,394439,0.128,0.290187,0.563,0.915,0.6,1.02,119,7,0.433,-0.119,-0.416,-0.249,4.6108,0,nan,0.0,3,1,19
56885148,1603342779799661,340356399,1087573781,422303,394389,0.106,0.113506,0.559,0.907,0.6,1.02,119,11,0.97,-0.193,-0.951,0.096,4.53852,0,nan,0.0,3,1,19
