timestamp,safety_switch_available,safety_off,override_available,override_enabled
414202497,1,1,0,0
415211027,1,1,0,0
416214057,1,1,0,0
417222626,1,1,0,0
418225613,1,1,0,0
419236406,1,1,0,0
420247198,1,1,0,0
421251501,1,1,0,0
422266570,1,1,0,0
423269557,1,1,0,0
424278148,1,1,0,0
425281162,1,1,0,0
426291967,1,1,0,0
427302701,1,1,0,0
428313517,1,1,0,0
429332121,1,1,0,0
430348703,1,1,0,0
431355889,1,1,0,0
432364408,1,1,0,0
433377464,1,1,0,0
434378289,1,1,0,0
435389040,1,1,0,0
436394318,1,1,0,0
437400641,1,1,0,0
438411389,1,1,0,0
439412196,1,1,0,0
440412992,1,1,0,0
441423755,1,1,0,0
442434624,1,1,0,0
443445428,1,1,0,0
444456134,1,1,0,0
445466932,1,1,0,0
446470967,1,1,0,0
447488510,1,1,0,0
448489294,1,1,0,0
449490119,1,1,0,0
450510870,1,1,0,0
451511665,1,1,0,0
452530208,1,1,0,0
453533290,1,1,0,0
454534027,1,1,0,0
455548393,1,1,0,0
456563443,1,1,0,0
457564194,1,1,0,0
458570905,1,1,0,0
459585758,1,1,0,0
460588757,1,1,0,0
461603175,1,1,0,0
462620385,1,1,0,0
463638903,1,1,0,0
464641911,1,1,0,0
465652694,1,1,0,0
466671307,1,1,0,0
467687667,1,1,0,0
468695058,1,1,0,0
469705866,1,1,0,0
470710173,1,1,0,0
471717423,1,1,0,0
472728234,1,1,0,0
473739004,1,1,0,0
474757480,1,1,0,0
475778436,1,1,0,0
476791337,1,1,0,0
477799899,1,1,0,0
478812918,1,1,0,0
479813721,1,1,0,0
480814470,1,1,0,0
481820048,1,1,0,0
482823816,1,1,0,0
483826885,1,1,0,0
484845390,1,1,0,0
485848555,1,1,0,0
486859136,1,1,0,0
487867661,1,1,0,0
488870730,1,1,0,0
489881486,1,1,0,0
490892256,1,1,0,0
491903054,1,1,0,0
492903823,1,1,0,0
493914619,1,1,0,0
494923128,1,1,0,0
495926156,1,1,0,0
496927079,1,1,0,0
497927707,1,1,0,0
498928457,1,1,0,0
499932844,1,1,0,0
500948001,1,1,0,0
501948520,1,1,0,0
502961589,1,1,0,0
503972344,1,1,0,0
504976636,1,1,0,0
505991669,1,1,0,0
506994686,1,1,0,0
508005463,1,1,0,0
509024012,1,1,0,0
510024743,1,1,0,0
511031433,1,1,0,0
512038573,1,1,0,0
513047076,1,1,0,0
514063466,1,1,0,0
515078644,1,1,0,0
516081709,1,1,0,0
517092449,1,1,0,0
518096594,1,1,0,0
519111739,1,1,0,0
520114812,1,1,0,0
521125676,1,1,0,0
522146473,1,1,0,0
523167182,1,1,0,0
524168012,1,1,0,0
525172302,1,1,0,0
526179480,1,1,0,0
527180245,1,1,0,0
528194300,1,1,0,0
529199575,1,1,0,0
530212612,1,1,0,0
531223401,1,1,0,0
532224205,1,1,0,0
533242668,1,1,0,0
534245711,1,1,0,0
535246501,1,1,0,0
536257338,1,1,0,0
537261881,1,1,0,0
538262360,1,1,0,0
539267373,1,1,0,0
540270377,1,1,0,0
541271152,1,1,0,0
542275640,1,1,0,0
543282724,1,1,0,0
544291281,1,1,0,0
545297672,1,1,0,0
546305118,1,1,0,0
547309359,1,1,0,0
548316658,1,1,0,0
549320957,1,1,0,0
550338169,1,1,0,0
