timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
50110019,inf,0,1,1,1,0
51118388,inf,0,1,1,1,0
51803680,inf,0,1,0,0,0
51982608,inf,0,0,0,0,0
52986112,inf,0,0,0,0,0
53989253,inf,0,0,0,0,0
54992795,inf,0,0,0,0,0
55995868,inf,0,0,0,0,0
57004319,inf,0,0,0,0,0
58007296,inf,0,0,0,0,0
59015645,inf,0,0,0,0,0
60019186,inf,0,0,0,0,0
61022211,inf,0,0,0,0,0
62025476,inf,0,0,0,0,0
63033522,inf,0,0,0,0,0
64037132,inf,0,0,0,0,0
65045412,inf,0,0,0,0,0
66048541,inf,0,0,0,0,0
67051868,inf,0,0,0,0,0
68060197,inf,0,0,0,0,0
69068307,inf,0,0,0,0,0
70071709,inf,0,0,0,0,0
71074916,inf,0,0,0,0,0
72083407,inf,0,0,0,0,0
73091561,inf,0,0,0,0,0
74094795,inf,0,0,0,0,0
75098585,inf,0,0,0,0,0
76106618,inf,0,0,0,0,0
77114674,inf,0,0,0,0,0
78118351,inf,0,0,0,0,0
79126464,inf,0,0,0,0,0
80134435,inf,0,0,0,0,0
81138095,inf,0,0,0,0,0
82146116,inf,0,0,0,0,0
83154270,inf,0,0,0,0,0
84162864,inf,0,0,0,0,0
85166006,inf,0,0,0,0,0
86174015,inf,0,0,0,0,0
87182500,inf,0,0,0,0,0
88190995,inf,0,0,0,0,0
89194201,inf,0,0,0,0,0
90202338,inf,0,0,0,0,0
91210572,inf,0,0,0,0,0
92213736,inf,0,0,0,0,0
93222255,inf,0,0,0,0,0
94230582,inf,0,0,0,0,0
95233636,inf,0,0,0,0,0
96237038,inf,0,0,0,0,0
97240583,inf,0,0,0,0,0
98244427,inf,0,0,0,0,0
99247844,inf,0,0,0,0,0
100256049,inf,0,0,0,0,0
101263634,inf,0,0,0,0,0
102271763,inf,0,0,0,0,0
103275028,inf,0,0,0,0,0
104283394,inf,0,0,0,0,0
105291624,inf,0,0,0,0,0
106294775,inf,0,0,0,0,0
107303260,inf,0,0,0,0,0
108306433,inf,0,0,0,0,0
109314593,inf,0,0,0,0,0
110323015,inf,0,0,0,0,0
111326643,inf,0,0,0,0,0
112329575,inf,0,0,0,0,0
113337937,inf,0,0,0,0,0
114346069,inf,0,0,0,0,0
115354469,inf,0,0,0,0,0
116358298,inf,0,0,0,0,0
117361237,inf,0,0,0,0,0
118364606,inf,0,0,0,0,0
119372951,inf,0,0,0,0,0
120386076,inf,0,0,0,0,0
121393973,inf,0,0,0,0,0
122402679,inf,0,0,0,0,0
123405683,inf,0,0,0,0,0
124414087,inf,0,0,0,0,0
125423293,inf,0,0,0,0,0
126425606,inf,0,0,0,0,0
127434045,inf,0,0,0,0,0
128442550,inf,0,0,0,0,0
129445364,inf,0,0,0,0,0
130454358,inf,0,0,0,0,0
131457109,inf,0,0,0,0,0
132465623,inf,0,0,0,0,0
133473763,inf,0,0,0,0,0
134477652,inf,0,0,0,0,0
135485431,inf,0,0,0,0,0
136493629,inf,0,0,0,0,0
137501934,inf,0,0,0,0,0
138505041,inf,0,0,0,0,0
139508418,inf,0,0,0,0,0
140517225,inf,0,0,0,0,0
141520164,inf,0,0,0,0,0
142528270,inf,0,0,0,0,0
143536550,inf,0,0,0,0,0
144539999,inf,0,0,0,0,0
145543128,inf,0,0,0,0,0
146546373,inf,0,0,0,0,0
147554599,inf,0,0,0,0,0
148563098,inf,0,0,0,0,0
149566079,inf,0,0,0,0,0
150574563,inf,0,0,0,0,0
151583043,inf,0,0,0,0,0
152591345,inf,0,0,0,0,0
153594456,inf,0,0,0,0,0
154602888,inf,0,0,0,0,0
155605873,inf,0,0,0,0,0
156614314,inf,0,0,0,0,0
157622759,inf,0,0,0,0,0
158625922,inf,0,0,0,0,0
159634343,inf,0,0,0,0,0
160642683,inf,0,0,0,0,0
161645946,inf,0,0,0,0,0
162649592,inf,0,0,0,0,0
163653237,inf,0,0,0,0,0
