timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
43129940,0.12610947,0.0063506435,0.0
404117810,0.11924987,0.006296935,0.0
404122779,0.12975328,0.00543562,0.0
404321397,0.15650588,0.0028285168,0.0
404520077,0.1391923,0.0042254375,0.0
404718848,0.12065959,0.002000069,0.0
404917650,0.11636876,0.00300539,0.0
