timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
43202796,0.0,0.0,0,11,59385,65536,0,3,122
44204432,81.03516,79.99458,0,11,9126,65536,0,3,122
45205501,109.80859,54.520554,0,11,6127,65536,0,3,122
46206176,136.08984,45.14129,0,11,6091,65536,0,3,122
47207004,161.79492,40.291794,0,11,6361,65536,0,3,122
48208122,189.24707,37.723434,0,11,4892,65536,0,3,122
49209037,213.69434,35.51148,0,11,6896,65536,0,3,122
50210139,240.52344,34.26887,0,11,6350,65536,0,3,122
51211331,268.0879,33.427807,0,11,5051,65536,0,3,122
52212023,295.4248,32.75002,0,11,5616,65536,0,3,122
53213092,324.6416,32.393963,0,11,4300,65536,0,3,122
54214012,351.54297,31.89296,0,11,5305,65536,0,3,122
55215656,384.0,31.935513,0,11,905,65536,0,3,122
56216032,409.62207,31.44986,0,11,3220,65536,0,3,122
57217290,440.87402,31.432928,0,11,229,65536,0,3,122
58218208,462.5869,30.784159,0,11,6759,65536,0,3,122
59219056,491.92773,30.692478,0,11,5316,65536,0,3,122
60220078,524.7998,30.81863,0,11,207,65536,0,3,122
61221118,552.91113,30.666697,0,11,257,65536,0,3,122
62222303,580.8428,30.521067,0,11,207,65536,0,3,122
63223072,608.7256,30.388191,0,11,327,65536,0,3,122
64224015,636.8369,30.278574,0,11,327,65536,0,3,122
65225213,658.3701,29.880024,0,11,6879,65536,0,3,122
66226866,692.65137,30.068941,0,11,377,65536,0,3,122
67227204,719.07324,29.916784,0,11,2096,65536,0,3,122
68228120,748.69434,29.90388,0,11,366,65536,0,3,122
69229050,776.57715,29.82519,0,11,366,65536,0,3,122
70230076,801.7656,29.652573,0,11,3409,65536,0,3,122
71231003,832.0,29.672342,0,11,1001,65536,0,3,122
72232014,860.5029,29.631042,0,11,416,65536,0,3,122
73233006,888.75684,29.584223,0,11,270,65536,0,3,122
74234075,913.96875,29.442354,0,11,3055,65536,0,3,122
75235009,944.4287,29.473255,0,11,497,65536,0,3,122
76236016,972.58887,29.432617,0,11,497,65536,0,3,122
77237036,997.94336,29.311975,0,11,3086,65536,0,3,122
78238011,1028.3545,29.342499,0,11,547,65536,0,3,122
79239397,1056.4658,29.307219,0,11,597,65536,0,3,122
80240011,1084.3975,29.269604,0,11,547,65536,0,3,122
81241639,1112.2803,29.231903,0,11,597,65536,0,3,122
82242007,1140.3916,29.202934,0,11,597,65536,0,3,122
83243232,1165.6973,29.104736,0,11,3356,65536,0,3,122
84244068,1196.206,29.138344,0,11,667,65536,0,3,122
85245283,1224.3174,29.11308,0,11,717,65536,0,3,122
86246266,1252.249,29.084974,0,11,667,65536,0,3,122
87247011,1280.0,29.054203,0,11,852,65536,0,3,122
88248041,1308.1279,29.032982,0,11,835,65536,0,3,122
89249012,1336.0107,29.007399,0,11,717,65536,0,3,122
90250008,1363.7695,28.980251,0,11,844,65536,0,3,122
91251167,1384.9004,28.816227,0,11,8042,65536,0,3,122
92252012,1419.8125,28.939981,0,11,844,65536,0,3,122
93253117,1441.5254,28.79498,0,11,7131,65536,0,3,122
94254855,1476.0469,28.906143,0,11,617,65536,0,3,122
95255014,1503.7383,28.882723,0,11,813,65536,0,3,122
96256230,1531.6211,28.863218,0,11,863,65536,0,3,122
97257010,1559.7812,28.8498,0,11,813,65536,0,3,122
98258183,1587.6641,28.831623,0,11,863,65536,0,3,122
99259007,1615.5469,28.814276,0,11,863,65536,0,3,122
100260380,1643.8984,28.805477,0,11,667,65536,0,3,122
101261308,1672.124,28.795029,0,11,316,65536,0,3,122
102262141,1699.4727,28.770138,0,11,913,65536,0,3,122
103263014,1728.0,28.765678,0,11,557,65536,0,3,122
104264053,1755.5156,28.74472,0,11,983,65536,0,3,122
105265082,1783.3984,28.73036,0,11,983,65536,0,3,122
106266008,1811.5098,28.720121,0,11,1033,65536,0,3,122
107267470,1839.4414,28.707159,0,11,1033,65536,0,3,122
108268159,1867.3242,28.69419,0,11,1033,65536,0,3,122
109269037,1893.3242,28.653036,0,11,3245,65536,0,3,122
110270104,1924.0186,28.68301,0,11,366,65536,0,3,122
111271076,1951.1436,28.659714,0,11,1192,65536,0,3,122
112272038,1979.3037,28.652086,0,11,1142,65536,0,3,122
113273048,2004.707,28.605316,0,11,3731,65536,0,3,122
114274228,2035.0693,28.62956,0,11,1192,65536,0,3,122
115275740,2063.2295,28.622444,0,11,1273,65536,0,3,122
116276046,2088.6328,28.57828,0,11,3812,65536,0,3,122
117277142,2120.0615,28.616333,0,11,231,65536,0,3,122
118278009,2147.1553,28.595724,0,11,1273,65536,0,3,122
119279043,2176.0,28.59861,0,11,338,65536,0,3,122
120280003,2202.921,28.576488,0,11,1323,65536,0,3,122
121281089,2231.081,28.57076,0,11,1323,65536,0,3,122
122282430,2240.0,28.321802,0,11,20792,65536,0,3,122
123283081,2240.0,27.967957,0,11,49414,65536,0,3,122
124284841,2314.958,28.546806,0,11,1493,65536,0,3,122
125285051,2342.8896,28.539242,0,11,1443,65536,0,3,122
126286170,2368.0,28.497591,0,11,4332,65536,0,3,122
127287017,2398.7031,28.523531,0,11,1678,65536,0,3,122
128288851,2426.6348,28.515959,0,11,1678,65536,0,3,122
129289288,2454.5176,28.508461,0,11,1678,65536,0,3,122
130290014,2480.9395,28.484264,0,11,3458,65536,0,3,122
131291038,2510.5605,28.496838,0,11,1678,65536,0,3,122
132292010,2538.4434,28.489637,0,11,1728,65536,0,3,122
133293004,2566.6035,28.485664,0,11,1678,65536,0,3,122
134294037,2594.4863,28.478725,0,11,1560,65536,0,3,122
135295854,2622.3691,28.471693,0,11,1610,65536,0,3,122
136296050,2650.5293,28.468288,0,11,1543,65536,0,3,122
137297295,2678.412,28.461689,0,11,1593,65536,0,3,122
138298035,2706.295,28.455383,0,11,1593,65536,0,3,122
139299036,2734.5977,28.453497,0,11,1338,65536,0,3,122
140300007,2762.2139,28.444592,0,11,1611,65536,0,3,122
141301165,2790.0967,28.438528,0,11,1661,65536,0,3,122
142302188,2816.0,28.412653,0,11,3922,65536,0,3,122
143303175,2846.1396,28.429625,0,11,2215,65536,0,3,122
144304172,2874.0713,28.42442,0,11,2272,65536,0,3,122
145305137,2902.4912,28.424109,0,11,1772,65536,0,3,122
146306103,2930.0654,28.4156,0,11,2088,65536,0,3,122
147307011,2957.9482,28.410234,0,11,2372,65536,0,3,122
148308008,2986.0596,28.407122,0,11,2138,65536,0,3,122
149309119,3013.9912,28.402342,0,11,2184,65536,0,3,122
150312085,3041.874,28.396706,0,11,2468,65536,0,3,122
151314637,3072.0,28.41203,0,11,221,65536,0,3,122
152315674,3097.917,28.388897,0,11,2234,65536,0,3,122
153316546,3125.7998,28.384075,0,11,2518,65536,0,3,122
154317567,3153.96,28.3818,0,11,2234,65536,0,3,122
155318622,3183.8818,28.395267,0,11,196,65536,0,3,122
156319505,3209.7256,28.372492,0,11,2518,65536,0,3,122
157320518,3237.8857,28.370378,0,11,2284,65536,0,3,122
158322105,3264.0,28.350393,0,11,4145,65536,0,3,122
159322539,3293.6514,28.36149,0,11,2568,65536,0,3,122
160323889,3321.8115,28.359444,0,11,2461,65536,0,3,122
161324521,3349.6943,28.355257,0,11,2461,65536,0,3,122
162325995,3377.5771,28.35094,0,11,2745,65536,0,3,122
163326607,3405.5732,28.347841,0,11,2629,65536,0,3,122
164327540,3433.456,28.343786,0,11,2679,65536,0,3,122
165328757,3461.3877,28.340128,0,11,2863,65536,0,3,122
166329696,3489.4502,28.337656,0,11,2729,65536,0,3,122
167330591,3517.3818,28.334183,0,11,2679,65536,0,3,122
168331692,3545.2646,28.330324,0,11,2963,65536,0,3,122
169332584,3573.376,28.32839,0,11,2729,65536,0,3,122
170333537,3601.3076,28.325058,0,11,2729,65536,0,3,122
171334573,3629.1904,28.321375,0,11,2795,65536,0,3,122
172335612,3657.3506,28.319899,0,11,2561,65536,0,3,122
173337643,3685.2334,28.3161,0,11,2561,65536,0,3,122
174341239,3712.0,28.30351,0,11,4038,65536,0,3,122
175342012,3741.419,28.311785,0,11,2465,65536,0,3,122
176343104,3769.1592,28.30726,0,11,2731,65536,0,3,122
177344011,3797.042,28.303904,0,11,2965,65536,0,3,122
178345066,3820.9004,28.270792,0,11,7136,65536,0,3,122
179346072,3853.085,28.299324,0,11,2731,65536,0,3,122
180347042,3880.9678,28.296093,0,11,3015,65536,0,3,122
181348493,3909.128,28.294807,0,11,2781,65536,0,3,122
182349015,3937.0107,28.291746,0,11,2781,65536,0,3,122
