timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
948816130,1599454028200366,340348576,1087566985,421747,393832,0.203,0.784146,0.91,1.187,0.68,0.95,91,5,0.02,-0.007,-0.018,-0.018,0.406503,0,nan,0.0,4,1,17
949014458,1599454028400366,340348576,1087566985,421730,393815,0.169,0.784146,0.909,1.186,0.68,0.95,91,5,0.056,0.054,0.014,-0.014,0.406503,0,nan,0.0,4,1,17
949819270,1599454029200366,340348571,1087566984,421646,393731,0.152,0.784149,0.901,1.187,0.68,0.95,91,4,0.027,0.027,0.0,-0.009,0.406503,0,nan,0.0,4,1,17
950822262,1599454030200367,340348566,1087566981,421548,393633,0.183,0.784152,0.893,1.189,0.68,0.95,91,7,0.034,0.017,-0.03,-0.019,0.406503,0,nan,0.0,4,1,17
951819279,1599454031200367,340348561,1087566977,421447,393532,0.205,0.784156,0.886,1.191,0.68,0.95,91,4,0.069,0.013,0.068,-0.007,0.406503,0,nan,0.0,4,1,17
952822408,1599454032200367,340348556,1087566970,421359,393444,0.214,0.78416,0.881,1.194,0.68,0.95,91,4,0.042,-0.009,-0.041,-0.019,0.406503,0,nan,0.0,4,1,17
953821919,1599454033200367,340348555,1087566964,421235,393320,0.205,0.784163,0.877,1.195,0.68,0.95,91,4,0.047,0.027,0.039,0.011,0.406503,0,nan,0.0,4,1,17
954823543,1599454034200367,340348554,1087566957,421174,393259,0.196,0.784166,0.87,1.188,0.72,1.0,91,4,0.133,-0.057,-0.121,-0.065,0.406503,0,nan,0.0,4,1,16
955816399,1599454035200367,340348558,1087566967,421147,393232,0.211,0.525245,0.867,1.185,0.72,1.0,91,4,0.333,0.14,0.302,0.019,0.911404,0,nan,0.0,4,1,16
956827277,1599454036200368,340348589,1087567001,421050,393135,0.237,0.528678,0.871,1.191,0.72,1.0,91,3,0.47,0.442,0.158,-0.123,0.533332,0,nan,0.0,4,1,16
957831296,1599454037200368,340348625,1087567010,421067,393152,0.194,0.361427,0.872,1.192,0.72,1.0,79,3,0.487,0.473,0.117,0.002,0.221775,0,nan,0.0,4,1,16
958828204,1599454038200368,340348657,1087567013,420980,393065,0.15,0.311982,0.867,1.189,0.75,1.0,79,4,0.525,0.523,0.045,-0.2,0.0971258,0,nan,0.0,4,1,15
959625617,1599454039000368,340348685,1087567008,421277,393362,0.199,0.483135,0.864,1.189,0.75,1.0,85,9,0.511,0.51,-0.041,-0.344,6.21183,0,nan,0.0,4,1,15
960815491,1599454040200368,340348749,1087566987,421405,393490,0.203,0.242076,0.866,1.199,0.72,0.95,85,13,0.822,0.819,-0.07,0.044,6.10738,0,nan,0.0,4,1,16
961821674,1599454041200368,340348810,1087566977,421184,393269,0.164,0.242794,0.861,1.198,0.68,0.92,85,17,0.709,0.709,0.002,0.206,6.20982,0,nan,0.0,4,1,17
962821256,1599454042200369,340348856,1087567000,421022,393107,0.163,0.247386,0.853,1.192,0.68,0.92,85,12,0.688,0.654,0.212,-0.07,0.334547,0,nan,0.0,4,1,17
963823976,1599454043200369,340348912,1087567013,421289,393374,0.142,0.230973,0.846,1.188,0.68,0.92,85,5,0.721,0.706,0.145,-0.289,0.203506,0,nan,0.0,4,1,17
964822258,1599454044200369,340348984,1087566995,421225,393310,0.189,0.203395,0.843,1.192,0.68,0.92,85,3,0.936,0.891,-0.289,0.231,6.00199,0,nan,0.0,4,1,17
965822273,1599454045200369,340349056,1087566986,421056,393141,0.177,0.17973,0.836,1.186,0.68,0.92,85,6,0.887,0.859,0.22,0.077,0.0982186,0,nan,0.0,4,1,17
966822408,1599454046200369,340349124,1087567022,421155,393240,0.182,0.206199,0.831,1.181,0.72,0.95,85,3,0.813,0.738,0.342,-0.121,0.405076,0,nan,0.0,4,1,16
967821274,1599454047200369,340349177,1087567045,421363,393448,0.143,0.298062,0.825,1.177,0.72,0.95,91,4,0.574,0.574,0.015,-0.253,0.21985,0,nan,0.0,4,1,16
968821302,1599454048200370,340349223,1087567024,421429,393514,0.147,0.279407,0.817,1.17,0.68,0.92,91,6,0.589,0.564,-0.169,-0.127,5.95636,0,nan,0.0,4,1,17
969827353,1599454049200370,340349265,1087566998,421374,393459,0.143,0.287775,0.81,1.165,0.68,0.92,91,8,0.565,0.475,-0.306,-0.102,5.82691,0,nan,0.0,4,1,17
970823275,1599454050200370,340349300,1087566977,421294,393379,0.173,0.419526,0.809,1.166,0.68,0.92,91,10,0.381,0.363,-0.117,0.103,5.96902,0,nan,0.0,4,1,17
971818262,1599454051200370,340349324,1087567001,421198,393283,0.147,0.321525,0.802,1.16,0.68,0.92,84,11,0.41,0.301,0.278,-0.017,0.670195,0,nan,0.0,4,1,17
