timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
948837546,948836672,-0.0664797,0.0816404,0.00727503,0.0351515,0.0,0.0,0.0,-1.0
948840031,948839172,-0.0511305,0.0409883,0.00416497,0.0351515,0.0,0.0,0.0,-1.0
948937647,948936787,-0.216439,0.183011,-0.00153423,0.108509,0.0,0.0,0.0,-1.0
949037778,949036911,0.0966166,0.0979108,-0.000595037,0.108509,0.0,0.0,0.0,-1.0
949137880,949137025,0.00607429,0.0111695,0.0094605,0.108509,0.0,0.0,0.0,-1.0
949240500,949239644,-0.0220631,-0.0493694,0.00342498,0.108509,0.0,0.0,0.0,-1.0
949338125,949337261,-0.382617,-0.36291,0.00753705,0.108509,0.0,0.0,0.0,-1.0
949438247,949437377,-0.348899,0.343364,0.0122046,0.108509,0.0,0.0,0.0,-1.0
949535849,949534992,-0.191033,0.10211,0.00416609,0.108509,0.0,0.0,0.0,-1.0
949638468,949637613,0.152752,-0.165097,0.00391598,0.108509,0.0,0.0,0.0,-1.0
949736103,949735237,0.333844,-0.470385,-0.00184297,0.108509,0.0,0.0,0.0,-1.0
949841220,949840355,-0.104868,0.0422876,-0.010234,0.108509,0.0,0.0,0.0,-1.0
949938821,949937967,-0.274122,0.104348,0.0154949,0.108509,0.0,0.0,0.0,-1.0
950036453,950035584,-0.252555,-0.0158511,0.0193843,0.107491,0.0,0.0,0.0,-1.0
950139058,950138203,0.109614,-0.394581,0.0166405,0.108509,0.0,0.0,0.0,-1.0
950236677,950235818,0.122052,-0.479338,0.00398697,0.108509,0.0,0.0,0.0,-1.0
950339308,950338439,-0.361545,0.00534523,0.0130702,0.131927,0.0,0.0,0.0,-1.0
950439412,950438557,0.154027,-0.265551,0.0110016,0.166545,0.0,0.0,0.0,-1.0
950537029,950536172,-0.290029,0.32914,0.000684196,0.215418,0.0,0.0,0.0,-1.0
950639645,950638792,-0.318866,0.172187,0.0121822,0.213382,0.0,0.0,0.0,-1.0
950737278,950736408,-0.149186,0.0560407,0.0140491,0.212364,0.0,0.0,0.0,-1.0
950839887,950839028,0.157456,0.0597479,-0.00739014,0.212364,0.0,0.0,0.0,-1.0
950937525,950936663,-0.0348204,0.14732,-0.00534552,0.210327,0.0,0.0,0.0,-1.0
951037618,951036761,-0.0133929,0.115344,-0.00113199,0.209309,0.0,0.0,0.0,-1.0
951137749,951136879,0.0550308,0.0299802,0.00715408,0.2144,0.0,0.0,0.0,-1.0
951237854,951236997,0.179028,0.106652,-0.00199344,0.237818,0.0,0.0,0.0,-1.0
951340475,951339619,0.00159517,-0.239495,0.0115626,0.2368,0.0,0.0,0.0,-1.0
951438107,951437233,0.0641989,-0.0231081,0.0069305,0.243927,0.0,0.0,0.0,-1.0
951538208,951537351,0.0340414,-0.0264607,-0.013312,0.260218,0.0,0.0,0.0,-1.0
951638336,951637469,0.00853349,0.0604675,-0.0350696,0.268364,0.0,0.0,0.0,-1.0
951738444,951737587,-0.0373354,0.00391977,-0.0204832,0.294836,0.0,0.0,0.0,-1.0
951836075,951835205,-0.0313633,0.049124,-0.00623898,0.301964,0.0,0.0,0.0,-1.0
951938679,951937823,0.0222466,0.0887268,-0.00953517,0.301964,0.0,0.0,0.0,-1.0
952038800,952037941,0.0382996,-0.0358575,-0.0020348,0.304,0.0,0.0,0.0,-1.0
952136414,952135556,0.041334,-0.0327409,-0.00908838,0.304,0.0,0.0,0.0,-1.0
952239033,952238177,0.00665597,0.028998,-0.00863472,0.323345,0.0,0.0,0.0,-1.0
952336646,952335792,-0.0840372,-0.0477427,0.00494038,0.341673,0.0,0.0,0.0,-1.0
952439283,952438412,-0.0140201,0.0479572,0.00252817,0.380364,0.0,0.0,0.0,-1.0
952536902,952536030,-0.158634,0.0433231,0.00270329,0.380364,0.0,0.0,0.0,-1.0
952637006,952636146,-0.110873,0.0128793,-0.00806154,0.383418,0.0,0.0,0.0,-1.0
952739634,952738766,-0.297922,0.078794,-0.0300849,0.3824,0.0,0.0,0.0,-1.0
952837236,952836381,-0.208448,0.00238122,-0.0478826,0.383418,0.0,0.0,0.0,-1.0
952939859,952939002,-0.266255,0.0690189,-0.0553516,0.381382,0.0,0.0,0.0,-1.0
953037479,953036623,-0.089593,0.101241,-0.0573319,0.381382,0.0,0.0,0.0,-1.0
953137597,953136737,0.0965795,0.0526513,-0.0534289,0.383418,0.0,0.0,0.0,-1.0
953237714,953236853,0.168317,-0.00873102,-0.073811,0.384436,0.0,0.0,0.0,-1.0
953337823,953336971,0.158569,0.120986,-0.049952,0.385455,0.0,0.0,0.0,-1.0
953440448,953439591,0.232473,0.00641747,-0.0224297,0.386473,0.0,0.0,0.0,-1.0
953538079,953537221,-0.114972,0.0414155,-0.011654,0.385455,0.0,0.0,0.0,-1.0
953638180,953637324,-0.0249099,0.00103068,-0.0189946,0.385455,0.0,0.0,0.0,-1.0
953738316,953737442,-0.0169699,-0.000309389,-0.0205983,0.386473,0.0,0.0,0.0,-1.0
953838416,953837560,-0.0724656,-0.0115483,-0.0213444,0.386473,0.0,0.0,0.0,-1.0
953941047,953940183,-0.192913,0.0915912,-0.0207699,0.387491,0.0,0.0,0.0,-1.0
954038649,954037796,-0.0524698,0.0498252,-0.0212526,0.384436,0.0,0.0,0.0,-1.0
954138775,954137914,0.0786927,0.0536797,-0.0168913,0.408873,0.0,0.0,0.0,-1.0
954236389,954235529,0.0803666,0.0471905,-0.0254253,0.411927,0.0,0.0,0.0,-1.0
954339006,954338153,-0.0221236,-0.0730435,-0.00723879,0.432291,0.0,0.0,0.0,-1.0
954436625,954435764,-0.0597646,0.0631389,-0.00816937,0.433309,0.0,0.0,0.0,-1.0
954539242,954538385,-0.0871581,-0.0470774,0.00765134,0.432291,0.0,0.0,0.0,-1.0
954639373,954638503,-0.206013,0.012613,-0.00606327,0.433309,0.0,0.0,0.0,-1.0
954736975,954736118,-0.0851452,0.0529764,-0.0293718,0.433309,0.0,0.0,0.0,-1.0
954839595,954838739,-0.376968,0.0368798,-0.0273644,0.433309,0.0,0.0,0.0,-1.0
954937215,954936356,0.328169,-0.0129,-0.022907,0.434327,0.0,0.0,0.0,-1.0
955039835,955038975,0.0340274,0.0250465,-0.0256013,0.435345,0.0,0.0,0.0,-1.0
955137447,955136590,0.355173,0.0715542,-0.0183502,0.433309,0.0,0.0,0.0,-1.0
955237567,955236708,0.442152,-0.00118048,-0.0189175,0.433309,0.0,0.0,0.0,-1.0
955337683,955336825,0.223192,-0.0411421,-0.0178819,0.433309,0.0,0.0,0.0,-1.0
955437801,955436944,0.0901536,-0.0395555,-0.00671316,0.433309,0.0,0.0,0.0,-1.0
955540420,955539564,0.297826,0.0028432,-0.0217201,0.434327,0.0,0.0,0.0,-1.0
955638038,955637179,-0.18648,0.0252931,-0.0120543,0.434327,0.0,0.0,0.0,-1.0
955738163,955737297,-0.359362,0.026249,-0.00641644,0.433309,0.0,0.0,0.0,-1.0
955838287,955837415,-0.445554,0.068391,-0.00935317,0.433309,0.0,0.0,0.0,-1.0
955938392,955937533,-0.255171,-0.0190475,-0.0124794,0.433309,0.0,0.0,0.0,-1.0
956041010,956040154,0.122104,-0.0280178,-0.00939851,0.432291,0.0,0.0,0.0,-1.0
956138625,956137769,0.012213,0.0860653,0.00460398,0.433309,0.0,0.0,0.0,-1.0
956238743,956237887,0.24262,0.0129197,-0.0196295,0.433309,0.0,0.0,0.0,-1.0
956336364,956335502,0.217046,0.0380625,-0.0297763,0.448582,0.0,0.0,0.0,-1.0
956438979,956438122,0.205812,0.100899,-0.0215256,0.448582,0.0,0.0,0.0,-1.0
956536600,956535738,-0.397696,0.0732177,0.00515833,0.443491,0.0,0.0,0.0,-1.0
956639231,956638359,-0.282141,0.0615442,0.0058823,0.442473,0.0,0.0,0.0,-1.0
956739344,956738476,-0.312513,0.13407,0.000185912,0.442473,0.0,0.0,0.0,-1.0
956836952,956836091,-0.07248,0.0778925,-0.00437914,0.443491,0.0,0.0,0.0,-1.0
956939569,956938712,-0.331093,0.103239,-0.0213917,0.441455,0.0,0.0,0.0,-1.0
957037197,957036333,0.177308,0.0654478,-0.0264934,0.440436,0.0,0.0,0.0,-1.0
957139805,957138948,0.212573,0.0241113,-0.0551187,0.440436,0.0,0.0,0.0,-1.0
957237422,957236563,0.456226,0.0917392,-0.0495957,0.441455,0.0,0.0,0.0,-1.0
957337541,957336681,0.461261,-0.0105057,-0.062612,0.440436,0.0,0.0,0.0,-1.0
957437658,957436804,0.365688,0.0507614,-0.0778511,0.441455,0.0,0.0,0.0,-1.0
957537777,957536917,0.132684,0.0579503,-0.0465908,0.440436,0.0,0.0,0.0,-1.0
957640408,957639538,0.195517,0.109352,-0.0555185,0.441455,0.0,0.0,0.0,-1.0
957738022,957737165,-0.284634,-0.0142004,-0.0375407,0.440436,0.0,0.0,0.0,-1.0
957838132,957837278,-0.286825,0.0846579,-0.0310724,0.440436,0.0,0.0,0.0,-1.0
957938259,957937388,-0.33959,0.0667383,-0.0316266,0.441455,0.0,0.0,0.0,-1.0
958038364,958037506,0.127049,0.0324514,-0.0508948,0.440436,0.0,0.0,0.0,-1.0
958140986,958140126,0.116425,0.00793362,-0.051934,0.442473,0.0,0.0,0.0,-1.0
958238596,958237742,0.174754,0.0751598,-0.0459989,0.454691,0.0,0.0,0.0,-1.0
958338727,958337863,0.162168,0.0855975,-0.0317063,0.466909,0.0,0.0,0.0,-1.0
958436344,958435474,-0.29666,0.0607147,-0.021574,0.466909,0.0,0.0,0.0,-1.0
958538949,958538095,-0.286057,-0.00593361,-0.0134221,0.467927,0.0,0.0,0.0,-1.0
958636572,958635713,-0.447015,-0.0168522,-0.0188573,0.467927,0.0,0.0,0.0,-1.0
958739186,958738331,-0.311163,-0.0242004,-0.0178625,0.467927,0.0,0.0,0.0,-1.0
958839326,958838451,-0.318801,0.0381115,-0.0105231,0.467927,0.0,0.0,0.0,-1.0
958936920,958936063,0.491773,-0.0210744,-0.0363682,0.467927,0.0,0.0,0.0,-1.0
959037038,959036181,0.406451,0.109626,-0.0342917,0.462836,0.0,0.0,0.0,-1.0
959137168,959136307,0.594833,0.0345464,-0.0264984,0.463855,0.0,0.0,0.0,-1.0
959239773,959238919,0.575755,0.00569057,-0.024718,0.463855,0.0,0.0,0.0,-1.0
959337397,959336534,0.359116,0.09577,-0.0344584,0.454691,0.0,0.0,0.0,-1.0
959437513,959436652,-0.0447736,0.123674,-0.022418,0.453673,0.0,0.0,0.0,-1.0
959537627,959536770,0.0787394,0.0535839,-0.0236062,0.455709,0.0,0.0,0.0,-1.0
