timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
703860833,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
704363331,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
704869974,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
705379018,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
705885027,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
706391974,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
706901021,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
707409010,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
707917975,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
708424971,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
708932176,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
709440012,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
709948182,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
710455007,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
710964007,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
711470969,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
711979987,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
712490063,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
712997300,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
713504969,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
714014371,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
714521130,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
715028973,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
715539187,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
716045975,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
716553130,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
717060127,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
717566972,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
718075031,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
718582033,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
719090972,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
719599608,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
720107012,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
720614993,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
721123896,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
721629975,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
722138008,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
722646099,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
723154674,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
723662110,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
724163892,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
724674891,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
725177012,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
725678997,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
726187060,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
726695006,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
727202972,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
727710076,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
728216005,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
728725082,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
729233113,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
729741088,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
730248975,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
730757972,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
731265287,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
731772002,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
732280013,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
732788131,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
733294000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
733800006,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
734306972,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
734814971,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
735323599,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
735831037,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
736341173,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
736848088,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
737348399,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
737850972,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
738353050,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
738855969,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
739355999,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
739863096,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
740368971,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
740876033,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
741383973,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
741892973,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
742400046,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
742908076,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
743416085,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
743922969,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
744430121,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
