timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
703914420,703914373,4325386,0.037816886,-0.009587379,-0.04207794,nan,0
703915468,703915420,4325386,-0.012783172,-0.050067425,-0.08096009,nan,0
704919779,704919723,4325386,-0.093743265,-0.0090547465,-0.028229505,nan,0
705917152,705917104,4325386,-0.24873923,0.334493,-0.15606123,nan,0
706915536,706915482,4325386,-0.8884305,0.07829693,-0.5976133,nan,0
707915897,707915852,4325386,-0.31904668,0.09534116,-0.114515916,nan,0
708917815,708917771,4325386,-0.11984224,0.027696872,0.054328483,nan,0
709918142,709918094,4325386,0.047936894,-0.3589941,-0.0037284251,nan,0
710915649,710915598,4325386,0.035153724,0.22050972,-0.047936894,nan,0
711917393,711917341,4325386,0.15552859,-0.14966963,-0.07936219,nan,0
712917455,712917399,4325386,0.14008226,0.038882148,-0.42024678,nan,0
713915374,713915328,4325386,-0.13688646,-0.0090547465,0.14434332,nan,0
714916556,714916510,4325386,0.19813916,0.33342773,0.040480044,nan,0
715916877,715916834,4325386,0.1059938,-0.05912217,-0.123570666,nan,0
716918449,716918399,4325386,0.33182985,-0.618386,0.05858954,nan,0
717915774,717915726,4325386,0.14168015,-0.18961705,-0.123570666,nan,0
718917627,718917582,4325386,-0.11877698,0.20240022,-0.2402171,nan,0
719917373,719917324,4325386,0.3557983,0.1720402,0.0,nan,0
720915270,720915218,4325386,0.39840886,-0.16298544,0.17470334,nan,0
721915668,721915624,4325386,-0.25086975,0.25566345,-0.44794366,nan,0
722916990,722916944,4325386,-0.14594121,0.34461302,0.21305287,nan,0
723918362,723918315,4325386,0.016511597,-0.11558118,-0.37337515,nan,0
724915742,724915693,4325386,-0.35633093,0.06764428,-0.6189186,nan,0
725917110,725917063,4325386,-0.29081717,0.33662352,-0.73077136,nan,0
726917528,726917483,4325386,0.5874933,-0.2018676,0.53582793,nan,0
727914973,727914928,4325386,-0.25885925,-0.3712446,0.25566345,nan,0
728916231,728916184,4325386,0.18322547,-0.038349517,0.11291802,nan,0
729917598,729917553,4325386,0.010120011,0.008522115,-0.26365292,nan,0
730918005,730917962,4325386,-0.45380262,-0.0015978965,-0.4340952,nan,0
731915348,731915301,4325386,-0.20719391,0.43036678,0.05912217,nan,0
732916227,732916176,4325386,0.038349517,-0.3179814,-0.15659386,nan,0
733917591,733917545,4325386,-0.6146575,0.121440135,-0.44314995,nan,0
734914970,734914924,4325386,-0.3712446,0.17576861,0.19174758,nan,0
735917349,735917300,4325386,0.6546049,0.12410329,0.7334345,nan,0
736916713,736916665,4325386,0.1837581,-0.019174758,0.070840076,nan,0
737918083,737918035,4325386,0.2018676,-0.13795173,-0.050067425,nan,0
738915705,738915660,4325386,0.0612527,-0.46978158,0.11185276,nan,0
739916359,739916302,4325386,0.13386822,-0.12960717,0.13386822,nan,0
740917784,740917738,4325386,0.15126754,-0.22583604,-0.26418555,nan,0
741915087,741915034,4325386,-0.023968447,-0.44101945,0.288154,nan,0
742916947,742916901,4325386,0.06444849,0.31372035,0.17683388,nan,0
743917327,743917274,4325386,-0.05592638,-0.119309604,0.10226537,nan,0
744917737,744917692,4325386,0.05592638,-0.022903183,0.3328951,nan,0
745916564,745916519,4325386,0.139017,-0.0074568503,0.48629317,nan,0
746915951,746915897,4325386,0.14008226,-0.069774814,0.5166532,nan,0
747917812,747917765,4325386,0.20825918,-0.05219795,-0.24128237,nan,0
748915338,748915291,4325386,-0.30892667,0.005326322,-0.23755395,nan,0
749915570,749915523,4325386,0.18535599,0.44741103,-0.5166532,nan,0
750917007,750916962,4325386,0.22264025,-0.15606123,0.5017395,nan,0
751918800,751918753,4325386,-0.11664645,0.009587379,-0.08042746,nan,0
752916177,752916128,4325386,-0.08255798,-0.63543016,0.33928668,nan,0
753917156,753917105,4325386,-0.57471013,0.35047197,-0.82717776,nan,0
754917922,754917869,4325386,0.14008226,-0.07297061,0.16138755,nan,0
755914795,755914750,4325386,-0.055393744,0.3989415,-0.060187437,nan,0
756916212,756916168,4325386,-0.1422128,0.018109493,-0.50759846,nan,0
757916537,757916490,4325386,0.055393744,0.28549084,0.540089,nan,0
758918964,758918918,4325386,-0.020240022,0.3936152,-0.7845672,nan,0
759915285,759915239,4325386,-0.31052455,-0.36858147,-0.12516856,nan,0
760916652,760916607,4325386,0.050067425,0.45060682,-0.84049356,nan,0
761917068,761917023,4325386,-0.1688444,0.41811624,-0.043675836,nan,0
762916898,762916853,4325386,0.27270767,-0.4554005,-0.47990158,nan,0
763916285,763916232,4325386,0.612527,-0.21837918,0.5049353,nan,0
764916641,764916597,4325386,-0.60879856,-0.12676646,0.054328483,nan,0
765915073,765915027,4325386,0.3925499,-0.21571603,0.19494337,nan,0
766916047,766916000,4325386,0.7845672,-0.45380262,0.9992179,nan,0
767916772,767916724,4325386,0.41651836,-0.17843178,0.5246427,nan,0
768918134,768918085,4325386,-0.24980448,0.3094593,-0.42450783,nan,0
769916067,769916020,4325386,-0.6093312,0.29987192,-0.68017125,nan,0
770916449,770916402,4325386,-0.17683388,0.14487594,0.3904194,nan,0
771917892,771917848,4325386,0.4852279,-0.040480044,0.6572681,nan,0
772918118,772918072,4325386,0.14168015,0.26365292,-0.27377293,nan,0
773915524,773915478,4325386,-0.40693098,0.7488808,0.040480044,nan,0
774916414,774916370,4325386,-0.19068232,0.039947413,-0.27590346,nan,0
775917740,775917690,4325386,0.52304476,-0.47990158,0.695085,nan,0
776915231,776915181,4325386,-0.63170177,-0.11078749,-0.39095202,nan,0
777916485,777916439,4325386,-0.67431235,0.43143207,-0.40426782,nan,0
778916858,778916813,4325386,-0.14114752,-0.046338998,-0.29667613,nan,0
779916398,779916350,4325386,-0.32863405,-0.30413297,-0.40213728,nan,0
780915652,780915607,4325386,0.33875406,-0.6929545,0.95447683,nan,0
781917219,781917173,4325386,-0.079894826,-0.2434129,-0.09480853,nan,0
782917894,782917845,4325386,-0.58003646,0.6322344,-0.7494135,nan,0
783914853,783914800,4325386,-0.834102,-0.03195793,-0.43675837,nan,0
784916217,784916170,4325386,-0.5992112,0.7648598,-0.27963188,nan,0
785917789,785917742,4325386,-0.6551376,0.050067425,-0.3398193,nan,0
786915834,786915790,4325386,-0.22956446,0.17789915,-0.42983416,nan,0
787915217,787915167,4325386,-0.1209075,0.2135855,-0.011717908,nan,0
788916610,788916560,4325386,-0.08841694,0.26791397,-0.46125945,nan,0
789918020,789917974,4325386,-0.009587379,-0.20240022,0.14434332,nan,0
790915331,790915284,4325386,-0.22636867,0.18961705,-0.63969123,nan,0
791915695,791915651,4325386,0.20240022,-0.5805691,-0.26791397,nan,0
792918561,792918515,4325386,-0.5688512,0.3675162,-0.68975866,nan,0
793917938,793917890,4325386,0.60027647,-0.40107203,0.77551246,nan,0
794915822,794915769,4325386,-0.32224247,0.23648869,-0.73236924,nan,0
795916951,795916905,4325386,-0.31744877,0.5784385,-0.41172466,nan,0
796917553,796917506,4325386,0.26258767,0.31212246,0.8309062,nan,0
797915086,797915038,4325386,0.07243797,0.22690131,-0.15925702,nan,0
798916311,798916264,4325386,-0.334493,0.7137271,-0.3744404,nan,0
799917320,799917275,4325386,0.54381746,0.25246766,0.08202536,nan,0
800917548,800917500,4325386,-0.09853695,-0.31691614,-0.33236247,nan,0
801915920,801915873,4325386,-0.59548277,0.030360034,-0.2583266,nan,0
802917319,802917275,4325386,-0.18855178,0.53849113,-0.48309737,nan,0
803917704,803917658,4325386,-0.06657902,0.19547601,-0.106526434,nan,0
804915090,804915041,4325386,-0.5986785,-0.21465077,0.09693906,nan,0
805916410,805916359,4325386,0.18642126,0.13102752,0.07723167,nan,0
806916778,806916730,4325386,0.06604639,0.26525083,0.11824434,nan,0
807918142,807918095,4325386,0.1720402,-0.6684534,0.45327,nan,0
808915524,808915474,4325386,0.6290386,-0.3307646,0.8511462,nan,0
809916940,809916888,4325386,0.04953479,-0.35153723,0.12996225,nan,0
810917260,810917212,4325386,-0.062850595,0.017576862,-0.46924895,nan,0
811914641,811914596,4325386,-0.19600864,0.29348034,0.12303803,nan,0
812916240,812916188,4325386,-0.540089,-0.11025486,-0.009587379,nan,0
813916874,813916828,4325386,-0.14807174,0.38775623,0.018642126,nan,0
814917841,814917793,4325386,-0.38029936,0.29774138,-0.47883633,nan,0
815915119,815915074,4325386,0.6593986,-0.2284992,0.46605316,nan,0
816916625,816916579,4325386,-0.52251214,0.6098638,0.29348034,nan,0
817918009,817917962,4325386,-0.014381069,0.3973436,-0.33182985,nan,0
818915247,818915200,4325386,0.14860438,-0.12303803,0.596548,nan,0
819915663,819915620,4325386,-0.5512743,0.0010652643,-0.5507417,nan,0
820917202,820917150,4325386,-0.39095202,0.5581985,-0.035686355,nan,0
821917887,821917842,4325386,-0.48203212,0.054328483,-0.4287689,nan,0
822915355,822915307,4325386,-0.4671184,0.28389296,-0.3494067,nan,0
823916596,823916540,4325386,0.039414782,0.38775623,0.27537084,nan,0
824917959,824917911,4325386,-0.17843178,0.19014968,-0.1704423,nan,0
825915341,825915295,4325386,0.05219795,0.05858954,-0.556068,nan,0
826917697,826917651,4325386,-0.39787623,0.24288027,-0.9502158,nan,0
827915574,827915528,4325386,0.040480044,0.09800432,-0.36272252,nan,0
828918621,828918575,4325386,0.062317964,-0.016511597,-0.3824299,nan,0
829916961,829916913,4325386,-0.23915185,-0.21465077,-0.30093718,nan,0
830916756,830916699,4325386,0.03462109,-0.15712649,0.65140915,nan,0
831917071,831917024,4325386,0.56352484,-0.11611381,0.308394,nan,0
832915704,832915657,4325386,-0.43782365,0.11824434,-0.58376485,nan,0
833916807,833916751,4325386,0.50919634,-0.27057713,0.123570666,nan,0
834916715,834916669,4325386,-0.15499596,0.15925702,-0.02237055,nan,0
835918161,835918113,4325386,-0.44155207,0.19387811,-0.47617316,nan,0
836916555,836916507,4325386,0.006391586,-0.21252024,0.50387,nan,0
837916786,837916738,4325386,-0.19228022,0.19121495,0.2945456,nan,0
838917152,838917105,4325386,-0.006924218,-0.108656965,-0.1043959,nan,0
