timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
703913992,0.10300605,0.34078524,0.44638395
703925132,0.11841115,0.3318284,0.42255822
704115094,0.12457319,0.34377086,0.45531863
704316166,0.11841115,0.33481404,0.43149287
704517174,0.115330145,0.3527277,0.4761662
704718284,0.12765422,0.34078524,0.44638395
704919633,0.115330145,0.33779964,0.44638395
705121127,0.10300605,0.34078524,0.45531863
705311415,0.11841115,0.33481404,0.42851466
705513876,0.12765422,0.34377086,0.44936222
705715087,0.115330145,0.33481404,0.4374493
705916184,0.115330145,0.34974208,0.4672315
706117327,0.12765422,0.34078524,0.44936222
706318486,0.11224911,0.34078524,0.44340575
706519589,0.11224911,0.34974208,0.4612751
706709507,0.09992504,0.33481404,0.40766713
706911002,0.09992504,0.3318284,0.40171066
707112312,0.09992504,0.33481404,0.4046889
707313658,0.09684402,0.33481404,0.40766713
707514617,0.09684402,0.33481404,0.40766713
707715809,0.09684402,0.33481404,0.40766713
707917160,0.09684402,0.33481404,0.41064534
708118348,0.09684402,0.33481404,0.41064534
708309375,0.09376299,0.33481404,0.39873245
708521612,0.09684402,0.3318284,0.41064534
708711566,0.09376299,0.33481404,0.41958
708924197,0.09684402,0.3318284,0.4046889
709114543,0.09684402,0.33481404,0.40766713
709315723,0.09684402,0.3318284,0.4046889
709516950,0.09684402,0.3318284,0.40766713
709718063,0.09068198,0.33481404,0.41362354
709919074,0.08760095,0.3318284,0.41064534
710120034,0.08451994,0.33481404,0.4046889
710309969,0.081438914,0.3318284,0.4046889
710522437,0.081438914,0.3318284,0.41362354
710712765,0.0783579,0.33481404,0.41064534
710914161,0.075276874,0.33481404,0.41064534
711116248,0.062952794,0.33481404,0.40766713
711317548,0.050628714,0.33481404,0.4046889
711518839,0.044466674,0.33481404,0.4046889
711708796,0.044466674,0.33481404,0.41362354
711921151,0.044466674,0.33481404,0.40766713
712111007,0.050628714,0.33481404,0.4046889
712312145,0.047547694,0.3467565,0.41064534
712513239,0.056790758,0.34974208,0.41064534
712714555,0.09068198,0.34974208,0.4046889
712915896,0.09376299,0.34974208,0.4046889
713117307,0.10916809,0.34377086,0.39575422
713318616,0.115330145,0.33779964,0.39575422
713519576,0.12457319,0.34078524,0.39575422
713709669,0.12457319,0.33779964,0.39575422
713910674,0.13073525,0.33481404,0.39575422
714112964,0.11841115,0.33481404,0.39873245
714314372,0.10300605,0.3288428,0.4046889
714515433,0.10916809,0.33481404,0.4046889
714716436,0.10608708,0.3318284,0.41362354
714917635,0.11224911,0.34078524,0.40766713
715118703,0.11841115,0.34078524,0.40766713
715309340,0.11841115,0.33779964,0.40171066
715521871,0.10916809,0.34078524,0.40766713
715711927,0.09068198,0.34078524,0.41064534
715913113,0.06603381,0.3467565,0.41958
716114825,0.056790758,0.34377086,0.41064534
716316134,0.047547694,0.3467565,0.41362354
716517370,0.041385654,0.3467565,0.41958
716718398,0.038304638,0.34974208,0.41958
716920480,0.038304638,0.3467565,0.41362354
717110506,0.044466674,0.3467565,0.41660175
717311677,0.044466674,0.34974208,0.41362354
717512790,0.053709738,0.3467565,0.42255822
717713702,0.047547694,0.34974208,0.42255822
717914749,0.047547694,0.34974208,0.42255822
718115822,0.044466674,0.34974208,0.42255822
718316996,0.041385654,0.34974208,0.41958
718518112,0.041385654,0.34974208,0.41958
718719396,0.044466674,0.34974208,0.42255822
718920513,0.041385654,0.34974208,0.41660175
719121518,0.038304638,0.3527277,0.42255822
719311446,0.038304638,0.3527277,0.41660175
719512534,0.069114834,0.35571334,0.41958
719714469,0.081438914,0.3527277,0.41958
719915733,0.056790758,0.3527277,0.41958
720116856,0.041385654,0.3527277,0.42553642
720318123,0.047547694,0.34974208,0.42553642
720519639,0.041385654,0.34974208,0.42851466
720720908,0.038304638,0.34974208,0.42851466
720911004,0.038304638,0.3467565,0.42553642
721112150,0.041385654,0.3527277,0.42553642
721313248,0.050628714,0.3527277,0.42255822
721514255,0.059871778,0.3527277,0.42553642
721715453,0.069114834,0.3527277,0.42553642
721916699,0.072195865,0.35571334,0.42851466
722117873,0.0783579,0.35571334,0.42553642
722318866,0.075276874,0.35571334,0.42255822
722519952,0.0783579,0.35571334,0.42851466
722710786,0.059871778,0.3527277,0.42851466
722911866,0.059871778,0.3527277,0.42553642
723112933,0.059871778,0.3527277,0.42851466
723314066,0.06603381,0.34377086,0.43149287
723515272,0.056790758,0.33779964,0.44340575
723716314,0.038304638,0.3467565,0.4344711
723917596,0.03214259,0.34974208,0.4344711
724119342,0.03214259,0.34974208,0.43149287
724309448,0.038304638,0.3527277,0.42851466
724521991,0.03522361,0.3527277,0.42553642
724711896,0.019818509,0.3467565,0.4344711
724913406,0.029061573,0.3467565,0.42851466
725114605,0.03214259,0.34974208,0.4374493
725316085,0.029061573,0.3318284,0.44042754
725517861,0.029061573,0.33779964,0.43149287
725719250,0.025980555,0.32287157,0.44042754
725909347,0.025980555,0.33779964,0.43149287
726121928,0.03522361,0.3467565,0.42851466
726312235,0.03522361,0.34974208,0.42553642
726513589,0.03522361,0.3467565,0.43149287
726714780,0.038304638,0.3467565,0.43149287
726916089,0.044466674,0.34377086,0.42851466
727117087,0.025980555,0.34377086,0.42553642
727318150,0.01673749,0.34078524,0.42255822
727519534,0.025980555,0.3467565,0.42851466
727720612,0.03214259,0.34377086,0.42255822
727910490,0.03214259,0.34377086,0.43149287
728123483,0.038304638,0.34377086,0.42851466
728314360,0.038304638,0.34377086,0.41958
728515746,0.041385654,0.34078524,0.43149287
728716985,0.047547694,0.34078524,0.42255822
728918117,0.047547694,0.34377086,0.43149287
729119461,0.044466674,0.33779964,0.42553642
729309474,0.044466674,0.33779964,0.41660175
729522340,0.044466674,0.34078524,0.42255822
729712419,0.03522361,0.33779964,0.42851466
729913377,0.038304638,0.33779964,0.42553642
730114613,0.044466674,0.33481404,0.41958
730315777,0.044466674,0.33481404,0.41660175
730516781,0.041385654,0.34078524,0.42851466
730717925,0.03214259,0.33481404,0.41660175
730919172,0.025980555,0.33779964,0.41958
731120245,0.025980555,0.33779964,0.42255822
731311068,0.029061573,0.3288428,0.40766713
731512264,0.03214259,0.33481404,0.41958
731713235,0.022899535,0.3288428,0.41362354
731914301,0.01673749,0.3288428,0.41064534
732115364,0.0074944333,0.32585716,0.41064534
