timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
703860452,0.23807369,0.015699554,0.0
1152938991,0.2387239,0.01598527,0.0
1152944011,0.23282702,0.016499922,0.0
1153142544,0.2784971,0.015654441,0.0
1153341163,0.22581951,0.018067041,0.0
1153539709,0.2471254,0.016371835,0.0
1153738363,0.25586846,0.016706072,0.0
